teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
"Tuhan mereka menggembirakan mereka dengan memberikan rahmat dari-Nya, keridaan dan surga, mereka memperoleh di dalamnya kesenangan yang kekal,",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
mereka kekal di dalamnya selama-lamanya.  Sesungguhnya di sisi Allah-lah pahala yang besar.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hai orang-orang beriman, janganlah kamu jadikan bapak-bapak dan saudara-saudaramu, pemimpin-pemimpinmu, jika mereka lebih mengutamakan kekafiran atas keimanan dan siapa di antara kamu yang menjadikan mereka pemimpin-pemimpinmu, maka mereka itulah orang-orang yang zalim.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Katakanlah, ""jika bapak-bapak, anak-anak, saudara-saudara, istri-istri, kaum keluargamu, harta kekayaan yang kamu usahakan, perniagaan yang kamu khawatirkan kerugiannya, dan rumah-rumah tempat tinggal yang kamu sukai, adalah lebih kamu cintai dari pada Allah dan rasul-Nya dan dari berjihad di jalan-Nya, maka tunggulah sampai Allah mendatangkan keputusan-Nya"".  Dan Allah tidak memberi petunjuk kepada orang-orang yang fasik.",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Sesungguhnya Allah telah menolong kamu (hai para mukminin) di medan peperangan yang banyak, dan (ingatlah) peperangan ῌunayn, yaitu diwaktu kamu menjadi congkak karena banyaknya jumlah(mu), maka jumlah yang banyak itu tidak memberi manfaat kepadamu sedikit pun, dan bumi yang luas itu telah terasa sempit olehmu, kemudian kamu lari kebelakang dengan bercerai-berai.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Kemudian Allah menurunkan ketenangan kepada rasul-Nya dan kepada orang-orang yang beriman, dan Allah menurunkan bala tentara yang kamu tiada melihatnya, dan Allah menimpakan bencana kepada orang-orang yang kafir, dan demikianlah pembalasan kepada orang-orang yang kafir.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Sesudah itu, Allah menerima tobat dari orang-orang yang dikehendaki-Nya.  Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Hai orang-orang yang beriman, sesungguhnya orang-orang yang musyrik itu najis, maka janganlah mereka mendekati Masjidil Haram sesudah tahun ini.  Dan jika kamu khawatir menjadi miskin, maka Allah nanti akan memberikan kekayaan kepadamu dari karunia-Nya, jika Dia menghendaki.  Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Perangilah orang-orang yang tidak beriman kepada Allah dan tidak (pula) kepada hari kemudian, dan mereka tidak mengharamkan apa yang telah diharamkan oleh Allah dan rasul-Nya dan tidak beragama dengan agama yang benar (agama Allah), (yaitu orang-orang) yang diberikan Alkitab kepada mereka, sampai mereka membayar jizyah dengan patuh sedang mereka dalam keadaan tunduk.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Orang-orang Yahudi berkata, ""Uzayr itu putra Allah"" dan orang-orang Nasrani berkata, ""Al-Masih itu putra Allah"".  Demikian itulah ucapan mereka dengan mulut mereka, mereka meniru perkataan orang-orang kafir yang terdahulu.  Dilaknati Allah-lah mereka; bagaimana mereka sampai berpaling?",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
"Mereka menjadikan orang-orang alimnya, dan rahib-rahib mereka sebagai tuhan selain Allah dan (juga mereka mempertuhankan) Al Masih putra Maryam; padahal mereka hanya disuruh menyembah Tuhan Yang Maha Esa; tidak ada Tuhan (yang berhak disembah) selain Dia Maha suci Allah dari apa yang mereka persekutukan.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Mereka berkehendak memadamkan cahaya (agama) Allah dengan mulut (ucapan-ucapan) mereka, dan Allah tidak menghendaki selain menyempurnakan cahaya-Nya, walaupun orang-orang yang kafir tidak menyukai.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Dialah yang telah mengutus rasul-Nya (dengan membawa) petunjuk (Al-Qur`ān) dan agama yang benar untuk dimenangkan-Nya atas segala agama, walaupun orang-orang musyrik tidak menyukai.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hai orang-orang yang beriman, sesungguhnya sebagian besar dari orang-orang alim Yahudi dan rahib-rahib Nasrani benar-benar memakan harta orang dengan jalan batil dan mereka menghalang-halangi (manusia) dari jalan Allah.  Dan orang-orang yang menyimpan emas dan perak dan tidak menafkahkannya pada jalan Allah, maka beritahukanlah kepada mereka, (bahwa mereka akan mendapat) siksa yang pedih,",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"pada hari dipanaskan emas perak itu dalam neraka jahanam, lalu dibakar dengannya dahi mereka, lambung dan punggung mereka; (lalu dikatakan) kepada mereka, ""Inilah harta bendamu yang kamu simpan untuk dirimu sendiri, maka rasakanlah sekarang (akibat dari) apa yang kamu simpan itu"".",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Sesungguhnya bilangan bulan pada sisi Allah ialah dua belas bulan, dalam ketetapan Allah di waktu Dia menciptakan langit dan bumi, di antaranya empat bulan haram.  Itulah (ketetapan) agama yang lurus, maka janganlah kamu menganiaya diri kamu dalam bulan yang empat itu, dan perangilah kaum musyrikin itu semuanya sebagaimana mereka pun memerangi kamu semuanya; dan ketahuilah bahwasanya Allah beserta orang-orang yang bertakwa.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Sesungguhnya mengundur-undurkan bulan haram itu adalah menambah kekafiran, disesatkan orang-orang yang kafir dengan mengundur-undurkan itu, mereka menghalalkannya pada suatu tahun dan mengharamkannya pada tahun yang lain, agar mereka dapat mensesuaikan dengan bilangan yang Allah mengharamkannya, maka mereka menghalalkan apa yang diharamkan Allah.  (Setan) menjadikan mereka memandang baik perbuatan mereka yang buruk itu.  Dan Allah tidak memberi petunjuk kepada orang-orang yang kafir.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Hai orang-orang yang beriman, apakah sebabnya apabila dikatakan kepada kamu, ""Berangkatlah (untuk berperang) pada jalan Allah"",  kamu merasa berat dan ingin tinggal di tempatmu?  Apakah kamu puas dengan kehidupan di dunia sebagai ganti kehidupan di akhirat?  Padahal kenikmatan hidup di dunia ini (dibandingkan dengan kehidupan) diakhirat hanyalah sedikit.",0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
"Jika kamu tidak berangkat untuk berperang, niscaya Allah menyiksa kamu dengan siksa yang pedih dan digantinya (kamu) dengan kaum yang lain, dan kamu tidak akan dapat memberi kemudaratan kepada-Nya sedikit pun.  Allah Maha Kuasa atas segala sesuatu.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Jikalau kamu tidak menolongnya (Muhammad), maka sesungguhnya Allah telah menolongnya, (yaitu) ketika orang-orang kafir (musyrikin Mekah) mengeluarkannya (dari Mekah) sedang dia salah seorang dari dua orang ketika keduanya berada dalam gua, di waktu dia berkata kepada temannya, ""Janganlah kamu berduka cita, sesungguhnya Allah beserta kita"".  Maka Allah menurunkan ketenangan-Nya kepada (Muhammad) dan membantunya dengan tentara yang kamu tidak melihatnya, dan Allah menjadikan seruan orang-orang kafir itulah yang rendah.  Dan kalimat Allah itulah yang tinggi.  Allah Maha Perkasa lagi Maha Bijaksana.",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
"Berangkatlah kamu baik dalam keadaan merasa ringan atau pun berat, dan berjihadlah dengan harta dan dirimu di jalan Allah.  Yang demikian itu adalah lebih baik bagimu, jika kamu mengetahui.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Kalau yang kamu serukan kepada mereka itu keuntungan yang mudah diperoleh dan perjalanan yang tidak berapa jauh, pastilah mereka mengikutimu, tetapi tempat yang dituju itu amat jauh terasa oleh mereka.  Mereka akan bersumpah dengan (nama) Allah, ""Jikalau kami sanggup tentulah kami berangkat bersama-samamu"".  Mereka membinasakan diri mereka sendiri dan Allah mengetahui bahwa sesungguhnya mereka benar-benar orang-orang yang berdusta.",1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
"Semoga Allah memaafkanmu.  Mengapa kamu memberi izin kepada mereka (untuk tidak pergi berperang), sebelum jelas bagimu orang-orang yang benar (dalam keuzurannya) dan sebelum kamu ketahui orang-orang yang berdusta?",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
"Orang-orang yang beriman kepada Allah dan hari kemudian, tidak akan meminta izin kepadamu untuk tidak ikut berjihad dengan harta dan diri mereka.  Dan Allah mengetahui orang-orang yang bertakwa.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya yang akan meminta izin kepadamu, hanyalah orang-orang yang tidak beriman kepada Allah dan hari kemudian, dan hati mereka ragu-ragu, karena itu mereka selalu bimbang dalam keraguannya.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Dan jika mereka mau berangkat, tentulah mereka menyiapkan persiapan untuk keberangkatan itu, tetapi Allah tidak menyukai keberangkatan mereka, maka Allah melemahkan keinginan mereka dan dikatakan kepada mereka, ""Tinggallah kamu bersama orang-orang yang tinggal itu"".",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
"Jika mereka berangkat bersama-sama kamu, niscaya mereka tidak menambah kamu selain dari kerusakan belaka, dan tentu mereka akan bergegas-gegas maju ke muka di celah-celah barisanmu, untuk mengadakan kekacauan di antaramu; sedang di antara kamu ada orang-orang yang amat suka mendengarkan perkataan mereka.  Dan Allah mengetahui orang-orang yang zalim.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Sesungguhnya dari dahulu pun mereka telah mencari-cari kekacauan dan mereka mengatur pelbagai macam tipu daya untuk (merusakkan)mu, hingga datanglah kebenaran (pertolongan Allah) dan menanglah agama Allah, padahal mereka tidak menyukainya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Di antara mereka ada orang yang berkata, ""Berilah saya izin (tidak pergi berperang) dan janganlah kamu menjadikan saya terjerumus dalam fitnah"".  Ketahuilah, bahwa mereka telah terjerumus ke dalam fitnah. Dan sesungguhnya Jahanam itu benar-benar meliputi orang-orang yang kafir.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Jika kamu mendapat suatu kebaikan, mereka menjadi tidak senang karenanya; dan jika kamu ditimpa oleh sesuatu bencana, mereka berkata, ""Sesungguhnya kami sebelumnya telah memperhatikan urusan kami (tidak pergi perang)"", dan mereka berpaling dengan rasa gembira.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Katakanlah, ""Sekali-kali tidak akan menimpa kami melainkan apa yang telah ditetapkan oleh Allah bagi kami.  Dia-lah pelindung kami, dan hanyalah kepada Allah orang-orang yang beriman harus bertawakal"".",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Katakanlah, ""tidak ada yang kamu tunggu-tunggu bagi kami, kecuali salah satu dari dua kebaikan.  Dan Kami menunggu-nunggu bagi kamu bahwa Allah akan menimpakan kepadamu azab (yang besar) dari sisi-Nya, atau (azab) dengan tangan kami.  Sebab itu tunggulah, sesungguhnya kami menunggu-nunggu bersamamu"".",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Katakanlah, ""Nafkahkanlah hartamu, baik dengan sukarela ataupun dengan terpaksa, namun nafkah itu sekali-kali tidak akan diterima dari kamu.  Sesungguhnya kamu adalah orang-orang yang fasik"".",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Dan tidak ada yang menghalangi mereka untuk diterima dari mereka nafkah-nafkahnya melainkan karena mereka kafir kepada Allah dan rasul-Nya; dan mereka tidak mengerjakan salat, melainkan dengan malas, dan tidak (pula) menafkahkan (harta) mereka, melainkan dengan rasa enggan.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Maka janganlah harta benda dan anak-anak mereka menarik hatimu.  Sesungguhnya Allah menghendaki dengan (memberi) harta benda dan anak-anak itu untuk menyiksa mereka dalam kehidupan di dunia dan kelak akan melayang nyawa mereka, sedang mereka dalam keadaan kafir.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan mereka (orang-orang munafik) bersumpah dengan (nama) Allah bahwa sesungguhnya mereka termasuk golonganmu; padahal mereka bukanlah dari golonganmu, akan tetapi mereka adalah orang-orang yang sangat takut (kepadamu).",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Jikalau mereka memperoleh tempat perlindungan atau gua-gua atau lubang-lubang (dalam tanah), niscaya mereka pergi kepadanya dengan secepat-cepatnya.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dan di antara mereka, ada orang yang mencelamu tentang (pembagian) zakat; jika mereka diberi sebagian darinya, mereka bersenang hati, dan jika mereka tidak diberi sebagian darinya, dengan serta merta mereka menjadi marah.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Jikalau mereka sungguh-sungguh rida dengan apa yang diberikan Allah dan rasul-Nya kepada mereka, dan berkata, ""Cukuplah Allah bagi kami, Allah akan memberikan kepada kami sebagian dari karunia-Nya dan demikian (pula) rasul-Nya, sesungguhnya kami adalah orang-orang yang berharap kepada Allah,"" (tentulah yang demikian itu lebih baik bagi mereka).",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Sesungguhnya zakat-zakat itu, hanyalah untuk orang-orang fakir, orang-orang miskin, pengurus-pengurus zakat, para mualaf yang dibujuk hatinya, untuk (memerdekakan) budak, orang-orang yang berutang, untuk jalan Allah, dan orang-orang yang sedang dalam perjalanan, sebagai suatu ketetapan yang diwajibkan Allah; dan Allah Maha Mengetahui lagi Maha Bijaksana.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Di antara mereka (orang-orang munafik) ada yang menyakiti nabi dan mengatakan, ""Nabi mempercayai semua apa yang didengarnya"".  Katakanlah, ""Ia mempercayai semua yang baik bagi kamu, ia beriman kepada Allah, mempercayai orang-orang mukmin, dan menjadi rahmat bagi orang-orang yang beriman di antara kamu"".  Dan orang-orang yang menyakiti Rasulullah itu, bagi mereka azab yang pedih.",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"Mereka bersumpah kepada kamu dengan (nama) Allah untuk mencari keridaanmu, padahal Allah dan rasul-Nya itulah yang lebih patut mereka cari keridaannya jika mereka adalah orang-orang yang mukmin.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Tidaklah mereka (orang-orang munafik itu) mengetahui bahwasanya barang siapa menentang Allah dan rasul-Nya, maka sesungguhnya neraka jahanamlah baginya, dia kekal di dalamnya.  Itu adalah kehinaan yang besar.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Orang-orang yang munafik itu takut akan diturunkan terhadap mereka sesuatu surah yang menerangkan apa yang tersembunyi dalam hati mereka.  Katakanlah kepada mereka, ""Teruskanlah ejekan-ejekanmu (terhadap Allah dan rasul-Nya)"".  Sesungguhnya Allah akan menyatakan apa yang kamu takuti itu.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"Dan jika kamu tanyakan kepada mereka (tentang apa yang mereka lakukan itu), tentulah mereka akan manjawab, ""Sesungguhnya kami hanyalah bersenda gurau dan bermain-main saja"".  Katakanlah, ""Apakah dengan Allah, ayat-ayat-Nya dan rasul-Nya kamu selalu berolok-olok?""",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
"Tidak usah kamu meminta maaf, karena kamu kafir sesudah beriman.  Jika Kami memaafkan segolongan dari kamu (lantaran mereka bertobat), niscaya Kami akan mengazab golongan (yang lain) disebabkan mereka adalah orang-orang yang selalu berbuat dosa.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Orang-orang munafik laki-laki dan perempuan, sebagian dengan sebagian yang lain adalah sama, mereka menyuruh membuat yang mungkar dan melarang berbuat yang makruf dan mereka menggenggamkan tangannya.  Mereka telah lupa kepada Allah, maka Allah melupakan mereka.  Sesungguhnya orang-orang munafik itulah orang-orang yang fasik.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Allah mengancam orang-orang munafik laki-laki dan perempuan dan orang-orang kafir dengan Neraka Jahanam, mereka kekal di dalamnya.  Cukuplah neraka itu bagi mereka; dan Allah melaknati mereka; dan bagi mereka azab yang kekal,",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"(keadaan kamu, hai orang-orang munafik dan musyrikin) adalah seperti keadaan orang-orang sebelum kamu, mereka lebih kuat daripada kamu, dan lebih banyak harta benda dan anak-anaknya daripada kamu.  Maka mereka telah menikmati bagian mereka, dan kamu telah menikmati bagianmu sebagaimana orang-orang yang sebelummu menikmati bagiannya, dan kamu mempercakapkan (hal yang batil) sebagaimana mereka mempercakapkannya.  Mereka itu, amalannya menjadi sia-sia di dunia dan di akhirat; dan mereka itulah orang-orang yang merugi.",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Belumkah datang kepada mereka berita penting tentang orang-orang yang sebelum mereka, (yaitu) kaum Nūḥ, ʻĀd, Ṡamūd, kaum Ibrāhīm, penduduk Madyan dan (penduduk) negeri-negeri yang telah musnah? Telah datang kepada mereka rasul-rasul dengan membawa keterangan yang nyata; maka Allah tidaklah sekali-kali menganiaya mereka, akan tetapi merekalah yang menganiaya diri mereka sendiri.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dan orang-orang yang beriman, lelaki dan perempuan, sebagian mereka (adalah) menjadi penolong bagi sebagian yang lain.  Mereka menyuruh (mengerjakan) yang makruf, mencegah dari yang mungkar, mendirikan salat, menunaikan zakat, dan mereka taat pada Allah dan rasul-Nya.  Mereka itu akan diberi rahmat oleh Allah; sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Allah menjanjikan kepada orang-orang mukmin lelaki dan perempuan, (akan mendapat) surga yang di bawahnya mengalir sungai-sungai, kekal mereka di dalamnya, dan (mendapat) tempat-tempat yang bagus di surga ʻAdn.  Dan keridaan Allah adalah lebih besar; itu adalah keberuntungan yang besar.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hai Nabi, berjihadlah (melawan) orang-orang kafir dan orang-orang munafik itu, dan bersikap keraslah terhadap mereka.  Tempat mereka ialah jahanam.  Dan itu adalah tempat kembali yang seburuk-buruknya.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Mereka (orang-orang munafik itu) bersumpah dengan (nama) Allah bahwa mereka tidak mengatakan (sesuatu yang menyakitimu).  Sesungguhnya mereka telah mengucapkan perkataan kekafiran, dan telah menjadi kafir sesudah Islam, dan mengingini apa yang mereka tidak dapat mencapainya, dan mereka tidak mencela (Allah dan rasul-Nya), kecuali karena Allah dan rasul-Nya telah melimpahkan karunia-Nya kepada mereka.  Maka jika mereka bertobat, itu adalah lebih baik bagi mereka, dan jika mereka berpaling, niscaya Allah akan mengazab mereka dengan azab yang pedih di dunia dan akhirat; dan mereka sekali-kali tidak mempunyai pelindung dan tidak (pula) penolong di muka bumi.",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
