teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
"Hai orang-orang beriman, apabila dikatakan kepadamu, ""Berlapang-lapanglah dalam majelis"", maka lapangkanlah, niscaya Allah akan memberi kelapangan untukmu.  Dan apabila dikatakan, ""Berdirilah kamu"", maka berdirilah, niscaya Allah akan meninggikan orang-orang yang beriman di antaramu dan orang-orang yang diberi ilmu pengetahuan beberapa derajat.  Dan Allah Maha Mengetahui apa yang kamu kerjakan.",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"Hai orang-orang beriman, apabila kamu mengadakan pembicaraan khusus dengan rasul hendaklah kamu mengeluarkan sedekah (kepada orang miskin) sebelum pembicaraan itu.  Yang demikian itu adalah lebih baik bagimu dan lebih bersih; jika kamu tiada memperoleh (yang akan disedekahkan),  maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Apakah kamu takut akan (menjadi miskin) karena kamu memberikan sedekah sebelum pembicaraan dengan rasul? Maka jika kamu tiada memperbuatnya dan Allah telah memberi tobat kepadamu maka dirikanlah salat, tunaikanlah zakat, taatlah kepada Allah dan rasul-Nya; dan Allah Maha Mengetahui apa yang kamu kerjakan.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
"Tidakkah kamu perhatikan orang-orang yang menjadikan suatu kaum yang dimurkai Allah sebagai teman? Orang-orang itu bukan dari golongan kamu dan bukan (pula) dari golongan mereka. Dan mereka bersumpah untuk menguatkan kebohongan, sedang mereka mengetahui.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Allah telah menyediakan bagi mereka azab yang sangat keras, sesungguhnya amat buruklah apa yang telah mereka kerjakan.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Mereka menjadikan sumpah-sumpah mereka sebagai perisai, lalu mereka halangi (manusia) dari jalan Allah; karena itu mereka mendapat azab yang menghinakan.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Harta benda dan anak-anak mereka tiada berguna sedikit pun (untuk menolong) mereka dari azab Allah.  Mereka itulah penghuni neraka, mereka kekal di dalamnya.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"(Ingatlah) hari (ketika) mereka semua dibangkitkan Allah, lalu mereka bersumpah kepada-Nya (bahwa mereka bukan musyrikin) sebagaimana mereka bersumpah kepadamu; dan mereka menyangka bahwa sesungguhnya mereka akan memperoleh suatu (manfaat).  Ketahuilah bahwa sesungguhnya merekalah orang-orang pendusta.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Setan telah menguasai mereka lalu menjadikan mereka lupa mengingat Allah; mereka itulah golongan setan.  Ketahuilah bahwa sesungguhnya golongan setan itulah golongan yang merugi.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya orang-orang yang menentang Allah dan rasul-Nya, mereka termasuk orang-orang yang sangat hina.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Allah telah menetapkan, ""Aku dan rasul-rasul-Ku pasti menang"".  Sesungguhnya Allah Maha Kuat lagi Maha Perkasa.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Kamu tak akan mendapati kaum yang beriman pada Allah dan hari akhirat, saling berkasih-sayang dengan orang-orang yang menentang Allah dan rasul-Nya, sekalipun orang-orang itu bapak-bapak, atau anak-anak, atau saudara-saudara, ataupun keluarga mereka.  Mereka itulah orang-orang yang telah menanamkan keimanan dalam hati mereka dan menguatkan mereka dengan pertolongan yang datang daripada-Nya.  Dan dimasukan-Nya mereka ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya.  Allah rida terhadap mereka dan mereka pun merasa puas terhadap (limpahan rahmat)-Nya.  Mereka itulah golongan Allah.  Ketahuilah bahwa sesungguhnya golongan Allah itulah golongan yang beruntung.",0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
