Chapter,Verse,Google Translate,Kemenag,King Fahd,Fahd - Google,Kemenag - Google,Fahd - Kemenag
2,22,"Dialah yang menjadikan bumi sebagai hamparan bagimu dan langit sebagai atap, dan yang menurunkan air dari langit, lalu Dia hasilkan dengan air itu berbagai buah-buahan sebagai rezeki bagimu. Maka janganlah kamu mempersekutukan Allah, padahal kamu mengetahui.","(Dialah) yang menjadikan bumi sebagai hamparan bagimu dan langit sebagai atap, dan Dialah yang menurunkan air (hujan) dari langit, lalu Dia hasilkan dengan (hujan) itu buah-buahan sebagai rezeki untukmu. Karena itu janganlah kamu mengadakan tandingan-tandingan bagi Allah, padahal kamu mengetahui.","Dia-lah yang menjadikan bumi sebagai hamparan bagimu, dan langit sebagai atap, dan Dia menurunkan air (hujan) dari langit, lalu Dia menghasilkan dengan hujan itu segala buah-buahan sebagai rezeki untukmu; karena itu, janganlah kamu mengadakan sekutu-sekutu bagi Allah, padahal kamu mengetahui.",0.87649196,0.9130331,0.92192256
2,23," Dan jika kamu berada dalam keraguan tentang apa yang telah Kami turunkan kepada hamba Kami, maka buatlah satu surat yang semisal dengannya dan ajaklah saksi-saksimu selain Allah, jika kamu orang-orang yang benar.","Dan jika kamu meragukan (Alquran) yang kami turunkan kepada hamba Kami (Muhammad), maka buatlah satu surah semisal dengannya dan ajaklah penolong-penolongmu selain Allah, jika kamu orang-orang yang benar.","Dan jika kamu (tetap) dalam keraguan tentang Al-Qur`ān yang Kami wahyukan kepada hamba Kami (Muhammad), buatlah satu surah (saja) yang semisal Al-Qur`ān itu dan ajaklah penolong-penolongmu selain Allah, jika kamu orang-orang yang benar.",0.7974795,0.8157444,0.83636975
2,24," Maka jika kamu tidak dapat mengerjakannya, dan kamu sekali-kali tidak akan mampu, maka peliharalah dirimu dari api neraka yang bahan bakarnya adalah manusia dan batu, yang disediakan untuk orang-orang kafir.","Jika kamu tidak mampu membuatnya, dan (pasti) tidak akan mampu, maka takutlah kamu akan api neraka yang bahan bakarnya manusia dan batu yang disediakan bagi orang-orang kafir.","Maka jika kamu tidak dapat membuat(nya) dan pasti kamu tidak akan dapat membuat(nya), peliharalah dirimu dari neraka yang bahan bakarnya manusia dan batu, yang disediakan bagi orang-orang kafir.",0.7645538,0.8349341,0.79097843
2,25,"Dan sampaikanlah kabar gembira kepada orang-orang yang beriman dan mengerjakan amal saleh bahwa mereka akan memperoleh surga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki dari buah-buahan di sana, mereka berkata, ""Inilah rezeki yang telah kami terima sebelumnya."" Dan mereka akan diberi yang serupa dengannya. Dan mereka akan memperoleh istri-istri yang suci di dalamnya, dan mereka kekal di dalamnya.","Dan sampaikanlah kabar gembira kepada orang-orang yang beriman dan berbuat kebajikan, bahwa untuk mereka (disediakan) surga-surga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki buah-buahan dari surga, mereka berkata, ""Inilah rezeki yang diberikan kepada kami dahulu."" Mereka telah diberi (buah-buahan) yang serupa. Dan di sana mereka (memperoleh) pasangan-pasangan yang suci. Mereka kekal di dalamnya.","Dan sampaikanlah berita gembira kepada mereka yang beriman dan berbuat baik bahwa bagi mereka disediakan surga-surga yang mengalir sungai-sungai di dalamnya.  Setiap mereka diberi rezeki buah-buahan dalam surga-surga itu, mereka mengatakan, ""Inilah yang pernah diberikan kepada kami dahulu"".  Mereka diberi buah-buahan yang serupa dan untuk mereka di dalamnya ada istri-istri yang suci dan mereka kekal di dalamnya.",0.8814883,0.9251096,0.9312791
2,26,"Sesungguhnya Allah tidak malu membuat perumpamaan, yaitu perumpamaan seekor nyamuk atau yang lebih besar dari itu. Adapun orang-orang yang beriman, mereka yakin bahwa perumpamaan itu benar dari Tuhan mereka. Adapun orang-orang yang kafir, mereka berkata, ""Apakah maksud Allah menjadikan perumpamaan ini?"" Dengan perumpamaan itu Dia menyesatkan banyak orang dan dengan perumpamaan itu Dia memberi petunjuk kepada banyak orang. Dan dengan perumpamaan itu Dia tidak menyesatkan, kecuali orang-orang yang telah mendapat petunjuk.","Sesungguhnya Allah tidak segan membuat perumpamaan seekor nyamuk atau yang lebih kecil dari itu. Adapun orang-orang yang beriman, mereka tahu bahwa itu kebenaran dari Tuhan. Tetapi mereka yang kafir berkata, ""Apa maksud Allah dengan perumpamaan ini?"" Dengan (perumpamaan) itu banyak orang yang dibiarkan-Nya sesat, dan dengan itu banyak (pula) orang yang diberi-Nya petunjuk. Tetapi tidak ada yang Dia sesatkan dengan (perumpamaan) itu selain orang-orang fasik,","Sesungguhnya Allah tiada segan membuat perumpamaan berupa nyamuk atau yang lebih rendah dari itu.  Adapun orang-orang yang beriman, maka mereka yakin bahwa perumpamaan itu benar dari Tuhan mereka, tetapi mereka yang kafir mengatakan, ""Apakah maksud Allah menjadikan ini untuk perumpamaan?"". Dengan perumpamaan itu banyak orang yang disesatkan Allah, dan dengan perumpamaan itu (pula) banyak orang yang diberi-Nya petunjuk.  Dan tidak ada yang disesatkan Allah kecuali orang-orang yang fasik,",0.8453176,0.85432374,0.914748
2,27," Orang-orang yang merusak perjanjian Allah setelah perjanjian itu diteguhkan, dan memutuskan apa yang telah Allah perintahkan supaya dihubungkan dan membuat kerusakan di bumi, mereka itulah orang-orang yang merugi.","(yaitu) orang–orang yang melanggar perjanjian Allah setelah (perjanjian) itu diteguhkan, dan memutuskan apa yang diperintahkan Allah untuk disambungkan dan berbuat kerusakan di bumi. Mereka itulah orang-orang yang rugi.","(yaitu) orang-orang yang melanggar perjanjian Allah sesudah perjanjian itu teguh, dan memutuskan apa yang diperintahkan Allah (kepada mereka) untuk menghubungkannya, dan membuat kerusakan di muka bumi.  Mereka itulah orang-orang yang rugi.",0.90120256,0.90658826,0.9521978
2,28,"Bagaimana mungkin kamu kafir kepada Allah, padahal kamu tadinya mati, lalu Dia menghidupkanmu? Kemudian Dia mematikanmu, lalu menghidupkanmu kembali, dan hanya kepada-Nya-lah kamu dikembalikan.","Bagaimana kamu ingkar kepada Allah, padahal kamu (tadinya) mati, lalu dia menghidupkan kamu, kemudian Dia mematikan kamu lalu Dia menghidupkan kamu kembali. Kemudian kepada-Nyalah kamu dikembalikan.","Mengapa kamu kafir kepada Allah? Padahal kamu tadinya mati, lalu Allah menghidupkan kamu, kemudian kamu dimatikan dan dihidupkan-Nya kembali, kemudian kepada-Nya-lah kamu dikembalikan.",0.94021285,0.84132504,0.8324662
2,29," Dialah yang menciptakan segala sesuatu yang ada di bumi untukmu. Kemudian Dia mengarahkan diri-Nya ke langit, lalu menjadikan tujuh langit. Dan Dia Maha Mengetahui segala sesuatu.","Dialah (Allah) yang menciptakan segala apa yang ada di bumi untuk kalian kemudian Dia menuju ke langit, lalu Dia menyempurnakannya menjadi tujuh langit. Dan Dia Maha Mengetahui segala sesuatu.","Dia-lah Allah yang menjadikan segala yang ada di bumi untuk kamu dan Dia berkehendak menuju langit, lalu dijadikan-Nya tujuh langit.  Dan Dia Maha Mengetahui segala sesuatu.",0.92376983,0.92696464,0.89976645
2,30," Dan ketika Tuhanmu berfirman kepada para malaikat, ""Sesungguhnya Aku akan menjadikan di bumi suatu pemerintahan yang berkuasa,"" mereka berkata, ""Apakah Engkau akan menjadikan di bumi orang yang membuat kerusakan padanya dan menumpahkan darah, padahal Kami bertasbih dengan memuji-Mu dan menyucikan-Mu?"" Dia berfirman, ""Sesungguhnya Aku mengetahui apa yang tidak kamu ketahui.""","Dan (ingatlah) ketika Tuhanmu berfirman kepada para Malaikat, ""Aku hendak menjadikan khalifah di bumi"". Mereka berkata, ""Apakah Engkau hendak menjadikan orang yang merusak dan menumpahkan darah di sana, sedangkan kami bertasbih memuji-Mu dan menyucikan nama-Mu?"" Dia berfirman, ""Sungguh, Aku mengetahui apa yang tidak kalian ketahui.""","Ingatlah ketika Tuhan-mu berfirman kepada para malaikat, ""Sesungguhnya Aku hendak menjadikan seorang khalifah di muka bumi"".  Mereka berkata, ""Mengapa Engkau hendak menjadikan (khalifah) di bumi itu orang yang akan membuat kerusakan padanya dan menumpahkan darah, padahal kami senantiasa bertasbih dengan memuji Engkau dan menyucikan Engkau?"" Tuhan berfirman, ""Sesungguhnya Aku mengetahui apa yang tidak kamu ketahui"".",0.86038935,0.8895013,0.9277183
2,31,"Dan Dia mengajarkan Adam nama-nama makhluk, semuanya, kemudian Dia memperlihatkannya kepada para malaikat dan berfirman, “Beritahukanlah kepadaku nama-nama makhluk ini, jika kamu memang orang-orang yang jujur.”","Dan Dia ajarkan kepada Adam nama-nama (benda) semuanya, kemudian Dia perlihatkan kepada para malaikat, seraya berfirman, ""Sebutkan kepada-Ku nama semua benda ini, jika kalian yang benar!""","Dan Dia mengajarkan kepada Adam nama-nama (benda-benda) seluruhnya, kemudian mengemukakannya kepada para malaikat lalu berfirman, ""Sebutkanlah kepada-Ku nama benda-benda itu jika kamu mamang benar orang-orang yang benar!""",0.8705702,0.86392903,0.9534886
2,32," Mereka berkata, ""Maha Suci Engkau! Kami tidak memiliki pengetahuan kecuali apa yang telah Engkau ajarkan kepada kami. Sesungguhnya Engkau Maha Mengetahui lagi Maha Bijaksana.""","Mereka menjawab, ""Mahasuci Engkau, tidak ada yang kami ketahui selain apa yang telah Engkau ajarkan kepada kami. Sungguh, Engkaulah Yang Maha Mengetahui, Mahabijaksana.""","Mereka menjawab, ""Maha Suci Engkau, tidak ada yang kami ketahui selain dari apa yang telah Engkau ajarkan kepada kami; sesungguhnya Engkau-lah Yang Maha Mengetahui lagi Maha Bijaksana"".",0.92444175,0.7722217,0.82370806
2,33," Dia berfirman, ""Hai Adam, beritahukanlah kepada mereka nama-nama benda-benda itu."" Maka setelah Dia beritahukan kepada mereka nama-nama benda-benda itu, Dia berfirman, ""Bukankah telah Kukatakan kepadamu, bahwa sesungguhnya Aku mengetahui apa yang gaib di langit dan di bumi, dan bahwa Aku mengetahui apa yang kamu lahirkan dan apa yang kamu sembunyikan?""","Dia (Allah) berfirman, ""Wahai Adam! Beritahukanlah kepada mereka nama-nama itu!"" Setelah dia (Adam) menyebutkan nama-namanya, Dia berfirman, ""Bukankah telah Aku katakan kepada kalian, bahwa Aku mengetahui rahasia langit dan bumi, dan Aku mengetahui apa yang kalian nyatakan dan apa yang kalian sembunyikan?""","Allah berfirman, ""Hai Adam, beritahukanlah kepada mereka nama-nama benda ini"".  Maka setelah diberitahukannya kepada mereka nama-nama benda itu, Allah berfirman, ""Bukankah sudah Aku katakan kepadamu bahwa sesungguhnya Aku mengetahui rahasia langit dan bumi dan mengetahui apa yang kamu lahirkan dan apa yang kamu sembunyikan?""",0.8743726,0.8158094,0.8942107
2,34,"Dan ingatlah ketika Kami berfirman kepada para malaikat, ""Sujudlah kepada Adam,"" lalu mereka pun sujud, kecuali Iblis. Iblis menolak dan bersikap sombong, lalu ia termasuk orang-orang yang kafir.","Dan (ingatlah) ketika Kami berfirman kepada para malaikat, ""Sujudlah kalian kepada Adam!"" Maka mereka pun sujud kecuali Iblis. Ia menolak dan menyombongkan diri, dan ia termasuk golongan yang kafir.","Dan (ingatlah) ketika Kami berfirman kepada para malaikat, ""Sujud-lah kamu kepada Adam!"" Maka sujud-lah mereka kecuali Iblis; ia enggan dan takabur, dan adalah ia termasuk golongan orang-orang yang kafir.",0.91786623,0.9361058,0.94255567
2,35," Dan Kami berfirman: ""Hai Adam, tinggallah kamu dan istrimu di surga, dan makanlah dari surga itu sebanyak-banyaknya jika kamu suka, dan janganlah kamu dekati pohon ini, yang menyebabkan kamu termasuk orang-orang yang zalim.""","Dan Kami berfirman: ""Wahai Adam! Tinggallah engkau dan istrimu di dalam surga, dan makanlah dengan nikmat (berbagai makanan) yang ada disana sesukamu. (Tetapi) janganlah kamu dekati pohon ini, nanti kamu termasuk orang-orang yang zalim!""","Dan Kami berfirman, ""Hai Adam, diamilah oleh kamu dan istrimu surga ini, dan makanlah makanan-makanannya yang banyak lagi baik dimana saja yang kamu sukai, dan janganlah kamu dekati pohon ini, yang menyebabkan kamu termasuk orang-orang yang zalim.",0.94339424,0.9461316,0.91175467
2,36," Kemudian setan menyesatkan mereka darinya dan mengeluarkan mereka dari tempat mereka semula. Dan Kami berfirman, ""Turunlah kamu, sebagian kamu adalah musuh bagi sebagian yang lain. Dan bagimu di bumi ada tempat kediaman dan kesenangan sampai waktu yang ditentukan.""","Lalu setan menggelincirkan keduanya dari surga sehingga keduanya dikeluarkan dari (segala kenikmatan) ketika keduanya di sana (surga). Dan Kami berfirman,""Turunlah kalian! Sebagian kalian menjadi musuh bagi yang lain. Dan bagi kalian ada tempat tinggal dan kesenangan di bumi sampai waktu yang ditentukan.""","Lalu keduanya digelincirkan oleh setan dari surga itu dan dikeluarkan dari keadaan semula dan Kami berfirman, ""Turunlah kamu! Sebagian kamu menjadi musuh bagi yang lain, dan bagi kamu ada tempat kediaman di bumi, dan kesenangan hidup sampai waktu yang ditentukan"".",0.84550256,0.84000707,0.92281747
2,37,"Maka Adam menerima beberapa kalimat dari Tuhannya, lalu Dia mengampuninya. Sesungguhnya Dialah Yang Maha Penerima taubat lagi Maha Penyayang.","Kemudian Adam menerima beberapa kalimat dari Tuhannya, lalu Dia pun menerima tobatnya. Sungguh, Allah Maha Penerima tobat, Maha Penyayang.","Kemudian Adam menerima beberapa kalimat dari Tuhan-nya, maka Allah menerima tobatnya.  Sesungguhnya Allah Maha Penerima tobat lagi Maha Penyayang.",0.8904082,0.91167474,0.98088396
2,38," Kami berfirman, ""Turunlah darinya, kalian semua. Dan jika datang kepadamu petunjuk dari-Ku, maka barangsiapa yang mengikuti petunjuk-Ku, niscaya ia tidak akan takut dan tidak akan bersedih hati.""","Kami berfirman, ""Turunlah kalian semua dari surga! Kemudian jika benar-benar datang petunjuk-Ku kepada kalian, maka barang siapa mengikuti petunjuk-Ku, tidak ada rasa takut bagi mereka dan mereka tidak bersedih hati.""","Kami berfirman, ""Turunlah kamu semuanya dari surga itu! Kemudian jika datang petunjuk-Ku kepadamu, maka barang siapa yang mengikuti petunjuk-Ku, niscaya tidak ada kekhawatiran atas mereka dan tidak (pula) mereka bersedih hati"".",0.88721204,0.8517245,0.8967533
2,39," Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu adalah penghuni-penghuni neraka; mereka kekal di dalamnya.","Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu penghuni neraka. Mereka kekal di dalamnya.","Adapun orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu penghuni neraka; mereka kekal di dalamnya.",0.98181105,0.9768968,0.99329114
2,40," Hai Bani Israel, ingatlah akan nikmat-Ku yang telah Kuanugerahkan kepadamu, dan penuhilah perjanjian-Ku; Aku akan penuhi perjanjian-Ku dengan kamu, dan hendaklah kamu bertakwa kepada-Ku saja.","Wahai Bani Israil! Ingatlah nikmat-Ku yang telah Aku berikan kepadamu. Dan penuhilah janjimu kepada-Ku, niscaya Aku penuhi janji-Ku kepadamu, dan takutlah kepada-Ku saja.","Hai Bani Isrā`īl , ingatlah akan nikmat-Ku yang telah Aku anugerahkan kepadamu, dan penuhilah janjimu kepada-Ku, niscaya Aku penuhi janji-Ku kepadamu; dan hanya kepada-Ku-lah kamu harus takut (tunduk).",0.62844133,0.7451585,0.8764174
2,41,"Dan percayalah kepada apa yang telah Aku turunkan, yang membenarkan apa yang ada padamu, dan janganlah kamu menjadi orang yang pertama-tama mengingkarinya. Dan janganlah kamu menukar ayat-ayat-Ku dengan harga yang murah. Dan bertakwalah hanya kepada-Ku.","Dan berimanlah kalian kepada apa (Alquran) yang telah Aku turunkan yang membenarkan apa (Taurat) yang ada pada kalian, dan janganlah kalian menjadi orang yang pertama kafir kepadanya. Janganlah kalian jual ayat-ayat-Ku dengan harga yang murah, dan bertakwalah hanya kepada-Ku.","Dan berimanlah kamu kepada apa yang telah Aku turunkan (Al-Qur`ān) yang membenarkan apa yang ada padamu (Taurat), dan janganlah kamu menjadi orang yang pertama kafir kepadanya, dan janganlah kamu menukarkan ayat-ayat-Ku dengan harga yang rendah, dan hanya kepada Aku-lah kamu harus bertakwa.",0.77421945,0.8053713,0.848461
2,42," Dan janganlah kamu mencampuradukkan yang hak dengan yang bathil dan janganlah kamu menyembunyikan yang hak, padahal kamu mengetahuinya.","Dan janganlah kalian campuradukkan kebenaran dengan kebatilan dan (janganlah) kalian sembunyikan kebenaran, sedangkan kalian mengetahuinya.","Dan janganlah kamu campur adukkan yang hak dengan yang batil dan janganlah kamu sembunyikan yang hak itu, sedang kamu mengetahui.",0.8895625,0.7130835,0.6802738
2,43," Dan dirikanlah shalat, bayarkan zakat, dan ruku'lah bersama-sama orang yang ruku'.","Dan laksanakanlah salat, tunaikanlah zakat dan rukuklah beserta orang yang rukuk.","Dan dirikanlah salat, tunaikanlah zakat, dan rukuklah beserta orang-orang yang rukuk.",0.9091649,0.9009491,0.9815185
2,44," ۞ Apakah kamu memerintahkan manusia untuk berbuat kebajikan, sementara kamu melupakan dirimu sendiri, padahal kamu membaca Kitab Suci? Maka tidakkah kamu berpikir?","Mengapa kalian menyuruh orang lain (mengerjakan) kebajikan, sedangkan kalian melupakan diri kalian sendiri, padahal kalian membaca Kitab (Taurat)? Tidakkah kalian mengerti?","Mengapa kamu suruh orang lain (mengerjakan) kebajikan?  Sedang kamu melupakan diri (kewajiban)mu sendiri, padahal kamu membaca Alkitab (Taurat)? Maka tidaklah kamu berpikir?",0.64931345,0.73284554,0.8269389
