teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
"Wahai istri-istri Nabi, kalian tidak seperti wanita mana pun. Jika kalian bertakwa kepada Allah, maka janganlah kalian lemah dalam berbicara, agar tidak diingini oleh orang yang hatinya berpenyakit, dan berbicaralah dengan tutur kata yang baik.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dan tinggallah di rumah-rumahmu, dan janganlah kamu berhias diri seperti peragaan orang-orang jahiliyah dahulu. Dirikanlah salat, bayarkanlah zakat, dan taatilah Allah dan Rasul-Nya. Allah hanya ingin menjauhkan dari kalian segala kenajisan, wahai Ahli Bait, dan membersihkan kalian dengan kesucian yang sempurna.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Dan ingatlah apa yang dibacakan di rumah-rumah kalian, baik berupa ayat-ayat Allah maupun hikmah. Sesungguhnya Allah Maha Baik lagi Maha Mengetahui.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya orang-orang muslim laki-laki dan perempuan, orang-orang mukmin laki-laki dan perempuan, orang-orang yang taat laki-laki dan perempuan, orang-orang yang jujur dan perempuan yang jujur, orang-orang laki-laki dan perempuan yang sabar, orang-orang laki-laki dan perempuan yang khusyuk, orang-orang yang bersedekah laki-laki dan perempuan yang bersedekah, orang-orang yang berpuasa laki-laki dan perempuan, orang-orang yang memelihara kemaluannya, orang-orang laki-laki dan perempuan yang banyak menyebut Allah, Allah telah menyediakan untuk mereka ampunan dan pahala yang besar.",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
"Tidaklah pantas bagi seorang mukmin, baik laki-laki maupun perempuan, jika Allah dan Rasul-Nya telah memutuskan suatu perkara, mereka memiliki pilihan dalam memutuskannya. Dan barangsiapa yang mendurhakai Allah dan Rasul-Nya, sungguh, ia telah sesat dan tersesat.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dan ketika kamu berkata kepada orang yang telah dikaruniai nikmat oleh Allah dan kamu pun telah dikaruniai nikmat, ""Jagalah istrimu untuk dirimu sendiri dan bertakwalah kepada Allah,"" padahal kamu menyembunyikan dalam dirimu apa yang Allah nyatakan, dan kamu takut kepada manusia, padahal Allah lebih berhak atas kamu untuk bertakwa kepada-Nya. Maka tatkala Zaid tidak lagi membutuhkannya, Kami nikahkan dia denganmu agar tidak ada keresahan pada orang-orang mukmin terhadap istri-istri anak angkat mereka ketika mereka hendak menikah. Mereka telah menginginkannya, dan ketetapan Allah itu wajib dilaksanakan.",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Tidak ada dosa bagi Nabi atas apa yang telah Allah wajibkan kepadanya. Demikianlah jalan Allah bagi orang-orang terdahulu. Dan sesungguhnya perintah Allah itu adalah ketetapan.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Orang-orang yang menyampaikan risalah Allah dan takut kepada-Nya, dan tidak takut kepada siapa pun kecuali kepada Allah. Dan cukuplah Allah sebagai Pembuat Perhitungan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Muhammad bukanlah bapak dari salah seorang laki-laki di antara kalian, tetapi dia adalah Utusan Allah dan penutup para nabi. Dan Allah Maha Mengetahui segala sesuatu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hai orang-orang yang beriman, ingatlah Allah sebanyak-banyaknya.",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan bertasbihlah kepada-Nya, pagi dan petang.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dialah yang melimpahkan berkah kepadamu, dan para malaikat-Nya [meminta-Nya untuk melakukannya] agar Dia mengeluarkanmu dari kegelapan menuju cahaya. Dan Dia Maha Penyayang bagi orang-orang yang beriman.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Salam mereka pada hari mereka menemui-Nya ialah: ""Salam."" Dan Dia telah menyediakan bagi mereka pahala yang mulia.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Hai Nabi, sesungguhnya Kami telah mengutus kamu sebagai saksi, pembawa berita gembira dan pemberi peringatan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Dan seorang yang mengajak kepada Allah dengan izin-Nya dan sebagai pelita yang menerangi.,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan sampaikanlah kabar gembira kepada orang-orang yang beriman, bahwa mereka akan memperoleh karunia yang besar dari Allah.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Dan janganlah kamu menaati orang-orang kafir dan orang-orang munafik dan abaikanlah gangguan mereka dan bertawakallah kepada Allah. Dan cukuplah Allah sebagai Pemelihara.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Wahai orang-orang yang beriman, jika kamu menikahi wanita-wanita yang beriman, kemudian kamu menceraikannya sebelum kamu menyentuhnya, maka tidak ada waktu tunggu bagimu untuk menghitungnya. Maka berilah mereka rezeki dan bebaskanlah mereka dengan cara yang baik.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Hai Nabi, sesungguhnya Kami telah menghalalkan bagimu istri-istrimu yang telah kamu berikan mas kawinnya, dan budak-budakmu yang kamu miliki dari harta rampasan perang yang telah Allah berikan kepadamu, dan anak-anak perempuan paman-pamanmu dari pihak ayah, anak-anak perempuan bibi-bibimu dari pihak ayah, anak-anak perempuan paman-pamanmu dari pihak ibu, anak-anak perempuan bibi-bibimu dari pihak ibu yang telah berhijrah bersamamu, dan seorang wanita mukmin, jika ia menyerahkan diri kepada Nabi, jika Nabi menginginkannya, maka (boleh) mengambilnya khusus untukmu, bukan untuk orang-orang mukmin. Dan sesungguhnya Kami telah mengetahui apa yang Kami wajibkan kepada mereka tentang istri-istri mereka dan budak-budak mereka, agar kamu sekali-kali tidak dirugikan. Dan Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
"۞ Kamu boleh menangguhkan siapa pun yang kamu kehendaki dari mereka, dan kamu boleh mengambil siapa pun yang kamu kehendaki. Dan siapa pun yang kamu kehendaki dari mereka yang telah kamu sisihkan, maka tidak ada dosa bagimu. Yang demikian itu lebih baik agar mata mereka terhibur, dan mereka tidak bersedih hati, dan merasa cukup dengan apa yang telah kamu berikan kepada mereka semua. Dan Allah mengetahui apa yang ada dalam hatimu, dan Allah Maha Mengetahui lagi Maha Penyantun.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
" Tidak halal bagimu mengambil wanita-wanita lain sesudah itu, dan tidak halal pula bagimu menukar mereka dengan istri-istri lain, meskipun kecantikan mereka menarik hatimu, kecuali istri-istri yang dimiliki oleh tangan kananmu. Dan Allah Maha Melihat atas segala sesuatu.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Hai orang-orang yang beriman, janganlah kamu memasuki rumah-rumah Nabi kecuali jika diizinkan kepadamu untuk makan, tanpa menunggu makanannya. Tetapi jika kamu diundang, masuklah, dan jika kamu telah makan, bubarlah, dan janganlah mencari kesenangan dalam percakapan. Sungguh, hal itu pernah mengganggu Nabi, dan dia akan malu kepadamu. Dan Allah tidak menyukai [siapa pun] yang membenci [sesuatu]. Dia malu dari kebenaran. Dan jika kamu meminta sesuatu kepada mereka, mintalah dari balik tabir. Yang demikian itu lebih suci bagi hatimu dan hati mereka. Dan tidak pantas bagimu untuk menyakiti Rasulullah dan menikahi istri-istrinya setelahnya, selama-lamanya. Sungguh, yang demikian itu adalah suatu kekejian di sisi Allah.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Jika kamu lahirkan sesuatu atau kamu rahasiakan, maka sesungguhnya Allah Maha Mengetahui segala sesuatu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Tidak ada dosa bagi mereka tentang bapak-bapak mereka, atau anak-anak mereka, atau saudara-saudara laki-laki mereka, atau anak-anak saudara laki-laki mereka, atau anak-anak saudara perempuan mereka, atau istri-istri mereka, atau budak-budak mereka. Dan bertakwalah kepada Allah. Sesungguhnya Allah Maha Menyaksikan atas segala sesuatu.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Sesungguhnya Allah dan para malaikat-Nya menyampaikan shalawat kepada Nabi. Wahai orang-orang yang beriman, sampaikanlah shalawat kepadanya dan sampaikanlah salam kepadanya dengan salam yang baik.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya orang-orang yang mencela Allah dan Rasul-Nya, Allah telah melaknat mereka di dunia dan akhirat dan menyediakan bagi mereka siksa yang menghinakan.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Dan orang-orang yang menyakiti orang-orang mukmin laki-laki dan perempuan, bukan karena apa yang telah mereka usahakan, sungguh, mereka telah menanggung atas diri mereka sendiri suatu kebohongan dan dosa yang nyata.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Hai Nabi, katakanlah kepada istri-istrimu, anak-anak perempuanmu, dan istri-istri orang mukmin, hendaklah mereka mengulurkan jilbab mereka. Yang demikian itu lebih mudah bagi mereka untuk dikenal dan tidak dianiaya. Dan Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"۞ Jika orang-orang munafik, orang-orang yang ada penyakit dalam hatinya, dan orang-orang yang membuat kerusuhan di dalam negeri tidak berhenti, niscaya Kami akan menghasut kamu untuk melawan mereka; dan mereka tidak akan menjadi tetanggamu di negeri itu kecuali sebentar saja.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Di mana pun mereka ditemukan, mereka akan dikutuk, ditangkap, dan dibunuh dengan pembantaian yang mengerikan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Demikianlah hukum Allah terhadap orang-orang terdahulu. Dan kamu tidak akan menemukan perubahan sedikit pun pada hukum Allah.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Orang-orang bertanya kepadamu tentang Hari Kiamat. Katakanlah, ""Sesungguhnya pengetahuan tentangnya hanya ada di sisi Allah. Dan apa yang dapat membuatmu mengetahuinya? Mungkin Hari Kiamat itu sudah dekat.""",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Sesungguhnya Allah telah melaknat orang-orang kafir dan menyediakan bagi mereka api yang menyala-nyala.,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Mereka akan kekal di dalamnya, dan mereka tidak akan menemukan pelindung maupun penolong.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" (Ingatlah) hari ketika muka mereka dibolak-balikkan dalam neraka, mereka berkata: ""Seandainya saja kami menaati Allah dan menaati Rasul.""",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
" Dan mereka berkata: ""Ya Tuhan kami, sesungguhnya kami telah menaati pemimpin-pemimpin kami dan pembesar-pembesar kami, lalu mereka menyesatkan kami dari jalan.""",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
" Ya Tuhan kami, berikanlah mereka hukuman dua kali lipat dan kutuklah mereka dengan kutukan yang besar.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Hai orang-orang yang beriman, janganlah kamu seperti orang-orang yang menyakiti Musa, maka Allah membersihkannya dari apa yang mereka katakan, dan dia adalah seorang yang mulia di sisi Allah.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Hai orang-orang yang beriman, bertakwalah kepada Allah dan ucapkanlah perkataan yang benar.",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dia akan memperbaiki amal-amalmu dan mengampuni dosa-dosamu. Dan barangsiapa yang menaati Allah dan Rasul-Nya, sungguh, ia telah memperoleh kemenangan yang besar.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya, Kami telah menawarkan amanah itu kepada langit, bumi, dan gunung-gunung, lalu semuanya enggan memikul amanah itu dan merasa takut. Akan tetapi, manusialah yang memikul amanah itu. Sesungguhnya, dia adalah orang-orang yang zalim dan bodoh.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Semoga Allah menyiksa orang-orang munafik laki-laki dan perempuan, dan orang-orang musyrik laki-laki dan perempuan, dan semoga Allah mengampuni orang-orang mukmin laki-laki dan perempuan. Dan Allah Maha Pengampun lagi Maha Penyayang.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
