teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
"Hai orang-orang yang beriman, orang-orang musyrik itu najis, maka janganlah mereka mendekati Masjidil Haram setelah tahun ini, tahun mereka. Dan jika kamu khawatir akan kemiskinan, niscaya Allah akan memakmurkan kamu dengan karunia-Nya, jika Dia menghendaki. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Perangilah orang-orang yang tidak beriman kepada Allah dan hari kemudian, dan mereka tidak mengharamkan apa yang telah diharamkan oleh Allah dan Rasul-Nya, dan mereka tidak mengambil agama yang benar di antara orang-orang yang diberi Kitab, sampai mereka membayar jizyah dengan cuma-cuma, sedang mereka dalam keadaan tunduk patuh.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Orang-orang Yahudi berkata, ""Ezra adalah putra Allah,"" dan orang-orang Kristen berkata, ""Mesias adalah putra Allah."" Itulah pernyataan yang keluar dari mulut mereka; mereka meniru pernyataan orang-orang kafir sebelumnya. Allah akan membinasakan mereka. Bagaimana mereka bisa tertipu?",0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
 Mereka menjadikan para pendeta dan rahib mereka sebagai tuhan selain Allah dan Al-Masih putra Maryam. Padahal mereka tidak diperintahkan kecuali untuk menyembah satu Tuhan. Tidak ada Tuhan selain Dia. Maha Tinggi Allah dari apa yang mereka persekutukan dengan-Nya.,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Mereka hendak memadamkan cahaya Allah dengan mulut mereka, tetapi Allah tidak berkenan, kecuali menyempurnakan cahaya-Nya, meskipun orang-orang kafir tidak menyukainya.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
" Dialah yang telah mengutus Rasul-Nya dengan petunjuk dan agama yang benar untuk dimenangkan-Nya atas segala agama, meskipun orang-orang yang mempersekutukan Allah tidak menyukainya.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Wahai orang-orang yang beriman, sesungguhnya banyak di antara para ulama dan pendeta yang memakan harta manusia secara zalim dan menghalangi mereka dari jalan Allah. Dan orang-orang yang menimbun emas dan perak dan tidak menafkahkannya di jalan Allah, berilah mereka kabar tentang azab yang pedih.",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Pada hari (harta itu) dipanaskan dalam api neraka Jahannam, lalu dahi, lambung, dan punggung mereka dicap dengannya. Dikatakan, ""Inilah harta yang kamu simpan untuk dirimu sendiri, maka rasakanlah apa yang dahulu kamu simpan.""",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
"Sesungguhnya bilangan bulan di sisi Allah adalah dua belas bulan dalam kitab Allah di waktu Dia menciptakan langit dan bumi. Di antaranya empat bulan haram. Itulah agama yang lurus, maka janganlah kamu menzalimi diri kamu di dalamnya. Dan perangilah orang-orang musyrik itu secara berkelompok sebagaimana mereka memerangi kamu secara berkelompok. Dan ketahuilah bahwa Allah Maha Bijaksana. Bersama orang-orang yang bertakwa, Allah Maha Mengetahui.",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Interkalasi hanyalah penambahan kekufuran yang dengannya orang-orang kafir disesatkan. Mereka menghalalkannya pada suatu tahun dan mengharamkannya pada tahun yang lain agar mereka dapat menyempurnakan apa yang diharamkan Allah, dan dengan demikian menghalalkan apa yang diharamkan Allah. Perbuatan-perbuatan jahat mereka telah dijadikan indah bagi mereka, dan Allah tidak memberi petunjuk kepada orang-orang kafir.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Wahai orang-orang yang beriman, mengapa kamu ketika diperintahkan, ""Berangkatlah di jalan Allah,"" kamu terpaku pada bumi? Apakah kamu lebih senang dengan kehidupan dunia daripada kehidupan akhirat? Bukankah kenikmatan kehidupan dunia dibandingkan dengan kehidupan akhirat hanyalah sedikit?",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
" Jika kamu tidak berangkat, niscaya Dia akan menyiksamu dengan azab yang pedih dan akan menggantimu dengan kaum yang lain, dan kamu tidak akan dapat membahayakan-Nya sedikit pun. Dan Allah Maha Kuasa atas segala sesuatu.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Kecuali kamu menolongnya. Allah telah menolongnya (yaitu) ketika orang-orang kafir mengusirnya, sedang dia salah seorang dari dua orang, ketika mereka berada dalam gua. Lalu dia berkata kepada temannya, ""Janganlah kamu bersedih hati, sesungguhnya Allah beserta kita."" Maka Allah menurunkan ketenangan-Nya kepadanya, dan menolongnya dengan bala tentara yang tidak kamu lihat, dan Allah menjadikan perkataan orang-orang kafir itu serendah-rendahnya. Dan kalimat Allah itulah yang benar. Maha Tinggi, Maha Perkasa lagi Maha Bijaksana.",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
" Berangkatlah, baik ringan maupun berat, dan berjihadlah dengan harta dan jiwamu di jalan Allah. Yang demikian itu lebih baik bagimu, jika kamu mengetahui.",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Seandainya itu adalah bekal yang dekat dan perjalanan yang dekat, niscaya mereka akan mengikutimu, tetapi kesulitannya terlalu berat bagi mereka. Dan mereka bersumpah demi Allah, ""Seandainya kami sanggup, niscaya kami akan keluar bersamamu."" Mereka membinasakan diri mereka sendiri, dan Allah mengetahui bahwa mereka adalah pendusta.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
 Semoga Allah mengampunimu. Mengapa engkau mengizinkan mereka sampai jelas bagimu siapa yang jujur dan siapa yang dusta?,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
 Orang-orang yang beriman kepada Allah dan Hari Akhir tidak meminta izin kepadamu untuk berjihad dengan harta dan jiwa mereka. Dan Allah Maha Mengetahui tentang orang-orang yang bertakwa.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Sesungguhnya yang meminta izin kepadamu hanyalah orang-orang yang tidak beriman kepada Allah dan hari kemudian, dan hati mereka dalam keraguan, karena itu mereka bimbang dalam keraguan mereka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dan jika mereka memang bermaksud untuk berangkat, niscaya mereka menyiapkan perlengkapan untuk itu. Akan tetapi Allah tidak menyukai keberangkatan mereka, maka Allah membiarkan mereka tertinggal. Dan dikatakan kepada mereka: ""Tinggallah kamu bersama-sama orang-orang yang tertinggal.""",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
" Seandainya mereka berangkat bersamamu, niscaya mereka tidak akan menambah kekacauan bagimu, melainkan akan menyebarkan fitnah di antara kamu, dengan maksud hendak memecah belah kamu. Dan di antara kamu ada orang-orang yang mendengarkan mereka. Dan Allah Maha Mengetahui tentang orang-orang yang zalim.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Mereka telah dahulu mencari-cari perpecahan dan memutarbalikkan urusan bagimu, hingga datanglah kebenaran dan nyatalah hukum Allah, sedang mereka dalam keadaan menentang.",1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
" Dan di antara mereka ada orang yang berkata, ""Berilah aku izin dan janganlah engkau menguji aku."" Sungguh, mereka telah terjerumus ke dalam ujian. Dan sesungguhnya, Jahannam akan meliputi orang-orang yang kafir.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
" Jika kamu ditimpa suatu kebaikan, niscaya mereka bersedih hati. Dan jika kamu ditimpa suatu bencana, mereka berkata: ""Sesungguhnya kami telah melakukan persiapan sebelumnya,"" dan mereka berpaling, padahal mereka bergembira.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
" Katakanlah, ""Sekali-kali tidak akan menimpa kami kecuali apa yang telah ditetapkan Allah bagi kami. Dialah Pelindung kami. Dan hendaklah kepada Allah orang-orang yang beriman bertawakal.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Katakanlah, ""Apakah kamu menunggu-nunggu bagi kami, kecuali satu dari dua kebaikan? Sementara kami menunggu-nunggu bagimu, yaitu Allah menimpakan kepadamu azab dari sisi-Nya atau dengan tangan kami? Maka tunggulah, sesungguhnya kami bersama kamu menunggu-nunggu.""",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" Katakanlah, ""Nafkahkanlah, baik dengan suka rela maupun dengan terpaksa, niscaya tidak akan diterima darimu. Sesungguhnya kamu adalah kaum yang melampaui batas.""",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
" Dan tidak ada sesuatu pun yang menghalangi diterimanya nafkah mereka, melainkan karena mereka kafir kepada Allah dan Rasul-Nya, dan tidak mengerjakan shalat melainkan karena malas, dan tidak menafkahkan harta melainkan karena terpaksa.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
"Maka janganlah harta mereka dan anak-anak mereka menarik perhatianmu. Allah hanya bermaksud menyiksa mereka melalui mereka di dunia dan agar ruh mereka binasa, sedangkan mereka dalam keadaan kafir.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Mereka bersumpah demi Allah, bahwa mereka termasuk golonganmu, padahal mereka bukan termasuk golonganmu. Sebaliknya, mereka adalah kaum yang takut.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Jika mereka dapat menemukan tempat berlindung, atau gua, atau tempat untuk dimasuki, mereka akan beralih ke sana, bergegas maju.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Dan di antara mereka ada orang-orang yang mencelamu tentang sedekah. Jika mereka diberi sedekah, mereka merasa puas; tetapi jika mereka tidak diberi sedekah, mereka langsung marah.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan seandainya mereka merasa cukup dengan apa yang diberikan Allah dan Rasul-Nya kepada mereka, dan mereka berkata, ""Cukuplah Allah bagi kami. Allah dan Rasul-Nya pasti akan memberi kami sebagian karunia-Nya. Sesungguhnya kami orang-orang yang bertakwa kepada Allah.""",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" ۞ Sesungguhnya zakat itu hanyalah untuk orang-orang fakir, orang-orang yang membutuhkan, para pengurus zakat, orang-orang yang didamaikan hatinya, untuk memerdekakan tawanan perang, orang-orang yang berutang, untuk jalan Allah, dan untuk orang-orang yang sedang dalam perjalanan—suatu kewajiban yang diwajibkan Allah. Dan Allah Maha Mengetahui lagi Maha Bijaksana.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan di antara mereka ada orang-orang yang mengganggu Nabi dan berkata, ""Dia adalah telinga."" Katakanlah, ""Telinga yang baik bagimu. Dia beriman kepada Allah dan beriman kepada orang-orang mukmin, dan menjadi rahmat bagi orang-orang yang beriman di antara kamu."" Dan orang-orang yang mengganggu Rasulullah, bagi mereka azab yang pedih.",1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
" Mereka bersumpah kepadamu dengan nama Allah agar kamu memperoleh keridhaan-Nya, padahal Allah dan Rasul-Nya lebih berhak untuk memperoleh keridhaan-Nya, jika mereka orang-orang yang beriman.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
" Tidakkah mereka tahu bahwa barangsiapa menentang Allah dan Rasul-Nya, maka baginya api neraka Jahannam? Itulah kehinaan yang besar.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Orang-orang munafik khawatir akan diturunkannya sebuah surah tentang mereka yang menjelaskan isi hati mereka. Katakanlah, ""Berolok-oloklah, sesungguhnya Allah akan mendatangkan apa yang kamu takuti.""",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
" Dan jika kamu tanyakan kepada mereka, niscaya mereka akan menjawab: ""Kami hanya berbincang-bincang dan bercanda."" Katakanlah: ""Apakah kepada Allah, ayat-ayat-Nya dan Rasul-Nya-lah kamu memperolok-olok mereka?""",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" Jangan mencari-cari alasan. Kalian telah kafir setelah beriman. Jika Kami mengampuni sebagian dari kalian, Kami akan menyiksa sebagian yang lain karena mereka adalah penjahat.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Orang-orang munafik, laki-laki dan perempuan, sebagian dari mereka adalah sama. Mereka menyuruh berbuat munkar dan melarang berbuat makruf, dan mereka menahan tangan mereka. Mereka telah melupakan Allah, maka Allah pun melupakan mereka. Sesungguhnya orang-orang munafik itu, merekalah orang-orang yang fasik.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
" Allah telah menjanjikan kepada orang-orang munafik, laki-laki dan perempuan, dan orang-orang kafir, api neraka yang kekal di dalamnya. Cukuplah bagi mereka. Allah telah melaknat mereka, dan bagi mereka azab yang kekal.",1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Seperti orang-orang sebelum kalian yang lebih kuat dari kalian dalam kekuatan dan lebih kaya dalam harta dan anak-anak, maka nikmatilah penciptaan mereka, dan nikmatilah penciptaan kalian sebagaimana orang-orang sebelum kalian menikmati penciptaan mereka, dan kalian berbuat kekafiran sebagaimana mereka berbuat kekafiran. Telah hilanglah amal mereka di dunia dan akhirat. Dan merekalah orang-orang yang merugi.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"Bukankah telah sampai kepada mereka berita tentang orang-orang sebelum mereka—kaum Nuh, 'Aad, Tsamud, kaum Ibrahim, para sahabat Midian, dan kota-kota yang dijungkirbalikkan? Rasul-rasul mereka telah datang kepada mereka dengan membawa bukti-bukti yang nyata. Maka, bukanlah Allah yang menganiaya mereka, tetapi merekalah yang menganiaya diri mereka sendiri.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
"Laki-laki dan perempuan yang beriman adalah penolong bagi satu sama lain. Mereka menyuruh yang ma'ruf dan mencegah yang munkar, mendirikan salat, menunaikan zakat, dan menaati Allah dan Rasul-Nya. Mereka itu, Allah akan merahmati mereka. Sesungguhnya Allah Maha Perkasa lagi Maha Bijaksana.",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Allah telah menjanjikan kepada orang-orang mukmin laki-laki dan perempuan, surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya, dan tempat tinggal yang baik di surga-surga yang kekal. Dan keridhaan Allah lebih besar. Itulah kemenangan yang agung.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Wahai Nabi, perangilah orang-orang kafir dan munafik, dan bersikaplah keras terhadap mereka. Tempat kembali mereka adalah neraka, dan seburuk-buruk tempat kembali.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Mereka bersumpah demi Allah bahwa mereka tidak mengucapkannya, tetapi mereka mengucapkan kalimat kekafiran dan kekafiran setelah mereka masuk Islam, dan menghendaki apa yang tidak mereka capai. Dan mereka tidak merasa keberatan, melainkan karena Allah dan Rasul-Nya telah memakmurkan mereka dengan karunia-Nya. Maka jika mereka bertobat, maka itu lebih baik bagi mereka. Tetapi jika mereka berpaling, niscaya Allah akan menyiksa mereka dengan siksaan yang pedih di dunia dan akhirat. Dan mereka tidak akan memiliki pelindung dan penolong di bumi.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
" Dan di antara mereka ada orang-orang yang telah berjanji kepada Allah: ""Jika Dia memberi kami sebagian karunia-Nya, niscaya kami akan bersedekah dan kami akan termasuk orang-orang yang saleh.""",0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
"Maka tatkala Allah memberikan sebagian karunia-Nya kepada mereka, mereka menjadi kikir terhadapnya dan berpaling lagi dari padanya.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Kemudian Allah jadikan kemunafikan mengikuti mereka dalam hati mereka sampai hari mereka menemui-Nya, disebabkan mereka telah lalai menepati apa yang mereka janjikan kepada Allah dan karena mereka selalu berdusta.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
" Tidakkah mereka tahu bahwa Allah mengetahui rahasia-rahasia mereka dan segala percabulan mereka, dan bahwa Allah Maha Mengetahui akan hal-hal yang gaib?",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
" Orang-orang yang mencela orang-orang mukmin yang bersedekah dan orang-orang yang tidak memiliki apa pun untuk disumbangkan kecuali usaha mereka sendiri, maka mereka mengejek orang-orang tersebut. Allah akan mengejek mereka, dan mereka akan mendapat azab yang pedih.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
"Baik kamu memohon ampunan bagi mereka maupun tidak memohon ampunan bagi mereka—sekalipun kamu memohon ampunan bagi mereka tujuh puluh kali, Allah tidak akan mengampuni mereka. Hal itu karena mereka telah kafir kepada Allah dan Rasul-Nya. Dan Allah tidak memberi petunjuk kepada kaum yang durhaka.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Orang-orang yang tinggal di belakang merasa gembira karena tetap berada di belakang Rasulullah, dan mereka enggan berjihad dengan harta dan jiwa mereka di jalan Allah, dan mereka berkata, ""Janganlah kamu keluar berperang di tengah panasnya cuaca."" Katakanlah, ""Api Jahannam itu lebih panas panasnya, kalau saja mereka memahaminya.""",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
"Maka hendaklah mereka tertawa sedikit dan menangis banyak-banyak, sebagai pembalasan terhadap apa yang telah mereka usahakan.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Namun, jika Allah mengembalikanmu kepada segolongan mereka dan mereka meminta izinmu untuk keluar, katakanlah, ""Kamu tidak akan pernah keluar bersamaku, dan kamu tidak akan pernah berperang melawanku sebagai musuh. Kamu sudah puas duduk diam pada awalnya, maka duduklah bersama mereka yang tetap tinggal.""",0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
