teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
" Tidakkah kamu melihat orang-orang munafik itu? Mereka berkata kepada saudara-saudara mereka yang kafir di antara Ahli Kitab, ""Jika kamu diusir, niscaya kami akan keluar bersamamu, dan kami tidak akan menaati seorang pun untuk selama-lamanya. Dan jika kamu diperangi, niscaya kami akan menolongmu."" Dan Allah menjadi saksi bahwa mereka adalah pendusta.",0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
"Jika mereka diusir, mereka tidak akan keluar bersama mereka, dan jika mereka diperangi, mereka tidak akan membantu mereka. Dan jika mereka membantu mereka, niscaya mereka akan berpaling; kemudian mereka tidak akan dibantu.",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
 Sesungguhnya kamu lebih takut di hati mereka daripada takut kepada Allah. Yang demikian itu karena mereka adalah kaum yang tidak mengerti.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Mereka tidak akan memerangi kalian semua kecuali di desa-desa yang berbenteng atau dari balik tembok. Kekerasan mereka sangat hebat di antara mereka sendiri. Kalian pikir mereka bersatu, padahal hati mereka berbeda-beda. Itu karena mereka adalah kaum yang tidak berakal.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Sebagaimana orang-orang sebelum mereka, mereka pun merasakan akibat buruk dari perbuatan mereka, yaitu siksa yang pedih bagi mereka.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Seperti contoh Setan ketika ia berkata kepada manusia, ""Kafirilah."" Namun ketika ia kafir, ia berkata, ""Sesungguhnya aku berlepas diri darimu. Sesungguhnya aku takut kepada Allah, Tuhan semesta alam.""",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
" Maka akhir mereka adalah bahwa keduanya berada di dalam neraka, kekal di dalamnya. Dan demikianlah balasan bagi orang-orang yang zalim.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Wahai orang-orang yang beriman, bertakwalah kepada Allah dan hendaklah setiap jiwa memperhatikan apa yang telah diperbuatnya untuk hari esok dan bertakwalah kepada Allah. Sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan.",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan janganlah kamu seperti orang-orang yang melupakan Allah, lalu Allah menjadikan mereka melupakan diri mereka sendiri. Mereka itulah orang-orang yang fasik.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Penghuni neraka dan penghuni surga tidaklah sama. Penghuni surgalah yang beruntung.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
" Seandainya Kami menurunkan Al-Qur'an ini kepada sebuah gunung, niscaya kamu akan melihatnya khusyuk dan menjauh karena takut kepada Allah. Dan ini adalah perumpamaan yang Kami berikan kepada manusia, agar mereka berpikir.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
" Dialah Allah, yang tiada Tuhan selain-Nya, Yang Maha Mengetahui yang gaib dan yang nyata. Dialah Yang Maha Pengasih lagi Maha Penyayang.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"Dialah Allah, yang tiada Tuhan selain-Nya, Yang Mahakuasa, Maha Suci, Maha Damai, Maha Pemelihara Keamanan, Maha Pemelihara Keamanan, Maha Kuasa, Maha Pemberdaya, Maha Agung. Maha Suci Allah dari apa yang mereka persekutukan dengan-Nya.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
" Dialah Allah, Sang Pencipta, Sang Pencipta, Sang Pembentuk. Bagi-Nya-lah nama-nama yang terbaik. Segala yang ada di langit dan di bumi bertasbih kepada-Nya. Dan Dia Maha Perkasa lagi Maha Bijaksana.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
