teks,amarah,antisipasi,menjijikkan,takut,sukacita,Cinta,optimisme,pesimisme,kesedihan,kejutan,memercayai
"Dan orang-orang yang beriman kepada Allah dan para rasul-Nya, mereka itulah orang-orang yang benar dan menjadi saksi di sisi Tuhan mereka. Bagi mereka pahala dan cahaya mereka. Adapun orang-orang yang kafir dan mengingkari ayat-ayat Kami, mereka itulah penghuni neraka.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Ketahuilah, sesungguhnya kehidupan dunia ini hanyalah permainan, senda gurau, perhiasan, bermegah-megah di antara kamu, dan berbangga-bangga dalam banyaknya harta dan anak, seperti hujan yang tanamannya menyenangkan hati orang-orang kafir, kemudian kering dan kamu melihatnya menguning, kemudian hancur berkeping-keping. Dan di akhirat ada azab yang pedih, ampunan dari Allah, dan keridhaan. Dan kehidupan dunia ini tidak lain hanyalah kesenangan yang menipu.",0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Berlomba-lombalah kamu untuk mendapatkan ampunan dari Tuhanmu dan untuk mendapatkan surga yang luasnya seluas langit dan bumi, yang disediakan bagi orang-orang yang beriman kepada Allah dan para rasul-Nya. Itulah karunia Allah yang diberikan-Nya kepada siapa yang Dia kehendaki, dan Allah Maha Besar karunia-Nya.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Suatu bencana pun tidak menimpa bumi dan tidak pula menimpa dirimu sendiri, melainkan telah tercatat dalam catatan sebelum Kami mewujudkannya. Sesungguhnya yang demikian itu adalah mudah bagi Allah.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
 Agar kamu tidak bersedih hati atas apa yang luput darimu dan jangan bergembira atas apa yang telah diberikan-Nya kepadamu. Dan Allah tidak menyukai setiap orang yang sombong dan membanggakan diri.,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"(Yaitu) orang-orang yang kikir dan menyuruh manusia berbuat kikir. Dan barangsiapa yang berpaling, maka sesungguhnya Allah Maha Kaya lagi Maha Terpuji.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
" Sesungguhnya, Kami telah mengutus para rasul Kami dengan bukti-bukti yang nyata dan menurunkan bersama mereka Kitab Suci dan neraca agar manusia berlaku adil. Dan Kami telah menurunkan besi yang padanya terdapat kekuatan yang besar dan berbagai manfaat bagi manusia, agar Allah memperlihatkan siapa yang menolong-Nya dan para rasul-Nya tanpa terlihat. Sesungguhnya Allah Maha Perkasa lagi Maha Perkasa.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Dan sesungguhnya Kami telah mengutus Nuh dan Ibrahim, dan Kami telah menjadikan di antara keturunan mereka kenabian dan Kitab Suci. Dan di antara mereka ada orang-orang yang mendapat petunjuk, tetapi kebanyakan dari mereka adalah orang-orang yang fasik.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
"Kemudian Kami ikuti jejak mereka dengan para rasul Kami, dan Kami ikuti jejak mereka dengan Isa putra Maryam, dan Kami berikan Injil kepadanya, dan Kami jadikan dalam hati orang-orang yang mengikutinya rasa kasih sayang, belas kasihan, dan kebiadaban, yang mereka buat-buat. Kami tidak mewajibkannya bagi mereka, melainkan dengan mengharapkan keridhaan Allah, tetapi mereka tidak mengamalkannya dengan benar. Maka Kami berikan kepada orang-orang yang mengikuti [Nabi] suatu tanda (kebesaran Allah). Sebagian dari mereka telah beriman dan menerima pahala, dan kebanyakan dari mereka adalah orang-orang yang fasik.",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
"Wahai orang-orang yang beriman, bertakwalah kepada Allah dan berimanlah kepada Rasul-Nya. Niscaya Dia akan memberimu dua kali lipat rahmat-Nya dan menjadikan bagimu cahaya yang dengannya kamu dapat berjalan dan mengampuni dosa-dosamu. Dan Allah Maha Pengampun lagi Maha Penyayang.",1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
" Agar Ahli Kitab mengetahui bahwa mereka tidak memiliki kuasa sedikit pun atas karunia Allah, dan bahwa karunia itu ada di tangan Allah. Dia memberikannya kepada siapa yang Dia kehendaki. Dan Allah Maha Besar karunia-Nya.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
