verse_number,arab,king_fahd,kemenag,google_translate
12,بَلْ ظَنَنتُمْ أَن لَّن يَنقَلِبَ ٱلرَّسُولُ وَٱلْمُؤْمِنُونَ إِلَىٰٓ أَهْلِيهِمْ أَبَدًا وَزُيِّنَ ذَٰلِكَ فِى قُلُوبِكُمْ وَظَنَنتُمْ ظَنَّ ٱلسَّوْءِ وَكُنتُمْ قَوْمًۢا بُورًا,"Tetapi kamu menyangka bahwa rasul dan orang-orang mukmin tidak sekali-kali akan kembali kepada keluarga mereka selama-lamanya dan setan telah menjadikan kamu memandang baik dalam hatimu persangkaan itu, dan kamu telah menyangka dengan sangkaan yang buruk dan kamu menjadi kaum yang binasa.","Bahkan (semula) kamu menyangka bahwa Rasul dan orang-orang mukmin sekali-kali tidak akan kembali lagi kepada keluarga mereka selama-lamanya, dan dijadikan terasa indah yang demikian itu di dalam hatimu, dan kamu telah berprasangka dengan prasangka yang buruk, karena itu kamu menjadi kaum yang binasa.","Sebaliknya, Anda berpikir bahwa utusan dan orang -orang percaya tidak akan beralih ke umat Allah selamanya dan menghiasnya di dalam hati Anda, dan Anda telah memikirkan Anda tentang Anda"
13,وَمَن لَّمْ يُؤْمِنۢ بِٱللَّهِ وَرَسُولِهِۦ فَإِنَّآ أَعْتَدْنَا لِلْكَـٰفِرِينَ سَعِيرًا,"Dan barang siapa yang tidak beriman kepada Allah dan rasul-Nya, maka sesungguhnya Kami menyediakan untuk orang-orang yang kafir neraka yang menyala-nyala.","Dan barangsiapa tidak beriman kepada Allah dan Rasul-Nya, maka sesungguhnya Kami telah menyediakan untuk orang-orang kafir itu neraka yang menyala-nyala.",Dan siapa pun yang tidak percaya pada Tuhan dan utusan -Nya
14,وَلِلَّهِ مُلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۚ يَغْفِرُ لِمَن يَشَآءُ وَيُعَذِّبُ مَن يَشَآءُ ۚ وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًا,Dan hanya kepunyaan Allah-lah kerajaan langit dan bumi.  Dia memberikan ampun kepada siapa yang dikehendaki-Nya dan mengazab siapa yang dikehendaki-Nya.  Dan Allah Maha Pengampun lagi Maha Penyayang.,"Dan hanya milik Allah kerajaan langit dan bumi. Dia mengampuni siapa yang Dia kehendaki, dan akan mengazab siapa yang Dia kehendaki. Dan Allah Maha Pengampun, Maha Penyayang.","Dan kepada Tuhan, Raja Surga dan Bumi ۚ Dia mengampuni orang -orang yang mau dan menyiksa siapa pun yang kehendak ۚ dan Tuhan diampuni, penuh belas kasihan"
15,سَيَقُولُ ٱلْمُخَلَّفُونَ إِذَا ٱنطَلَقْتُمْ إِلَىٰ مَغَانِمَ لِتَأْخُذُوهَا ذَرُونَا نَتَّبِعْكُمْ ۖ يُرِيدُونَ أَن يُبَدِّلُوا۟ كَلَـٰمَ ٱللَّهِ ۚ قُل لَّن تَتَّبِعُونَا كَذَٰلِكُمْ قَالَ ٱللَّهُ مِن قَبْلُ ۖ فَسَيَقُولُونَ بَلْ تَحْسُدُونَنَا ۚ بَلْ كَانُوا۟ لَا يَفْقَهُونَ إِلَّا قَلِيلًا,"Orang-orang Badui yang tertinggal itu akan berkata apabila kamu berangkat untuk mengambil barang rampasan, ""Biarkanlah kami, niscaya kami mengikuti kamu; mereka hendak merubah janji Allah.  Katakanlah, ""Kamu sekali-kali tidak (boleh) mengikuti kami; demikian Allah telah menetapkan sebelumnya""; mereka akan mengatakan, ""Sebenarnya kamu dengki kepada kami"".  Bahkan mereka tidak mengerti melainkan sedikit sekali.","Apabila kamu berangkat untuk mengambil barang rampasan, orang-orang Badui yang tertinggal itu akan berkata, ""Biarkanlah kami mengikuti kamu."" Mereka hendak mengubah janji Allah. Katakanlah, ""Kamu sekali-kali tidak (boleh) mengikuti kami. Demikianlah yang telah ditetapkan Allah sejak semula."" Maka mereka akan berkata, ""Sebenarnya kamu dengki kepada kami."" Padahal mereka tidak mengerti melainkan sedikit sekali.","Mereka akan mengatakan bahwa ketika Anda dibebaskan, Anda akan diberikan kepada seorang pria, sehingga mereka akan membawanya kepada Anda. Kami akan mengikuti Anda. Anda mengikuti kami, seperti yang Tuhan katakan, sebelum Anda akan berkata, tetapi Anda akan iri."
16,قُل لِّلْمُخَلَّفِينَ مِنَ ٱلْأَعْرَابِ سَتُدْعَوْنَ إِلَىٰ قَوْمٍ أُو۟لِى بَأْسٍ شَدِيدٍ تُقَـٰتِلُونَهُمْ أَوْ يُسْلِمُونَ ۖ فَإِن تُطِيعُوا۟ يُؤْتِكُمُ ٱللَّهُ أَجْرًا حَسَنًا ۖ وَإِن تَتَوَلَّوْا۟ كَمَا تَوَلَّيْتُم مِّن قَبْلُ يُعَذِّبْكُمْ عَذَابًا أَلِيمًا,"Katakanlah kepada orang-orang Badui yang tertinggal, ""Kamu akan diajak untuk (memerangi) kaum yang mempunyai kekuatan yang besar, kamu akan memerangi mereka atau mereka menyerah (masuk Islam).  Maka jika kamu patuhi (ajakan itu), niscaya Allah akan memberikan kepadamu pahala yang baik dan jika kamu berpaling sebagaimana kamu telah berpaling sebelumnya, niscaya Dia akan mengazab kamu dengan azab yang pedih"".","Katakanlah kepada orang-orang Badui yang tertinggal, ""Kamu akan diajak untuk (memerangi) kaum yang mempunyai kekuatan yang besar, kamu harus memerangi mereka kecuali mereka menyerah. Jika kamu patuhi (ajakan itu), Allah akan memberimu pahala yang baik; tetapi jika kamu berpaling seperti yang kamu perbuat sebelumnya, Dia akan mengazab kamu dengan azab yang pedih.""","Katakan kepada mereka yang berada di belakang orang -orang Arab, Anda akan memanggil orang -orang, dan mereka akan menjadi kesulitan yang akan mereka ambil dari mereka, atau mereka akan diberikan kepada Anda, dan mereka akan diberkati. Baik -by - dan jika Anda mengambil alih seperti yang telah Anda selesaikan sebelumnya"
17,لَّيْسَ عَلَى ٱلْأَعْمَىٰ حَرَجٌ وَلَا عَلَى ٱلْأَعْرَجِ حَرَجٌ وَلَا عَلَى ٱلْمَرِيضِ حَرَجٌ ۗ وَمَن يُطِعِ ٱللَّهَ وَرَسُولَهُۥ يُدْخِلْهُ جَنَّـٰتٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ ۖ وَمَن يَتَوَلَّ يُعَذِّبْهُ عَذَابًا أَلِيمًا,"Tiada dosa atas orang-orang yang buta, dan atas orang yang pincang, dan atas orang yang sakit (apabila tidak ikut berperang).  Dan barang siapa yang taat kepada Allah dan rasul-Nya, niscaya Allah akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai dan barang siapa yang berpaling, niscaya akan diazab-Nya dengan azab yang pedih.","Tidak ada dosa atas orang-orang yang buta, atas orang-orang yang pincang, dan atas orang-orang yang sakit (apabila tidak ikut berperang). Barangsiapa taat kepada Allah dan Rasul-Nya, Dia akan memasukkannya ke dalam surga yang mengalir di bawahnya sungai-sungai; tetapi barangsiapa berpaling, Dia akan mengazabnya dengan azab yang pedih.","Tidak ada yang memalukan pada orang buta, juga tidak memalukan, atau penyakit yang memalukan ۗ dan siapa pun yang mematuhi Tuhan dan Utusan Tuhan المناليال الريل المال dan siapa pun disiksa oleh penyiksaan yang menyakitkan الريل المال dan yang disiksa oleh penyiksaan yang menyakitkan"
18,۞ لَّقَدْ رَضِىَ ٱللَّهُ عَنِ ٱلْمُؤْمِنِينَ إِذْ يُبَايِعُونَكَ تَحْتَ ٱلشَّجَرَةِ فَعَلِمَ مَا فِى قُلُوبِهِمْ فَأَنزَلَ ٱلسَّكِينَةَ عَلَيْهِمْ وَأَثَـٰبَهُمْ فَتْحًا قَرِيبًا,"Sesungguhnya Allah telah rida terhadap orang-orang mukmin ketika mereka berjanji setia kepadamu di bawah pohon, maka Allah mengetahui apa yang ada dalam hati mereka lalu menurunkan ketenangan atas mereka dan memberi balasan kepada mereka dengan kemenangan yang dekat (waktunya).","Sungguh, Allah telah meridai orang-orang mukmin ketika mereka berjanji setia kepadamu (Muhammad) di bawah pohon, Dia mengetahui apa yang ada dalam hati mereka, lalu Dia memberikan ketenangan atas mereka dan memberi balasan dengan kemenangan yang dekat,","۞ Tuhan senang dengan orang -orang percaya, ketika mereka menjual Anda di bawah pohon, jadi dia tahu apa yang ada di hati mereka, jadi dia akan terungkap, jadi dia akan diberkati, dan dia akan datang. hampir"
19,وَمَغَانِمَ كَثِيرَةً يَأْخُذُونَهَا ۗ وَكَانَ ٱللَّهُ عَزِيزًا حَكِيمًا,Serta harta rampasan yang banyak yang dapat mereka ambil.  Dan adalah Allah Maha Perkasa lagi Maha Bijaksana.,"dan harta rampasan perang yang banyak yang akan mereka peroleh. Dan Allah Mahaperkasa, Mahabijaksana.",Dan banyak waktu mereka mengambilnya ۗ dan Tuhan itu sayang dan bijak
20,وَعَدَكُمُ ٱللَّهُ مَغَانِمَ كَثِيرَةً تَأْخُذُونَهَا فَعَجَّلَ لَكُمْ هَـٰذِهِۦ وَكَفَّ أَيْدِىَ ٱلنَّاسِ عَنكُمْ وَلِتَكُونَ ءَايَةً لِّلْمُؤْمِنِينَ وَيَهْدِيَكُمْ صِرَٰطًا مُّسْتَقِيمًا,"Allah menjanjikan kepada kamu harta rampasan yang banyak yang dapat kamu ambil, maka disegerakan-Nya harta rampasan ini untukmu, dan Dia menahan tangan manusia dari (membinasakan)mu (agar kamu mensyukuri-Nya), dan agar hal itu menjadi bukti bagi orang-orang mukmin, dan agar Dia menunjuki kamu kepada jalan yang lurus.","Allah menjanjikan kepadamu harta rampasan perang yang banyak yang dapat kamu ambil, maka Dia segerakan (harta rampasan perang) ini untukmu, dan Dia menahan tangan manusia dari (membinasakan)mu (agar kamu mensyukuri-Nya), dan agar menjadi bukti bagi orang-orang mukmin, dan agar Dia menunjukkan kamu ke jalan yang lurus,",Dan Tuhan menjanjikan banyak jalan lurus
21,وَأُخْرَىٰ لَمْ تَقْدِرُوا۟ عَلَيْهَا قَدْ أَحَاطَ ٱللَّهُ بِهَا ۚ وَكَانَ ٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرًا,Dan (telah menjanjikan pula kemenangan-kemenangan) yang lain (atas negeri-negeri) yang kamu belum dapat menguasainya yang sungguh Allah telah menentukan-Nya.  Dan adalah Allah Maha Kuasa atas segala sesuatu.,"dan (kemenangan-kemenangan) atas negeri-negeri lain yang tidak dapat kamu perkirakan, tetapi sesungguhnya Allah telah menentukannya. Dan Allah Mahakuasa atas segala sesuatu.","Dan yang lain tidak menghargainya, Tuhan telah mengelilinginya."
22,وَلَوْ قَـٰتَلَكُمُ ٱلَّذِينَ كَفَرُوا۟ لَوَلَّوُا۟ ٱلْأَدْبَـٰرَ ثُمَّ لَا يَجِدُونَ وَلِيًّا وَلَا نَصِيرًا,Dan sekiranya orang-orang kafir itu memerangi kamu pastilah mereka berbalik melarikan diri ke belakang (kalah) kemudian mereka tiada memperoleh pelindung dan tidak (pula) menolong.,"Dan sekiranya orang-orang yang kafir itu memerangi kamu, pastilah mereka akan berbalik melarikan diri (kalah), dan mereka tidak akan mendapatkan pelindung dan penolong.","Dan jika mereka yang tidak percaya Anda, mereka akan tidak percaya Anda."
23,سُنَّةَ ٱللَّهِ ٱلَّتِى قَدْ خَلَتْ مِن قَبْلُ ۖ وَلَن تَجِدَ لِسُنَّةِ ٱللَّهِ تَبْدِيلًا,"Sebagai suatu sunatullah yang telah berlaku sejak dahulu, kamu sekali-kali tiada akan menemukan perubahan bagi sunatullah itu.","(Demikianlah) hukum Allah yang telah berlaku sejak dahulu, kamu sekali-kali tidak akan menemukan perubahan pada hukum Allah.","Sunnah Allah, yang telah diberikan sebelumnya."
24,وَهُوَ ٱلَّذِى كَفَّ أَيْدِيَهُمْ عَنكُمْ وَأَيْدِيَكُمْ عَنْهُم بِبَطْنِ مَكَّةَ مِنۢ بَعْدِ أَنْ أَظْفَرَكُمْ عَلَيْهِمْ ۚ وَكَانَ ٱللَّهُ بِمَا تَعْمَلُونَ بَصِيرًا,"Dan Dia-lah yang menahan tangan mereka dari (membinasakan) kamu dan (menahan) tangan kamu dari (membinasakan) mereka di tengah kota Mekah sesudah Allah memenangkan kamu atas mereka, dan adalah Allah Maha Melihat apa yang kamu kerjakan.","Dan Dialah yang mencegah tangan mereka dari (membinasakan) kamu dan (mencegah) tangan kamu dari (membinasakan) mereka di tengah (kota) Mekkah, setelah Allah memenangkan kamu atas mereka. Dan Allah Maha Melihat apa yang kamu kerjakan.","Dan itu adalah orang yang menghentikan tangan mereka dari Anda dan tangan Anda dari mereka dengan kekuatan Mekah, setelah itu saya akan meledakkan Anda kepada mereka."
25,هُمُ ٱلَّذِينَ كَفَرُوا۟ وَصَدُّوكُمْ عَنِ ٱلْمَسْجِدِ ٱلْحَرَامِ وَٱلْهَدْىَ مَعْكُوفًا أَن يَبْلُغَ مَحِلَّهُۥ ۚ وَلَوْلَا رِجَالٌ مُّؤْمِنُونَ وَنِسَآءٌ مُّؤْمِنَـٰتٌ لَّمْ تَعْلَمُوهُمْ أَن تَطَـُٔوهُمْ فَتُصِيبَكُم مِّنْهُم مَّعَرَّةٌۢ بِغَيْرِ عِلْمٍ ۖ لِّيُدْخِلَ ٱللَّهُ فِى رَحْمَتِهِۦ مَن يَشَآءُ ۚ لَوْ تَزَيَّلُوا۟ لَعَذَّبْنَا ٱلَّذِينَ كَفَرُوا۟ مِنْهُمْ عَذَابًا أَلِيمًا,"Merekalah orang-orang yang kafir yang menghalangi kamu dari (masuk) Masjidil Haram dan menghalangi hewan kurban sampai ke tempat (penyembelihan)nya.  Dan kalau tidaklah karena laki-laki yang mukmin dan perempuan-perempuan yang mukmin yang tiada kamu ketahui, bahwa kamu akan membunuh mereka yang menyebabkan kamu ditimpa kesusahan tanpa pengetahuanmu (tentulah Allah tidak akan menahan tanganmu dari membinasakan mereka).  Supaya Allah memasukkan siapa yang dikehendaki-Nya ke dalam rahmat-Nya.  Sekiranya mereka tidak bercampur-baur, tentulah Kami akan mengazab orang-orang yag kafir di antara mereka dengan azab yang pedih.","Merekalah orang-orang kafir yang menghalang-halangi kamu (masuk) Masjidilharam dan menghambat hewan-hewan kurban sampai ke tempat (penyembelihan)nya. Dan kalau bukanlah karena ada beberapa orang beriman laki-laki dan perempuan yang tidak kamu ketahui, tentulah kamu akan membunuh mereka yang menyebabkan kamu ditimpa kesulitan tanpa kamu sadari; karena Allah hendak memasukkan siapa yang Dia kehendaki ke dalam rahmat-Nya. Sekiranya mereka terpisah, tentu Kami akan mengazab orang-orang yang kafir di antara mereka dengan azab yang pedih.","Mereka adalah orang -orang yang tidak percaya, dan mereka akan mengusir Anda dari masjid, yang terlarang, dan bimbingannya ada dengan Anda, untuk mencapai tempat yang beriman, dan Anda tidak mengajar mereka untuk memberi mereka, dan Anda akan menimpa Anda dari mereka, tanpa sepengetahuan mereka. Kami disiksa oleh mereka yang tidak percaya dari mereka dengan siksaan besar"
26,إِذْ جَعَلَ ٱلَّذِينَ كَفَرُوا۟ فِى قُلُوبِهِمُ ٱلْحَمِيَّةَ حَمِيَّةَ ٱلْجَـٰهِلِيَّةِ فَأَنزَلَ ٱللَّهُ سَكِينَتَهُۥ عَلَىٰ رَسُولِهِۦ وَعَلَى ٱلْمُؤْمِنِينَ وَأَلْزَمَهُمْ كَلِمَةَ ٱلتَّقْوَىٰ وَكَانُوٓا۟ أَحَقَّ بِهَا وَأَهْلَهَا ۚ وَكَانَ ٱللَّهُ بِكُلِّ شَىْءٍ عَلِيمًا,"Ketika orang-orang kafir menanamkan dalam hati mereka kesombongan, (yaitu) kesombongan jahiliah lalu Allah menurunkan ketenangan kepada rasul-Nya, dan kepada orang-orang mukmin dan Allah mewajibkan kepada mereka kalimat takwa dan adalah mereka berhak dengan kalimat takwa itu dan patut memilikinya.  Dan adalah Allah Maha Mengetahui segala sesuatu.","Ketika orang-orang yang kafir menanamkan kesombongan dalam hati mereka (yaitu) kesombongan jahiliah, maka Allah menurunkan ketenangan kepada Rasul-Nya, dan kepada orang-orang mukmin dan (Allah) mewajibkan kepada mereka tetap taat menjalankan kalimat takwa, dan mereka lebih berhak dengan itu dan patut memilikinya. Dan Allah Maha Mengetahui segala sesuatu.","Ketika mereka yang tidak percaya dalam hati mereka membuat demam demam demam lava, jadi Tuhan mengungkapkan air matanya pada otoritas Allah dan kewajiban mereka adalah firman kesalehan, dan mereka lebih benar untuk itu dan umat -umatnya ۚ dan Tuhan semuanya berpengetahuan luas"
27,لَّقَدْ صَدَقَ ٱللَّهُ رَسُولَهُ ٱلرُّءْيَا بِٱلْحَقِّ ۖ لَتَدْخُلُنَّ ٱلْمَسْجِدَ ٱلْحَرَامَ إِن شَآءَ ٱللَّهُ ءَامِنِينَ مُحَلِّقِينَ رُءُوسَكُمْ وَمُقَصِّرِينَ لَا تَخَافُونَ ۖ فَعَلِمَ مَا لَمْ تَعْلَمُوا۟ فَجَعَلَ مِن دُونِ ذَٰلِكَ فَتْحًا قَرِيبًا,"Sesungguhnya Allah akan membuktikan kepada rasul-Nya, tentang kebenaran mimpinya dengan sebenarnya, (yaitu) bahwa sesungguhnya kamu pasti akan memasuki Masjidil Haram, insyaallah dalam keadaan aman, dengan mencukur rambut kepala dan mengguntingnya, sedang kamu tidak merasa takut.  Maka Allah mengetahui apa yang tiada kamu ketahui dan Dia memberikan sebelum itu kemenangan yang dekat.","Sungguh, Allah akan membuktikan kepada Rasul-Nya tentang kebenaran mimpinya bahwa kamu pasti akan memasuki Masjidilharam, jika Allah menghendaki dalam keadaan aman, dengan menggundul rambut kepala dan memendekkannya, sedang kamu tidak merasa takut. Maka Allah mengetahui apa yang tidak kamu ketahui, dan selain itu Dia telah memberikan kemenangan yang dekat.","Tuhan telah mempercayai utusan Tuhannya dengan kebenaran. Jangan takut. Dia tahu apa yang tidak Anda ketahui, jadi buatlah tanpa itu"
