verse_number,arab,king_fahd,kemenag,google_translate
11,إِنَّ ٱلَّذِينَ جَآءُو بِٱلْإِفْكِ عُصْبَةٌ مِّنكُمْ ۚ لَا تَحْسَبُوهُ شَرًّا لَّكُم ۖ بَلْ هُوَ خَيْرٌ لَّكُمْ ۚ لِكُلِّ ٱمْرِئٍ مِّنْهُم مَّا ٱكْتَسَبَ مِنَ ٱلْإِثْمِ ۚ وَٱلَّذِى تَوَلَّىٰ كِبْرَهُۥ مِنْهُمْ لَهُۥ عَذَابٌ عَظِيمٌ,"Sesungguhnya orang-orang yang membawa berita bohong itu adalah dari golongan kamu juga. Janganlah kamu kira bahwa berita bohong itu buruk bagi kamu, bahkan ia adalah baik bagi kamu. Tiap-tiap seseorang dari mereka mendapat balasan dari dosa yang dikerjakannya.  Dan siapa di antara mereka yang mengambil bagian yang terbesar dalam penyiaran berita bohong itu baginya azab yang besar .","Sesungguhnya orang-orang yang membawa berita bohong itu adalah dari golongan kamu (juga). Janganlah kamu mengira berita itu buruk bagi kamu bahkan itu baik bagi kamu. Setiap orang dari mereka mendapat balasan dari dosa yang diperbuatnya. Dan barangsiapa di antara mereka yang mengambil bagian terbesar (dari dosa yang diperbuatnya), dia mendapat azab yang besar (pula).","Bagi mereka yang datang ke jus Anda, Anda tidak berpikir itu jahat bagi Anda. ۚ dan mereka yang mengambil alih dari mereka memiliki siksaan besar"
12,لَّوْلَآ إِذْ سَمِعْتُمُوهُ ظَنَّ ٱلْمُؤْمِنُونَ وَٱلْمُؤْمِنَـٰتُ بِأَنفُسِهِمْ خَيْرًا وَقَالُوا۟ هَـٰذَآ إِفْكٌ مُّبِينٌ,"Mengapa pada waktu kamu mendengar berita bohong itu orang-orang mukminin dan mukminat tidak bersangka baik terhadap diri mereka sendiri dan (mengapa tidak) berkata, ""Ini adalah suatu berita bohong yang nyata.""","Mengapa orang-orang mukmin dan mukminat tidak berbaik sangka terhadap diri mereka sendiri, ketika kamu mendengar berita bohong itu dan berkata, ""Ini adalah (suatu berita) bohong yang nyata.""","Kalau saja Anda mendengarnya, orang -orang percaya dan orang -orang percaya berpikir bahwa mereka baik dan mereka berkata: “Jadi, jelas"
13,لَّوْلَا جَآءُو عَلَيْهِ بِأَرْبَعَةِ شُهَدَآءَ ۚ فَإِذْ لَمْ يَأْتُوا۟ بِٱلشُّهَدَآءِ فَأُو۟لَـٰٓئِكَ عِندَ ٱللَّهِ هُمُ ٱلْكَـٰذِبُونَ,"Mengapa mereka (yang menuduh itu) tidak mendatangkan empat orang saksi atas berita bohong itu? Karena mereka tidak mendatangkan saksi-saksi, maka mereka itulah pada sisi Allah orang-orang yang dusta.","Mengapa mereka (yang menuduh itu) tidak datang membawa empat saksi? Oleh karena mereka tidak membawa saksi-saksi, maka mereka itu dalam pandangan Allah adalah orang-orang yang berdusta.","Jika bukan karena dia, dia tidak datang kepadanya dengan empat martir ۚ jadi jika mereka tidak datang ke kesaksian, maka Anda saat Anda adalah orang yang berbohong"
14,وَلَوْلَا فَضْلُ ٱللَّهِ عَلَيْكُمْ وَرَحْمَتُهُۥ فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ لَمَسَّكُمْ فِى مَآ أَفَضْتُمْ فِيهِ عَذَابٌ عَظِيمٌ,"Sekiranya tidak ada karunia Allah dan rahmat-Nya kepada kamu semua di dunia dan di akhirat, niscaya kamu ditimpa azab yang besar karena pembicaraan kamu tentang berita bohong itu.","Dan seandainya bukan karena karunia Allah dan rahmat-Nya kepadamu di dunia dan di akhirat, niscaya kamu ditimpa azab yang besar, disebabkan oleh pembicaraan kamu tentang hal itu (berita bohong itu).",Dan jika saja yang terbaik dari Tuhan ada pada Anda dan belas kasihan -Nya di dunia ini dan bagi Anda untuk menyentuh Anda dalam apa yang Anda miliki di mana Anda memiliki siksaan besar di dalamnya
15,إِذْ تَلَقَّوْنَهُۥ بِأَلْسِنَتِكُمْ وَتَقُولُونَ بِأَفْوَاهِكُم مَّا لَيْسَ لَكُم بِهِۦ عِلْمٌ وَتَحْسَبُونَهُۥ هَيِّنًا وَهُوَ عِندَ ٱللَّهِ عَظِيمٌ,(Ingatlah) pada waktu kamu menerima berita bohong itu dari mulut ke mulut dan kamu katakan dengan mulutmu apa yang tidak kamu ketahui sedikit juga dan kamu menganggapnya suatu yang ringan saja.  Padahal dia pada sisi Allah adalah besar.,"(Ingatlah) ketika kamu menerima (berita bohong) itu dari mulut ke mulut dan kamu katakan dengan mulutmu apa yang tidak kamu ketahui sedikit pun, dan kamu menganggapnya remeh, padahal dalam pandangan Allah itu perkara besar.","Saat Anda melemparkannya dengan Anda, Anda akan mengatakan bahwa Anda tidak menyadarinya, dan Anda tidak akan menyadarinya"
16,وَلَوْلَآ إِذْ سَمِعْتُمُوهُ قُلْتُم مَّا يَكُونُ لَنَآ أَن نَّتَكَلَّمَ بِهَـٰذَا سُبْحَـٰنَكَ هَـٰذَا بُهْتَـٰنٌ عَظِيمٌ,"Dan mengapa kamu tidak berkata pada waktu mendengar berita bohong itu, ""Sekali-kali tidaklah pantas bagi kita memperkatakan ini.  Maha Suci Engkau (Ya Tuhan kami), ini adalah dusta yang besar.""","Dan mengapa kamu tidak berkata ketika mendengarnya, ""Tidak pantas bagi kita membicarakan ini. Mahasuci Engkau, ini adalah kebohongan yang besar.""","Dan jika hanya jika Anda mendengarnya, Anda tidak akan menjadi apa yang akan kami ajak bicara"
17,يَعِظُكُمُ ٱللَّهُ أَن تَعُودُوا۟ لِمِثْلِهِۦٓ أَبَدًا إِن كُنتُم مُّؤْمِنِينَ,"Allah memperingatkan kamu agar (jangan) kembali memperbuat yang seperti itu selama-lamanya, jika kamu orang-orang yang beriman,","Allah memperingatkan kamu agar (jangan) kembali mengulangi seperti itu selama-lamanya, jika kamu orang beriman,","Tuhan berkhotbah kepada Anda untuk kembali ke teladan -Nya, jika Anda orang percaya"
18,وَيُبَيِّنُ ٱللَّهُ لَكُمُ ٱلْـَٔايَـٰتِ ۚ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,dan Allah menerangkan ayat-ayat-Nya kepada kamu.  Dan Allah Maha Mengetahui lagi Maha Bijaksana.,"dan Allah menjelaskan ayat-ayat(-Nya) kepada kamu. Dan Allah Maha Mengetahui, Mahabijaksana.",Dan Tuhan menunjukkan kepada Anda kepada Anda ۚ dan Tuhan adalah pengetahuan yang bijak
19,إِنَّ ٱلَّذِينَ يُحِبُّونَ أَن تَشِيعَ ٱلْفَـٰحِشَةُ فِى ٱلَّذِينَ ءَامَنُوا۟ لَهُمْ عَذَابٌ أَلِيمٌ فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ ۚ وَٱللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ,"Sesungguhnya orang-orang yang ingin agar (berita) perbuatan yang amat keji itu tersiar di kalangan orang-orang yang beriman bagi mereka azab yang pedih di dunia dan di akhirat.  Dan Allah mengetahui, sedangkan kamu tidak mengetahui.","Sesungguhnya orang-orang yang ingin agar perbuatan yang sangat keji itu (berita bohong) tersiar di kalangan orang-orang yang beriman, mereka mendapat azab yang pedih di dunia dan di akhirat. Dan Allah mengetahui, sedang kamu tidak mengetahui.","Bagi mereka yang suka melindungi kain pada mereka yang mempercayainya, mereka memiliki siksaan yang menyakitkan di dunia ini belajar"
20,وَلَوْلَا فَضْلُ ٱللَّهِ عَلَيْكُمْ وَرَحْمَتُهُۥ وَأَنَّ ٱللَّهَ رَءُوفٌ رَّحِيمٌ,"Dan sekiranya tidaklah karena karunia Allah dan rahmat-Nya kepada kamu semua dan Allah Maha Penyantun dan Maha Penyayang, (niscaya kamu akan ditimpa azab yang besar).","Dan kalau bukan karena karunia Allah dan rahmat-Nya kepadamu (niscaya kamu akan ditimpa azab yang besar). Sungguh, Allah Maha Penyantun, Maha Penyayang.",Dan jika saja yang terbaik dari Tuhan ada di atas Anda dan rahmat -Nya
21,۞ يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَتَّبِعُوا۟ خُطُوَٰتِ ٱلشَّيْطَـٰنِ ۚ وَمَن يَتَّبِعْ خُطُوَٰتِ ٱلشَّيْطَـٰنِ فَإِنَّهُۥ يَأْمُرُ بِٱلْفَحْشَآءِ وَٱلْمُنكَرِ ۚ وَلَوْلَا فَضْلُ ٱللَّهِ عَلَيْكُمْ وَرَحْمَتُهُۥ مَا زَكَىٰ مِنكُم مِّنْ أَحَدٍ أَبَدًا وَلَـٰكِنَّ ٱللَّهَ يُزَكِّى مَن يَشَآءُ ۗ وَٱللَّهُ سَمِيعٌ عَلِيمٌ,"Hai orang-orang yang beriman, janganlah kamu mengikuti langkah-langkah setan.   Barang siapa yang mengikuti langkah-langkah setan, maka sesungguhnya setan itu menyuruh mengerjakan perbuatan yang keji dan yang mungkar.  Sekiranya tidaklah karena karunia Allah dan rahmat-Nya kepada kamu sekalian, niscaya tidak seorang pun dari kamu bersih (dari perbuatan-perbuatan keji dan mungkar itu) selama-lamanya, tetapi Allah membersihkan siapa yang dikehendaki-Nya.  Dan Allah Maha Mendengar lagi Maha Mengetahui.","Wahai orang-orang yang beriman! Janganlah kamu mengikuti langkah-langkah setan. Barang siapa mengikuti langkah-langkah setan, maka sesungguhnya dia (setan) menyuruh mengerjakan perbuatan yang keji dan mungkar. Kalau bukan karena karunia Allah dan rahmat-Nya kepadamu, niscaya tidak seorang pun di antara kamu bersih (dari perbuatan keji dan mungkar itu) selama-lamanya, tetapi Allah membersihkan siapa yang Dia kehendaki. Dan Allah Maha Mendengar, Maha Mengetahui.","۞ Oh, mereka yang percaya, tidak mengikuti garis Setan ۚ dan siapa pun yang mengikuti langkah -langkah dengan kecabulan dan penolakan ۚ dan jika saja yang terbaik dari Tuhan ada di atas Anda dan belas kasihan -Nya, apa yang dihapus dari Anda dari salah satu dari Anda selamanya, dan untuk orang yang merupakan hal yang baik untuk mengetahui bahwa orang yang baik mengetahui bahwa hal yang baik mengetahuinya"
22,وَلَا يَأْتَلِ أُو۟لُوا۟ ٱلْفَضْلِ مِنكُمْ وَٱلسَّعَةِ أَن يُؤْتُوٓا۟ أُو۟لِى ٱلْقُرْبَىٰ وَٱلْمَسَـٰكِينَ وَٱلْمُهَـٰجِرِينَ فِى سَبِيلِ ٱللَّهِ ۖ وَلْيَعْفُوا۟ وَلْيَصْفَحُوٓا۟ ۗ أَلَا تُحِبُّونَ أَن يَغْفِرَ ٱللَّهُ لَكُمْ ۗ وَٱللَّهُ غَفُورٌ رَّحِيمٌ,"Dan janganlah orang-orang yang mempunyai kelebihan dan kelapangan di antara kamu bersumpah bahwa mereka (tidak) akan memberi (bantuan) kepada kaum kerabat(nya), orang-orang yang miskin, dan orang-orang yang berhijrah pada jalan Allah, dan hendaklah mereka memaafkan dan berlapang dada. Apakah kamu tidak ingin bahwa Allah mengampunimu? Dan Allah adalah Maha Pengampun lagi Maha Penyayang ,","Dan janganlah orang-orang yang mempunyai kelebihan dan kelapangan di antara kamu bersumpah bahwa mereka (tidak) akan memberi (bantuan) kepada kerabat(nya), orang-orang miskin dan orang-orang yang berhijrah di jalan Allah, dan hendaklah mereka memaafkan dan berlapang dada. Apakah kamu tidak suka kalau Allah mengampunimu? Dan Allah Maha Pengampun, Maha Penyayang.","Dan yang terbaik dari Anda dan waktu tidak akan diberikan kepada Anda, dan waktunya harus diberikan, dan orang yang dekat dengan Anda, dan orang -orang dari umat, dan mereka tidak akan diampuni ۟ ۗ ۗ Apakah Anda tidak suka mengampuni Tuhan untuk Anda dan Tuhan diampuni diampuni"
23,إِنَّ ٱلَّذِينَ يَرْمُونَ ٱلْمُحْصَنَـٰتِ ٱلْغَـٰفِلَـٰتِ ٱلْمُؤْمِنَـٰتِ لُعِنُوا۟ فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ وَلَهُمْ عَذَابٌ عَظِيمٌ,"Sesungguhnya orang-orang yang menuduh wanita yang baik-baik, yang lengah  lagi beriman (berbuat zina), mereka kena laknat di dunia dan akhirat dan bagi mereka azab yang besar,","Sungguh, orang-orang yang menuduh perempuan-perempuan baik, yang lengah dan beriman (dengan tuduhan berzina), mereka dilaknat di dunia dan di akhirat, dan mereka akan mendapat azab yang besar,",Bagi mereka yang melempar benteng almarhum
24,يَوْمَ تَشْهَدُ عَلَيْهِمْ أَلْسِنَتُهُمْ وَأَيْدِيهِمْ وَأَرْجُلُهُم بِمَا كَانُوا۟ يَعْمَلُونَ,"pada hari (ketika), lidah, tangan, dan kaki mereka menjadi saksi atas mereka terhadap apa yang dahulu mereka kerjakan.","pada hari, (ketika) lidah, tangan dan kaki mereka menjadi saksi atas mereka terhadap apa yang dahulu mereka kerjakan.",Hari Anda akan bersaksi untuk mereka.
25,يَوْمَئِذٍ يُوَفِّيهِمُ ٱللَّهُ دِينَهُمُ ٱلْحَقَّ وَيَعْلَمُونَ أَنَّ ٱللَّهَ هُوَ ٱلْحَقُّ ٱلْمُبِينُ,"Pada hari itu, Allah akan memberi mereka balasan yag setimpal menurut semestinya dan tahulah mereka bahwa Allah-lah yang benar lagi Yang menjelaskan (segala sesuatu menurut hakikat yang sebenarnya).","Pada hari itu Allah menyempurnakan balasan yang sebenarnya bagi mereka, dan mereka tahu bahwa Allah Mahabenar, Maha Menjelaskan.","Maka Tuhan akan memenuhi agama mereka, dan mereka tahu bahwa Tuhan adalah hak -sayap"
26,ٱلْخَبِيثَـٰتُ لِلْخَبِيثِينَ وَٱلْخَبِيثُونَ لِلْخَبِيثَـٰتِ ۖ وَٱلطَّيِّبَـٰتُ لِلطَّيِّبِينَ وَٱلطَّيِّبُونَ لِلطَّيِّبَـٰتِ ۚ أُو۟لَـٰٓئِكَ مُبَرَّءُونَ مِمَّا يَقُولُونَ ۖ لَهُم مَّغْفِرَةٌ وَرِزْقٌ كَرِيمٌ,"Wanita-wanita yang keji adalah untuk laki-laki yang keji, dan laki-laki yang keji adalah buat wanita-wanita yang keji (pula), dan wanita-wanita yang baik adalah untuk laki-laki yang baik, dan laki-laki yang baik adalah untuk wanita-wanita yang baik (pula).  Mereka (yang dituduh) itu bersih dari apa yang dituduhkan oleh mereka (yang menuduh itu).  Bagi mereka ampunan dan rezeki yang mulia (surga) .","Perempuan-perempuan yang keji untuk laki-laki yang keji, dan laki-laki yang keji untuk perempuan-perempuan yang keji (pula), sedangkan perempuan-perempuan yang baik untuk laki-laki yang baik dan laki-laki yang baik untuk perempuan-perempuan yang baik (pula). Mereka itu bersih dari apa yang dituduhkan orang. Mereka memperoleh ampunan dan rezeki yang mulia (surga).","Idiot untuk yang tersembunyi dan yang tersembunyi untuk para idiot, dan kebaikan yang baik dan yang terbaik dari yang baik untuk kebaikan. Dari apa yang mereka katakan 😂 Mereka memiliki pengampunan dan mata pencaharian yang murah hati"
27,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَدْخُلُوا۟ بُيُوتًا غَيْرَ بُيُوتِكُمْ حَتَّىٰ تَسْتَأْنِسُوا۟ وَتُسَلِّمُوا۟ عَلَىٰٓ أَهْلِهَا ۚ ذَٰلِكُمْ خَيْرٌ لَّكُمْ لَعَلَّكُمْ تَذَكَّرُونَ,"Hai orang-orang yang beriman, janganlah kamu memasuki rumah yang bukan rumahmu sebelum meminta izin dan memberi salam kepada penghuninya.  Yang demikian itu lebih baik bagimu agar kamu (selalu) ingat.","Wahai orang-orang yang beriman! Janganlah kamu memasuki rumah yang bukan rumahmu sebelum meminta izin dan memberi salam kepada penghuninya. Yang demikian itu lebih baik bagimu, agar kamu (selalu) ingat.","O, mereka yang percaya, tidak memasuki rumah, tanpa rumah sampai Anda lupa, dan Anda akan dimaafkan Anda ingat"
28,فَإِن لَّمْ تَجِدُوا۟ فِيهَآ أَحَدًا فَلَا تَدْخُلُوهَا حَتَّىٰ يُؤْذَنَ لَكُمْ ۖ وَإِن قِيلَ لَكُمُ ٱرْجِعُوا۟ فَٱرْجِعُوا۟ ۖ هُوَ أَزْكَىٰ لَكُمْ ۚ وَٱللَّهُ بِمَا تَعْمَلُونَ عَلِيمٌ,"Jika kamu tidak menemui seorang pun di dalamnya, maka janganlah kamu masuk sebelum kamu mendapat izin.  Dan jika dikatakan kepadamu, ""Kembali (saja)lah"", maka hendaklah kamu kembali. Itu bersih bagimu dan Allah Maha Mengetahui apa yang kamu kerjakan.","Dan jika kamu tidak menemui seorang pun di dalamnya, maka janganlah kamu masuk sebelum kamu mendapat izin. Dan jika dikatakan kepadamu, ""Kembalilah!"" Maka (hendaklah) kamu kembali. Itu lebih suci bagimu, dan Allah Maha Mengetahui apa yang kamu kerjakan.","Jika Anda tidak menemukan siapa pun di dalamnya, jangan masukkan sampai mereka diberi izin untuk Anda. Apakah Anda tahu"
29,لَّيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَدْخُلُوا۟ بُيُوتًا غَيْرَ مَسْكُونَةٍ فِيهَا مَتَـٰعٌ لَّكُمْ ۚ وَٱللَّهُ يَعْلَمُ مَا تُبْدُونَ وَمَا تَكْتُمُونَ,Tidak ada dosa atasmu memasuki rumah yang tidak disediakan untuk didiami yang di dalamnya ada keperluanmu; dan Allah mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan.,"Tidak ada dosa atasmu memasuki rumah yang tidak dihuni, yang di dalamnya ada keperluan kamu; Allah mengetahui apa yang kamu nyatakan dan apa yang kamu sembunyikan.","Tidak ada yang pendendam bagi Anda untuk memasuki rumah, yang tidak diadakan di mana ada yang baik"
30,قُل لِّلْمُؤْمِنِينَ يَغُضُّوا۟ مِنْ أَبْصَـٰرِهِمْ وَيَحْفَظُوا۟ فُرُوجَهُمْ ۚ ذَٰلِكَ أَزْكَىٰ لَهُمْ ۗ إِنَّ ٱللَّهَ خَبِيرٌۢ بِمَا يَصْنَعُونَ,"Katakanlah kepada orang laki-laki yang beriman, ""Hendaklah mereka menahan pandanganya dan memelihara kemaluannya; yang demikian itu adalah lebih suci bagi mereka; sesungguhnya Allah Maha Mengetahui apa yang mereka perbuat"".","Katakanlah kepada laki-laki yang beriman, agar mereka menjaga pandangannya, dan memelihara kemaluannya; yang demikian itu lebih suci bagi mereka. Sungguh, Allah Maha Mengetahui apa yang mereka perbuat.","Katakan kepada orang -orang percaya, mereka menutup mata kepada mereka dan menjaga promosi mereka."
