verse_number,arab,king_fahd,kemenag,google_translate
11,فَإِن تَابُوا۟ وَأَقَامُوا۟ ٱلصَّلَوٰةَ وَءَاتَوُا۟ ٱلزَّكَوٰةَ فَإِخْوَٰنُكُمْ فِى ٱلدِّينِ ۗ وَنُفَصِّلُ ٱلْـَٔايَـٰتِ لِقَوْمٍ يَعْلَمُونَ,"Jika mereka bertobat, mendirikan salat, dan menunaikan zakat, maka (mereka itu) adalah saudara-saudaramu seagama.  Dan Kami menjelaskan ayat-ayat itu bagi kaum yang mengetahui.","Dan jika mereka bertobat, melaksanakan salat dan menunaikan zakat, maka (berarti mereka itu) adalah saudara-saudaramu seagama. Kami menjelaskan ayat-ayat itu bagi orang-orang yang mengetahui.",Jika Anda bertobat dan tinggal dalam doa dan kebenaran
12,وَإِن نَّكَثُوٓا۟ أَيْمَـٰنَهُم مِّنۢ بَعْدِ عَهْدِهِمْ وَطَعَنُوا۟ فِى دِينِكُمْ فَقَـٰتِلُوٓا۟ أَئِمَّةَ ٱلْكُفْرِ ۙ إِنَّهُمْ لَآ أَيْمَـٰنَ لَهُمْ لَعَلَّهُمْ يَنتَهُونَ,"Jika mereka merusak sumpah (janji)nya sesudah mereka berjanji, dan mereka mencerca agamamu, maka perangilah pemimpin-pemimpin orang-orang kafir itu, karena sesungguhnya mereka itu adalah orang-orang (yang tidak dapat dipegang) janjinya, agar supaya mereka berhenti.","Dan jika mereka melanggar sumpah setelah ada perjanjian, dan mencerca agamamu, maka perangilah pemimpin-pemimpin kafir itu. Sesungguhnya mereka adalah orang-orang yang tidak dapat dipegang janjinya, mudah-mudahan mereka berhenti.","Dan jika kita memiliki iman mereka, setelah perjanjian mereka, dan mereka mengutuk agama Anda, maka mereka akan mengambil imam"
13,أَلَا تُقَـٰتِلُونَ قَوْمًا نَّكَثُوٓا۟ أَيْمَـٰنَهُمْ وَهَمُّوا۟ بِإِخْرَاجِ ٱلرَّسُولِ وَهُم بَدَءُوكُمْ أَوَّلَ مَرَّةٍ ۚ أَتَخْشَوْنَهُمْ ۚ فَٱللَّهُ أَحَقُّ أَن تَخْشَوْهُ إِن كُنتُم مُّؤْمِنِينَ,"Mengapakah kamu tidak memerangi orang-orang yang merusak sumpah (janjinya)?  Padahal mereka telah keras kemauannya untuk mengusir rasul dan merekalah yang pertama kali memulai memerangi kamu.  Mengapakah kamu takut kepada mereka?  Padahal Allah-lah yang berhak untuk kamu takuti, jika kamu benar-benar orang yang beriman.","Mengapa kamu tidak memerangi orang-orang yang melanggar sumpah (janjinya), dan telah merencanakan untuk mengusir Rasul, dan mereka yang pertama kali memerangi kamu? Apakah kamu takut kepada mereka, padahal Allahlah yang lebih berhak untuk kamu takuti, jika kamu orang-orang beriman.","Apakah Anda tidak mengambil orang, kami akan melihatnya, dan mereka akan hilang di jalan utusan, dan mereka adalah awal Anda, pertama kali jika Anda percaya"
14,قَـٰتِلُوهُمْ يُعَذِّبْهُمُ ٱللَّهُ بِأَيْدِيكُمْ وَيُخْزِهِمْ وَيَنصُرْكُمْ عَلَيْهِمْ وَيَشْفِ صُدُورَ قَوْمٍ مُّؤْمِنِينَ,"Perangilah mereka, niscaya Allah akan menyiksa mereka dengan (perantaraan) tangan-tanganmu, dan Allah akan menghinakan mereka dan menolong kamu terhadap mereka, serta melegakan hati orang-orang yang beriman,","Perangilah mereka, niscaya Allah akan menyiksa mereka dengan (perantaraan) tanganmu dan Dia akan menghina mereka dan menolongmu (dengan kemenangan) atas mereka, serta melegakan hati orang-orang yang beriman,","Beri mereka menyiksa mereka dengan tangan Anda, dan Dia akan bersama mereka, dan kami akan mendukung Anda dengan mereka, dan menyembuhkan payudara orang -orang percaya orang percaya"
15,وَيُذْهِبْ غَيْظَ قُلُوبِهِمْ ۗ وَيَتُوبُ ٱللَّهُ عَلَىٰ مَن يَشَآءُ ۗ وَٱللَّهُ عَلِيمٌ حَكِيمٌ,dan menghilangkan panas hati orang-orang mukmin.  Dan Allah menerima tobat orang yang dikehendaki-Nya.  Allah maha Mengetahui lagi Maha Bijaksana.,"dan Dia menghilangkan kemarahan hati mereka (orang mukmin). Dan Allah menerima tobat orang yang Dia kehendaki. Allah Maha Mengetahui, Mahabijaksana.",Dan kemarahan hati mereka terjadi ۗ dan Tuhan bertobat pada mereka yang akan
16,أَمْ حَسِبْتُمْ أَن تُتْرَكُوا۟ وَلَمَّا يَعْلَمِ ٱللَّهُ ٱلَّذِينَ جَـٰهَدُوا۟ مِنكُمْ وَلَمْ يَتَّخِذُوا۟ مِن دُونِ ٱللَّهِ وَلَا رَسُولِهِۦ وَلَا ٱلْمُؤْمِنِينَ وَلِيجَةً ۚ وَٱللَّهُ خَبِيرٌۢ بِمَا تَعْمَلُونَ,"Apakah kamu mengira bahwa kamu akan dibiarkan (begitu saja), sedang Allah belum mengetahui (dalam kenyataan) orang-orang yang berjihad di antara kamu dan tidak mengambil menjadi teman yang setia selain Allah, rasul-Nya dan orang-orang yang beriman.  Dan Allah Maha Mengetahui apa yang kamu kerjakan.","Apakah kamu mengira bahwa kamu akan dibiarkan (begitu saja), padahal Allah belum mengetahui orang-orang yang berjihad di antara kamu dan tidak mengambil teman yang setia selain Allah, Rasul-Nya dan orang-orang yang beriman. Allah Mahateliti terhadap apa yang kamu kerjakan.","Atau apakah Anda berpikir bahwa Anda akan ditinggalkan, dan ketika Tuhan mengenal mereka yang telah pergi dari Anda, dan mereka tidak membawa Anda tanpa Tuhan, dan tidak ada utusan, dan utusan Tuhan, dan utusan Tuhan seorang ahli dalam apa yang Anda lakukan"
17,مَا كَانَ لِلْمُشْرِكِينَ أَن يَعْمُرُوا۟ مَسَـٰجِدَ ٱللَّهِ شَـٰهِدِينَ عَلَىٰٓ أَنفُسِهِم بِٱلْكُفْرِ ۚ أُو۟لَـٰٓئِكَ حَبِطَتْ أَعْمَـٰلُهُمْ وَفِى ٱلنَّارِ هُمْ خَـٰلِدُونَ,"Tidaklah pantas orang-orang musyrik itu memakmurkan masjid-masjid Allah, sedang mereka mengakui bahwa mereka sendiri kafir.  Itulah orang-orang yang sia-sia pekerjaannya, dan mereka kekal di dalam neraka.","Tidaklah pantas orang-orang musyrik memakmurkan masjid Allah, padahal mereka mengakui bahwa mereka sendiri kafir. Mereka itu sia-sia amal-amalnya, dan mereka kekal di dalam neraka.","Kedua peserta tidak akan dibangun oleh kemuliaan Allah, orang -orang dari diri mereka sendiri dengan tidak percaya. Mereka"
18,إِنَّمَا يَعْمُرُ مَسَـٰجِدَ ٱللَّهِ مَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَأَقَامَ ٱلصَّلَوٰةَ وَءَاتَى ٱلزَّكَوٰةَ وَلَمْ يَخْشَ إِلَّا ٱللَّهَ ۖ فَعَسَىٰٓ أُو۟لَـٰٓئِكَ أَن يَكُونُوا۟ مِنَ ٱلْمُهْتَدِينَ,"Hanyalah yang memakmurkan masjid-masjid Allah ialah orang-orang yang beriman kepada Allah dan Hari kemudian, serta tetap mendirikan salat, menunaikan zakat, dan tidak takut (kepada siapa pun) selain kepada Allah, maka merekalah orang-orang yang diharapkan termasuk golongan orang-orang yang mendapat petunjuk.","Sesungguhnya yang memakmurkan masjid Allah hanyalah orang-orang yang beriman kepada Allah dan hari kemudian, serta (tetap) melaksanakan salat, menunaikan zakat dan tidak takut (kepada apa pun) kecuali kepada Allah. Maka mudah-mudahan mereka termasuk orang-orang yang mendapat petunjuk.","Sebaliknya, pemuliaan Allah adalah di antara mereka yang percaya kepada Tuhan dan hari, dan pendirian doa dan kebenaran saya berasal dari bimbingan"
19,۞ أَجَعَلْتُمْ سِقَايَةَ ٱلْحَآجِّ وَعِمَارَةَ ٱلْمَسْجِدِ ٱلْحَرَامِ كَمَنْ ءَامَنَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ وَجَـٰهَدَ فِى سَبِيلِ ٱللَّهِ ۚ لَا يَسْتَوُۥنَ عِندَ ٱللَّهِ ۗ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلظَّـٰلِمِينَ,Apakah (orang-orang) yang memberi minuman orang-orang yang mengerjakan haji dan mengurus Masjidil Haram kamu samakan dengan orang-orang yang beriman kepada Allah dan hari kemudian serta berjihad di jalan Allah?  Mereka tidak sama di sisi Allah; dan Allah tidak memberi petunjuk kepada kaum yang zalim.,"Apakah (orang-orang) yang memberi minuman kepada orang-orang yang mengerjakan haji dan mengurus Masjidilharam, kamu samakan dengan orang-orang yang beriman kepada Allah dan hari kemudian serta berjihad di jalan Allah? Mereka tidak sama di sisi Allah. Dan Allah tidak memberi petunjuk kepada orang-orang zalim.","۞ Saya membuat penyiraman pengorbanan dan masjid masjid, serta mereka yang percaya kepada Tuhan, dan hari itu baik untuk Tuhan ۗ dan Tuhan tidak membimbing umat umat"
20,ٱلَّذِينَ ءَامَنُوا۟ وَهَاجَرُوا۟ وَجَـٰهَدُوا۟ فِى سَبِيلِ ٱللَّهِ بِأَمْوَٰلِهِمْ وَأَنفُسِهِمْ أَعْظَمُ دَرَجَةً عِندَ ٱللَّهِ ۚ وَأُو۟لَـٰٓئِكَ هُمُ ٱلْفَآئِزُونَ,"Orang-orang yang beriman dan berhijrah, serta berjihad di jalan Allah dengan harta benda dan diri mereka adalah lebih tinggi derajatnya di sisi Allah; dan itulah orang-orang yang mendapat kemenangan.","Orang-orang yang beriman dan berhijrah serta berjihad di jalan Allah, dengan harta dan jiwa mereka, adalah lebih tinggi derajatnya di sisi Allah. Mereka itulah orang-orang yang memperoleh kemenangan.","Mereka yang percaya dan bermigrasi, dan membimbing di jalan Tuhan dengan kesengsaraan dan jiwa mereka Alevon"
21,يُبَشِّرُهُمْ رَبُّهُم بِرَحْمَةٍ مِّنْهُ وَرِضْوَٰنٍ وَجَنَّـٰتٍ لَّهُمْ فِيهَا نَعِيمٌ مُّقِيمٌ,"Tuhan mereka menggembirakan mereka dengan memberikan rahmat dari-Nya, keridaan dan surga, mereka memperoleh di dalamnya kesenangan yang kekal,","Tuhan menggembirakan mereka dengan memberikan rahmat, keridaan dan surga, mereka memperoleh kesenangan yang kekal di dalamnya,",Tuhan mereka memberitakan mereka dengan belas kasihan darinya dan kepuasan mereka dan kegilaan di mana ada nick yang berharga
22,خَـٰلِدِينَ فِيهَآ أَبَدًا ۚ إِنَّ ٱللَّهَ عِندَهُۥٓ أَجْرٌ عَظِيمٌ,mereka kekal di dalamnya selama-lamanya.  Sesungguhnya di sisi Allah-lah pahala yang besar.,"mereka kekal di dalamnya selama-lamanya. Sungguh, di sisi Allah terdapat pahala yang besar.",Datanglah ke dalamnya selamanya ۚ Tuhan memiliki hadiah besar untuknya
23,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَتَّخِذُوٓا۟ ءَابَآءَكُمْ وَإِخْوَٰنَكُمْ أَوْلِيَآءَ إِنِ ٱسْتَحَبُّوا۟ ٱلْكُفْرَ عَلَى ٱلْإِيمَـٰنِ ۚ وَمَن يَتَوَلَّهُم مِّنكُمْ فَأُو۟لَـٰٓئِكَ هُمُ ٱلظَّـٰلِمُونَ,"Hai orang-orang beriman, janganlah kamu jadikan bapak-bapak dan saudara-saudaramu, pemimpin-pemimpinmu, jika mereka lebih mengutamakan kekafiran atas keimanan dan siapa di antara kamu yang menjadikan mereka pemimpin-pemimpinmu, maka mereka itulah orang-orang yang zalim.","Wahai orang-orang yang beriman! Janganlah kamu jadikan bapak-bapakmu dan saudara-saudaramu sebagai pelindung, jika mereka lebih menyukai kekafiran daripada keimanan. Barang siapa di antara kamu yang menjadikan mereka pelindung, maka mereka itulah orang-orang yang zalim.","O, mereka yang percaya, tidak mengambil kebaikan Anda, dan saudara -saudaramu diucapkan. Mereka siapa kamu?"
24,قُلْ إِن كَانَ ءَابَآؤُكُمْ وَأَبْنَآؤُكُمْ وَإِخْوَٰنُكُمْ وَأَزْوَٰجُكُمْ وَعَشِيرَتُكُمْ وَأَمْوَٰلٌ ٱقْتَرَفْتُمُوهَا وَتِجَـٰرَةٌ تَخْشَوْنَ كَسَادَهَا وَمَسَـٰكِنُ تَرْضَوْنَهَآ أَحَبَّ إِلَيْكُم مِّنَ ٱللَّهِ وَرَسُولِهِۦ وَجِهَادٍ فِى سَبِيلِهِۦ فَتَرَبَّصُوا۟ حَتَّىٰ يَأْتِىَ ٱللَّهُ بِأَمْرِهِۦ ۗ وَٱللَّهُ لَا يَهْدِى ٱلْقَوْمَ ٱلْفَـٰسِقِينَ,"Katakanlah, ""jika bapak-bapak, anak-anak, saudara-saudara, istri-istri, kaum keluargamu, harta kekayaan yang kamu usahakan, perniagaan yang kamu khawatirkan kerugiannya, dan rumah-rumah tempat tinggal yang kamu sukai, adalah lebih kamu cintai dari pada Allah dan rasul-Nya dan dari berjihad di jalan-Nya, maka tunggulah sampai Allah mendatangkan keputusan-Nya"".  Dan Allah tidak memberi petunjuk kepada orang-orang yang fasik.","Katakanlah, ""Jika bapak-bapakmu, anak-anakmu, saudara-saudaramu, istri-istrimu, keluargamu, harta kekayaan yang kamu usahakan, perdagangan yang kamu khawatirkan kerugiannya, dan rumah-rumah tempat tinggal yang kamu sukai, lebih kamu cintai dari pada Allah dan rasul-Nya serta berjihad di jalan-Nya, maka tunggulah sampai Allah memberikan keputusan-Nya."" Dan Allah tidak memberi petunjuk kepada orang-orang fasik.","Say: If your father, your sons, your brothers, your elderly, your adults, your shame, and your mourners, and the people of you, are the ones who have been blessed with you And they are satisfied with her, I love you from God and His Messenger, and a hardship in his path, so they will be luked until he comes to God The people of the people"
25,لَقَدْ نَصَرَكُمُ ٱللَّهُ فِى مَوَاطِنَ كَثِيرَةٍ ۙ وَيَوْمَ حُنَيْنٍ ۙ إِذْ أَعْجَبَتْكُمْ كَثْرَتُكُمْ فَلَمْ تُغْنِ عَنكُمْ شَيْـًٔا وَضَاقَتْ عَلَيْكُمُ ٱلْأَرْضُ بِمَا رَحُبَتْ ثُمَّ وَلَّيْتُم مُّدْبِرِينَ,"Sesungguhnya Allah telah menolong kamu (hai para mukminin) di medan peperangan yang banyak, dan (ingatlah) peperangan ῌunayn, yaitu diwaktu kamu menjadi congkak karena banyaknya jumlah(mu), maka jumlah yang banyak itu tidak memberi manfaat kepadamu sedikit pun, dan bumi yang luas itu telah terasa sempit olehmu, kemudian kamu lari kebelakang dengan bercerai-berai.","Sungguh, Allah telah menolong kamu (mukminin) di banyak medan perang, dan (ingatlah) Perang Hunain, ketika jumlahmu yang besar itu membanggakan kamu, tetapi (jumlah yang banyak itu) sama sekali tidak berguna bagimu, dan bumi yang luas itu terasa sempit bagimu, kemudian kamu berbalik ke belakang dan lari tunggang langgang.","Tuhan telah memberi Anda banyak luas ۙ dan pada hari dua ۙ ketika saya mengagumi Anda, banyak dari Anda yang disambut dan kemudian Anda berdua"
26,ثُمَّ أَنزَلَ ٱللَّهُ سَكِينَتَهُۥ عَلَىٰ رَسُولِهِۦ وَعَلَى ٱلْمُؤْمِنِينَ وَأَنزَلَ جُنُودًا لَّمْ تَرَوْهَا وَعَذَّبَ ٱلَّذِينَ كَفَرُوا۟ ۚ وَذَٰلِكَ جَزَآءُ ٱلْكَـٰفِرِينَ,"Kemudian Allah menurunkan ketenangan kepada rasul-Nya dan kepada orang-orang yang beriman, dan Allah menurunkan bala tentara yang kamu tiada melihatnya, dan Allah menimpakan bencana kepada orang-orang yang kafir, dan demikianlah pembalasan kepada orang-orang yang kafir.","Kemudian Allah menurunkan ketenangan kepada Rasul-Nya dan kepada orang-orang yang beriman, dan Dia menurunkan bala tentara (para malaikat) yang tidak terlihat olehmu, dan Dia menimpakan azab kepada orang-orang kafir. Itulah balasan bagi orang-orang yang kafir.","Kemudian Tuhan mengungkapkan ketukan -Nya pada utusan -Nya, dan untuk orang -orang percaya, dan dia turun crane, dan Anda tidak melihat mereka, dan ia disiksa oleh mereka yang ada. Mereka yang dimaafkan"
27,ثُمَّ يَتُوبُ ٱللَّهُ مِنۢ بَعْدِ ذَٰلِكَ عَلَىٰ مَن يَشَآءُ ۗ وَٱللَّهُ غَفُورٌ رَّحِيمٌ,"Sesudah itu, Allah menerima tobat dari orang-orang yang dikehendaki-Nya.  Allah Maha Pengampun lagi Maha Penyayang.","Setelah itu Allah menerima tobat orang yang Dia kehendaki. Allah Maha Pengampun, Maha Penyayang.","Kemudian Tuhan bertobat setelah itu, bagi mereka yang mau"
