verse_number,arab,king_fahd,kemenag,google_translate
11,۞ أَلَمْ تَرَ إِلَى ٱلَّذِينَ نَافَقُوا۟ يَقُولُونَ لِإِخْوَٰنِهِمُ ٱلَّذِينَ كَفَرُوا۟ مِنْ أَهْلِ ٱلْكِتَـٰبِ لَئِنْ أُخْرِجْتُمْ لَنَخْرُجَنَّ مَعَكُمْ وَلَا نُطِيعُ فِيكُمْ أَحَدًا أَبَدًا وَإِن قُوتِلْتُمْ لَنَنصُرَنَّكُمْ وَٱللَّهُ يَشْهَدُ إِنَّهُمْ لَكَـٰذِبُونَ,"Apakah kamu tidak memperhatikan orang-orang yang munafik yang berkata kepada saudara-saudara mereka yang kafir di antara ahli kitab, ""Sesungguhnya jika kamu diusir, niscaya kami pun akan keluar bersamamu; dan kami selama-lamanya tidak akan patuh kepada siapa pun untuk (menyusahkan) kamu, dan jika kamu diperangi pasti kami akan membantu kamu"".  Dan Allah menyaksikan bahwa sesungguhnya mereka benar-benar pendusta.","Tidakkah engkau memperhatikan orang-orang munafik yang berkata kepada saudara-saudaranya yang kafir di antara Ahli Kitab, ""Sungguh, jika kamu diusir niscaya kami pun akan keluar bersama kamu; dan kami selama-lamanya tidak akan patuh kepada siapa pun demi kamu, dan jika kamu diperangi pasti kami akan membantumu."" Dan Allah menyaksikan, bahwa mereka benar-benar pendusta.","۞ Apakah Anda tidak melihat kepada mereka yang telah setuju untuk mengatakan kepada saudara -saudara mereka yang tidak percaya dari orang -orang dari orang -orang yang dapat kami taat kepada Anda, dan jika Anda berkata, kami akan mendukung Anda, dan Tuhan akan bersaksi bahwa mereka dibohongi"
12,لَئِنْ أُخْرِجُوا۟ لَا يَخْرُجُونَ مَعَهُمْ وَلَئِن قُوتِلُوا۟ لَا يَنصُرُونَهُمْ وَلَئِن نَّصَرُوهُمْ لَيُوَلُّنَّ ٱلْأَدْبَـٰرَ ثُمَّ لَا يُنصَرُونَ,"Sesungguhnya jika mereka diusir, orang-orang munafik itu tiada akan keluar bersama mereka; dan sesungguhnya jika mereka diperangi, niscaya mereka tiada akan menolongnya; sesungguhnya jika mereka menolongnya, niscaya mereka akan berpaling lari ke belakang, kemudian mereka tidak akan mendapat pertolongan.","Sungguh, jika mereka diusir, orang-orang munafik itu tidak akan keluar bersama mereka, dan jika mereka diperangi; mereka (juga) tidak akan menolongnya; dan kalau pun mereka menolongnya pastilah mereka akan berpaling lari ke belakang, kemudian mereka tidak akan mendapat pertolongan.","Jika mereka keluar, mereka tidak akan keluar dengan mereka, dan jika mereka berkata, mereka tidak akan menang, dan jika kita mendukung mereka, mereka akan bisa"
13,لَأَنتُمْ أَشَدُّ رَهْبَةً فِى صُدُورِهِم مِّنَ ٱللَّهِ ۚ ذَٰلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَفْقَهُونَ,"Sesungguhnya kamu, dalam hati mereka lebih ditakuti daripada Allah.  Yang demikian itu karena mereka adalah kaum yang tiada mengerti.","Sesungguhnya dalam hati mereka, kamu (muslimin) lebih ditakuti daripada Allah. Yang demikian itu karena mereka orang-orang yang tidak mengerti.",Anda adalah yang paling terintimidasi di payudara mereka daripada Tuhan ۚ yaitu mereka adalah orang -orang yang tidak memahaminya
14,لَا يُقَـٰتِلُونَكُمْ جَمِيعًا إِلَّا فِى قُرًى مُّحَصَّنَةٍ أَوْ مِن وَرَآءِ جُدُرٍۭ ۚ بَأْسُهُم بَيْنَهُمْ شَدِيدٌ ۚ تَحْسَبُهُمْ جَمِيعًا وَقُلُوبُهُمْ شَتَّىٰ ۚ ذَٰلِكَ بِأَنَّهُمْ قَوْمٌ لَّا يَعْقِلُونَ,"Mereka tiada akan memerangi kamu dalam keadaan bersatu padu, kecuali dalam kampung-kampung yang berbenteng atau di balik tembok.  Permusuhan antara sesama mereka adalah sangat hebat.  Kamu kira mereka itu bersatu sedang hati mereka berpecah belah.  Yang demikian itu karena sesungguhnya mereka adalah kaum yang tiada mengerti.","Mereka tidak akan memerangi kamu (secara) bersama-sama, kecuali di negeri-negeri yang berbenteng atau di balik tembok. Permusuhan antara sesama mereka sangat hebat. Kamu kira mereka itu bersatu padahal hati mereka terpecah belah. Yang demikian itu karena mereka orang-orang yang tidak mengerti.",Mereka tidak menyelesaikan Anda semua di desa yang dibenteng
15,كَمَثَلِ ٱلَّذِينَ مِن قَبْلِهِمْ قَرِيبًا ۖ ذَاقُوا۟ وَبَالَ أَمْرِهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,(Mereka adalah) seperti orang-orang Yahudi yang belum lama sebelum mereka telah merasai akibat buruk dari perbuatan mereka dan bagi mereka azab yang pedih.,"(Mereka) seperti orang-orang yang sebelum mereka (Yahudi) belum lama berselang, telah merasakan akibat buruk (terusir) disebabkan perbuatan mereka sendiri. Dan mereka akan mendapat azab yang pedih.","Seperti mereka yang dekat dengan mereka, mereka dekat dengan mereka."
16,كَمَثَلِ ٱلشَّيْطَـٰنِ إِذْ قَالَ لِلْإِنسَـٰنِ ٱكْفُرْ فَلَمَّا كَفَرَ قَالَ إِنِّى بَرِىٓءٌ مِّنكَ إِنِّىٓ أَخَافُ ٱللَّهَ رَبَّ ٱلْعَـٰلَمِينَ,"(Bujukan orang-orang munafik itu adalah) seperti (bujukan) setan ketika dia berkata kepada manusia, ""Kafirlah kamu"", maka tatkala manusia itu telah kafir, ia berkata, ""Sesungguhnya aku berlepas diri dari kamu karena sesungguhnya aku takut kepada Allah, Tuhan semesta Alam"".","(Bujukan orang-orang munafik itu) seperti (bujukan) setan ketika ia berkata kepada manusia, ""Kafirlah kamu!"" Kemudian setelah manusia itu menjadi kafir ia berkata, ""Sesungguhnya aku berlepas diri dari kamu, karena sesungguhnya aku takut kepada Allah, Tuhan seluruh alam.""","Seperti orang yang berkata, ketika dia berkata, ketika dia tidak percaya, ketika dia tidak percaya, dia berkata bahwa aku melihat bahwa aku takut pada Tuhan, Tuhan Tuhan"
17,فَكَانَ عَـٰقِبَتَهُمَآ أَنَّهُمَا فِى ٱلنَّارِ خَـٰلِدَيْنِ فِيهَا ۚ وَذَٰلِكَ جَزَٰٓؤُا۟ ٱلظَّـٰلِمِينَ,"Maka adalah kesudahan keduanya bahwa sesungguhnya keduanya (masuk) ke dalam neraka, mereka kekal di dalamnya.  Demikianlah balasan orang-orang yang zalim.","Maka kesudahan bagi keduanya, bahwa keduanya masuk ke dalam neraka, kekal di dalamnya. Demikianlah balasan bagi orang-orang zalim.",Dan mereka mengikuti mereka bahwa mereka berada di dalam api di dalamnya.
18,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱتَّقُوا۟ ٱللَّهَ وَلْتَنظُرْ نَفْسٌ مَّا قَدَّمَتْ لِغَدٍ ۖ وَٱتَّقُوا۟ ٱللَّهَ ۚ إِنَّ ٱللَّهَ خَبِيرٌۢ بِمَا تَعْمَلُونَ,"Hai orang-orang yang beriman, bertakwalah kepada Allah dan hendaklah setiap diri memperhatikan apa yang telah diperbuatnya untuk hari esok (akhirat), dan bertakwalah kepada Allah, sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan.","Wahai orang-orang yang beriman! Bertakwalah kepada Allah dan hendaklah setiap orang memperhatikan apa yang telah diperbuatnya untuk hari esok (akhirat), dan bertakwalah kepada Allah. Sungguh, Allah Mahateliti terhadap apa yang kamu kerjakan.","O, mereka yang percaya, takut akan Tuhan, dan melihat jiwa dari apa yang telah Anda berikan besok."
19,وَلَا تَكُونُوا۟ كَٱلَّذِينَ نَسُوا۟ ٱللَّهَ فَأَنسَىٰهُمْ أَنفُسَهُمْ ۚ أُو۟لَـٰٓئِكَ هُمُ ٱلْفَـٰسِقُونَ,"Dan janganlah kamu seperti orang-orang yang lupa kepada Allah, lalu Allah menjadikan mereka lupa kepada mereka sendiri.  Mereka itulah orang-orang yang fasik.","Dan janganlah kamu seperti orang-orang yang lupa kepada Allah, sehingga Allah menjadikan mereka lupa akan diri sendiri. Mereka itulah orang-orang fasik.","Dan jangan sama dengan mereka yang melupakan Tuhan, jadi maafkan mereka ۚ atau mereka yang menghalangi"
20,لَا يَسْتَوِىٓ أَصْحَـٰبُ ٱلنَّارِ وَأَصْحَـٰبُ ٱلْجَنَّةِ ۚ أَصْحَـٰبُ ٱلْجَنَّةِ هُمُ ٱلْفَآئِزُونَ,Tidaklah sama penghuni-penghuni neraka dengan penghuni-penghuni surga; penghuni-penghuni surga itulah orang-orang yang beruntung.,Tidak sama para penghuni neraka dengan para penghuni surga; para penghuni surga itulah orang-orang yang memperoleh kemenangan.,Itu tidak sama dengan kebenaran dan koreksi
21,لَوْ أَنزَلْنَا هَـٰذَا ٱلْقُرْءَانَ عَلَىٰ جَبَلٍ لَّرَأَيْتَهُۥ خَـٰشِعًا مُّتَصَدِّعًا مِّنْ خَشْيَةِ ٱللَّهِ ۚ وَتِلْكَ ٱلْأَمْثَـٰلُ نَضْرِبُهَا لِلنَّاسِ لَعَلَّهُمْ يَتَفَكَّرُونَ,"Kalau sekiranya Kami menurunkan Al-Qur`ān ini kepada sebuah gunung, pasti kamu akan melihatnya tunduk terpecah belah disebabkan ketakutannya kepada Allah.  Dan perumpamaan-perumpamaan itu Kami buat untuk manusia supaya mereka berpikir.","Sekiranya Kami turunkan Alquran ini kepada sebuah gunung, pasti kamu akan melihatnya tunduk terpecah belah disebabkan takut kepada Allah. Dan perumpamaan-perumpamaan itu Kami buat untuk manusia agar mereka berpikir.","Jika kami datang kepada kami, mereka adalah pembaca di gunung, saya akan melihatnya, dan itu adalah kebenaran dari ketakutan yang mungkin mereka pikirkan"
22,هُوَ ٱللَّهُ ٱلَّذِى لَآ إِلَـٰهَ إِلَّا هُوَ ۖ عَـٰلِمُ ٱلْغَيْبِ وَٱلشَّهَـٰدَةِ ۖ هُوَ ٱلرَّحْمَـٰنُ ٱلرَّحِيمُ,"Dia-lah Allah Yang tiada Tuhan (yang berhak disembah) selain Dia, Yang Mengetahui yang gaib dan yang nyata, Dia-lah Yang Maha Pemurah lagi Maha Penyayang.","Dialah Allah, tidak ada tuhan selain Dia. Mengetahui yang gaib dan yang nyata, Dialah Yang Maha Pengasih, Maha Penyayang.",Dia adalah Tuhan yang bukan Tuhan kecuali Dia 😂 “poni dan penampilannya
23,هُوَ ٱللَّهُ ٱلَّذِى لَآ إِلَـٰهَ إِلَّا هُوَ ٱلْمَلِكُ ٱلْقُدُّوسُ ٱلسَّلَـٰمُ ٱلْمُؤْمِنُ ٱلْمُهَيْمِنُ ٱلْعَزِيزُ ٱلْجَبَّارُ ٱلْمُتَكَبِّرُ ۚ سُبْحَـٰنَ ٱللَّهِ عَمَّا يُشْرِكُونَ,"Dia-lah Allah Yang tiada Tuhan (yang berhak disembah) selain Dia, Raja, Yang Maha Suci, Yang Maha Sejahtera, Yang Mengaruniakan Keamanan, Yang Maha Memelihara, Yang Maha Perkasa, Yang Maha Kuasa, Yang Memiliki Segala Keagungan, Maha Suci Allah dari apa yang mereka persekutukan.","Dialah Allah, tidak ada tuhan selain Dia. Maha Raja Yang Mahasuci, Yang Mahasejahtera, Yang Menjaga Keamanan, Pemelihara Keselamatan, Yang Mahaperkasa, Yang Mahakuasa, Yang Memiliki Segala Keagungan. Mahasuci Allah dari apa yang mereka persekutukan.","Dia adalah orang yang adalah Tuhan, tetapi Dia adalah Tuhan, Tuhan, yang buta dari Allah pujian bagi Tuhan"
24,هُوَ ٱللَّهُ ٱلْخَـٰلِقُ ٱلْبَارِئُ ٱلْمُصَوِّرُ ۖ لَهُ ٱلْأَسْمَآءُ ٱلْحُسْنَىٰ ۚ يُسَبِّحُ لَهُۥ مَا فِى ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۖ وَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"Dia-lah Allah Yang Menciptakan, Yang Mengadakan, Yang Membentuk Rupa, Yang Mempunyai nama-nama yang paling baik. Bertasbih kepada-Nya apa yang di langit dan di bumi. Dan Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.","Dialah Allah Yang Menciptakan, Yang Mengadakan, Yang Membentuk Rupa, Dia memiliki nama-nama yang indah. Apa yang di langit dan di bumi bertasbih kepada-Nya. Dan Dialah Yang Mahaperkasa, Mahabijaksana.","Dia adalah kepala balap, kepala doa. Dear Is The Wise"
