verse_number,arab,king_fahd,kemenag,google_translate
11,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا قِيلَ لَكُمْ تَفَسَّحُوا۟ فِى ٱلْمَجَـٰلِسِ فَٱفْسَحُوا۟ يَفْسَحِ ٱللَّهُ لَكُمْ ۖ وَإِذَا قِيلَ ٱنشُزُوا۟ فَٱنشُزُوا۟ يَرْفَعِ ٱللَّهُ ٱلَّذِينَ ءَامَنُوا۟ مِنكُمْ وَٱلَّذِينَ أُوتُوا۟ ٱلْعِلْمَ دَرَجَـٰتٍ ۚ وَٱللَّهُ بِمَا تَعْمَلُونَ خَبِيرٌ,"Hai orang-orang beriman, apabila dikatakan kepadamu, ""Berlapang-lapanglah dalam majelis"", maka lapangkanlah, niscaya Allah akan memberi kelapangan untukmu.  Dan apabila dikatakan, ""Berdirilah kamu"", maka berdirilah, niscaya Allah akan meninggikan orang-orang yang beriman di antaramu dan orang-orang yang diberi ilmu pengetahuan beberapa derajat.  Dan Allah Maha Mengetahui apa yang kamu kerjakan.","Wahai orang-orang yang beriman! Apabila dikatakan kepadamu, ""Berilah kelapangan di dalam majelis-majelis,"" maka lapangkanlah, niscaya Allah akan memberi kelapangan untukmu. Dan apabila dikatakan, ""Berdirilah kamu,"" maka berdirilah, niscaya Allah akan mengangkat (derajat) orang-orang yang beriman di antaramu dan orang-orang yang diberi ilmu beberapa derajat. Dan Allah Mahateliti atas apa yang kamu kerjakan.","O, mereka yang aman, ketika dikatakan kepada Anda, Anda akan dimaafkan dalam gusi, sehingga mereka akan dihapus sehingga mereka membangkitkan Tuhan, mereka yang percaya pada Anda dan mereka yang telah memberikan pengetahuan tentang pengetahuan tersebut"
12,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا نَـٰجَيْتُمُ ٱلرَّسُولَ فَقَدِّمُوا۟ بَيْنَ يَدَىْ نَجْوَىٰكُمْ صَدَقَةً ۚ ذَٰلِكَ خَيْرٌ لَّكُمْ وَأَطْهَرُ ۚ فَإِن لَّمْ تَجِدُوا۟ فَإِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ,"Hai orang-orang beriman, apabila kamu mengadakan pembicaraan khusus dengan rasul hendaklah kamu mengeluarkan sedekah (kepada orang miskin) sebelum pembicaraan itu.  Yang demikian itu adalah lebih baik bagimu dan lebih bersih; jika kamu tiada memperoleh (yang akan disedekahkan),  maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.","Wahai orang-orang yang beriman! Apabila kamu mengadakan pembicaraan khusus dengan Rasul, hendaklah kamu mengeluarkan sedekah (kepada orang miskin) sebelum (melakukan) pembicaraan itu. Yang demikian itu lebih baik bagimu dan lebih bersih. Tetapi jika kamu tidak memperoleh (yang akan disedekahkan) maka sungguh, Allah Maha Pengampun, Maha Penyayang.","O, mereka yang aman, ketika utusan datang ke utusan, lalu memberi Anda di antara tangan kesuksesan Anda, dan Anda akan menjadi hal yang baik. Anda menemukan, karena Tuhan memaafkan, paling penyayang"
13,ءَأَشْفَقْتُمْ أَن تُقَدِّمُوا۟ بَيْنَ يَدَىْ نَجْوَىٰكُمْ صَدَقَـٰتٍ ۚ فَإِذْ لَمْ تَفْعَلُوا۟ وَتَابَ ٱللَّهُ عَلَيْكُمْ فَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَأَطِيعُوا۟ ٱللَّهَ وَرَسُولَهُۥ ۚ وَٱللَّهُ خَبِيرٌۢ بِمَا تَعْمَلُونَ,"Apakah kamu takut akan (menjadi miskin) karena kamu memberikan sedekah sebelum pembicaraan dengan rasul? Maka jika kamu tiada memperbuatnya dan Allah telah memberi tobat kepadamu maka dirikanlah salat, tunaikanlah zakat, taatlah kepada Allah dan rasul-Nya; dan Allah Maha Mengetahui apa yang kamu kerjakan.","Apakah kamu takut akan (menjadi miskin) karena kamu memberikan sedekah sebelum (melakukan) pembicaraan dengan Rasul? Tetapi jika kamu tidak melakukannya dan Allah telah memberi ampun kepadamu, maka laksanakanlah salat, dan tunaikanlah zakat serta taatlah kepada Allah dan Rasul-Nya! Dan Allah Mahateliti atas apa yang kamu kerjakan.",Anda telah disepakati untuk menawarkan antara tangan kesuksesan Anda dan kepatuhan kepada Tuhan dan utusan -Nya ۚ dan Tuhan adalah seorang ahli dalam apa yang Anda lakukan
14,۞ أَلَمْ تَرَ إِلَى ٱلَّذِينَ تَوَلَّوْا۟ قَوْمًا غَضِبَ ٱللَّهُ عَلَيْهِم مَّا هُم مِّنكُمْ وَلَا مِنْهُمْ وَيَحْلِفُونَ عَلَى ٱلْكَذِبِ وَهُمْ يَعْلَمُونَ,"Tidakkah kamu perhatikan orang-orang yang menjadikan suatu kaum yang dimurkai Allah sebagai teman? Orang-orang itu bukan dari golongan kamu dan bukan (pula) dari golongan mereka. Dan mereka bersumpah untuk menguatkan kebohongan, sedang mereka mengetahui.","Tidakkah engkau perhatikan orang-orang (munafik) yang menjadikan suatu kaum yang telah dimurkai Allah sebagai sahabat? Orang-orang itu bukan dari (kaum) kamu dan bukan dari (kaum) mereka. Dan mereka bersumpah atas kebohongan, sedang mereka mengetahuinya.","۞ Apakah Anda tidak melihat kepada mereka yang telah mengambil orang yang marah kepada mereka, apa yang berasal dari Anda, atau dari mereka"
15,أَعَدَّ ٱللَّهُ لَهُمْ عَذَابًا شَدِيدًا ۖ إِنَّهُمْ سَآءَ مَا كَانُوا۟ يَعْمَلُونَ,"Allah telah menyediakan bagi mereka azab yang sangat keras, sesungguhnya amat buruklah apa yang telah mereka kerjakan.","Allah telah menyediakan azab yang sangat keras bagi mereka. Sungguh, betapa buruknya apa yang telah mereka kerjakan.",Tuhan berjanji kepada mereka siksaan yang parah. Mereka adalah apa yang mereka lakukan
16,ٱتَّخَذُوٓا۟ أَيْمَـٰنَهُمْ جُنَّةً فَصَدُّوا۟ عَن سَبِيلِ ٱللَّهِ فَلَهُمْ عَذَابٌ مُّهِينٌ,"Mereka menjadikan sumpah-sumpah mereka sebagai perisai, lalu mereka halangi (manusia) dari jalan Allah; karena itu mereka mendapat azab yang menghinakan.","Mereka menjadikan sumpah-sumpah mereka sebagai perisai, lalu mereka menghalang-halangi (manusia) dari jalan Allah; maka bagi mereka azab yang menghinakan.","Mereka membawa mereka sebagai surga, jadi mereka mengusir"
17,لَّن تُغْنِىَ عَنْهُمْ أَمْوَٰلُهُمْ وَلَآ أَوْلَـٰدُهُم مِّنَ ٱللَّهِ شَيْـًٔا ۚ أُو۟لَـٰٓئِكَ أَصْحَـٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَـٰلِدُونَ,"Harta benda dan anak-anak mereka tiada berguna sedikit pun (untuk menolong) mereka dari azab Allah.  Mereka itulah penghuni neraka, mereka kekal di dalamnya.","Harta benda dan anak-anak mereka tidak berguna sedikit pun (untuk menolong) mereka dari azab Allah. Mereka itulah penghuni neraka, mereka kekal di dalamnya.","Mereka tidak akan disambut oleh mereka, dan mereka bukan dari mereka, dari Tuhan, sesuatu."
18,يَوْمَ يَبْعَثُهُمُ ٱللَّهُ جَمِيعًا فَيَحْلِفُونَ لَهُۥ كَمَا يَحْلِفُونَ لَكُمْ ۖ وَيَحْسَبُونَ أَنَّهُمْ عَلَىٰ شَىْءٍ ۚ أَلَآ إِنَّهُمْ هُمُ ٱلْكَـٰذِبُونَ,"(Ingatlah) hari (ketika) mereka semua dibangkitkan Allah, lalu mereka bersumpah kepada-Nya (bahwa mereka bukan musyrikin) sebagaimana mereka bersumpah kepadamu; dan mereka menyangka bahwa sesungguhnya mereka akan memperoleh suatu (manfaat).  Ketahuilah bahwa sesungguhnya merekalah orang-orang pendusta.","(Ingatlah) pada hari (ketika) mereka semua dibangkitkan Allah, lalu mereka bersumpah kepada-Nya (bahwa mereka bukan orang musyrik) sebagaimana mereka bersumpah kepadamu; dan mereka menyangka bahwa mereka akan memperoleh sesuatu (manfaat). Ketahuilah, bahwa mereka orang-orang pendusta.","Hari Tuhan akan mengirim mereka semua, dan mereka akan dipecahkan untuk mereka karena mereka diselesaikan untuk Anda."
19,ٱسْتَحْوَذَ عَلَيْهِمُ ٱلشَّيْطَـٰنُ فَأَنسَىٰهُمْ ذِكْرَ ٱللَّهِ ۚ أُو۟لَـٰٓئِكَ حِزْبُ ٱلشَّيْطَـٰنِ ۚ أَلَآ إِنَّ حِزْبَ ٱلشَّيْطَـٰنِ هُمُ ٱلْخَـٰسِرُونَ,Setan telah menguasai mereka lalu menjadikan mereka lupa mengingat Allah; mereka itulah golongan setan.  Ketahuilah bahwa sesungguhnya golongan setan itulah golongan yang merugi.,"Setan telah menguasai mereka, lalu menjadikan mereka lupa mengingat Allah; mereka itulah golongan setan. Ketahuilah, bahwa golongan setan itulah golongan yang merugi.",ٱ ٱ ٱ ٱ ٱ ٱ ٱ ٱ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ ۚ Cross
20,إِنَّ ٱلَّذِينَ يُحَآدُّونَ ٱللَّهَ وَرَسُولَهُۥٓ أُو۟لَـٰٓئِكَ فِى ٱلْأَذَلِّينَ,"Sesungguhnya orang-orang yang menentang Allah dan rasul-Nya, mereka termasuk orang-orang yang sangat hina.","Sesungguhnya orang-orang yang menentang Allah dan Rasul-Nya, mereka termasuk orang-orang yang sangat hina.","Bagi mereka yang memimpin Tuhan dan utusan -Nya, atau mereka yang mengalami penghinaan"
21,كَتَبَ ٱللَّهُ لَأَغْلِبَنَّ أَنَا۠ وَرُسُلِىٓ ۚ إِنَّ ٱللَّهَ قَوِىٌّ عَزِيزٌ,"Allah telah menetapkan, ""Aku dan rasul-rasul-Ku pasti menang"".  Sesungguhnya Allah Maha Kuat lagi Maha Perkasa.","Allah telah menetapkan, ""Aku dan rasul-rasul-Ku pasti menang."" Sungguh, Allah Mahakuat, Mahaperkasa.",Tuhan menulis untuk sebagian besar dari saya dan utusan saya.
22,لَّا تَجِدُ قَوْمًا يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ يُوَآدُّونَ مَنْ حَآدَّ ٱللَّهَ وَرَسُولَهُۥ وَلَوْ كَانُوٓا۟ ءَابَآءَهُمْ أَوْ أَبْنَآءَهُمْ أَوْ إِخْوَٰنَهُمْ أَوْ عَشِيرَتَهُمْ ۚ أُو۟لَـٰٓئِكَ كَتَبَ فِى قُلُوبِهِمُ ٱلْإِيمَـٰنَ وَأَيَّدَهُم بِرُوحٍ مِّنْهُ ۖ وَيُدْخِلُهُمْ جَنَّـٰتٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ خَـٰلِدِينَ فِيهَا ۚ رَضِىَ ٱللَّهُ عَنْهُمْ وَرَضُوا۟ عَنْهُ ۚ أُو۟لَـٰٓئِكَ حِزْبُ ٱللَّهِ ۚ أَلَآ إِنَّ حِزْبَ ٱللَّهِ هُمُ ٱلْمُفْلِحُونَ,"Kamu tak akan mendapati kaum yang beriman pada Allah dan hari akhirat, saling berkasih-sayang dengan orang-orang yang menentang Allah dan rasul-Nya, sekalipun orang-orang itu bapak-bapak, atau anak-anak, atau saudara-saudara, ataupun keluarga mereka.  Mereka itulah orang-orang yang telah menanamkan keimanan dalam hati mereka dan menguatkan mereka dengan pertolongan yang datang daripada-Nya.  Dan dimasukan-Nya mereka ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya.  Allah rida terhadap mereka dan mereka pun merasa puas terhadap (limpahan rahmat)-Nya.  Mereka itulah golongan Allah.  Ketahuilah bahwa sesungguhnya golongan Allah itulah golongan yang beruntung.","Engkau (Muhammad) tidak akan mendapatkan suatu kaum yang beriman kepada Allah dan hari akhirat, saling berkasih sayang dengan orang-orang yang menentang Allah dan Rasul-Nya, sekalipun orang-orang itu bapaknya, anaknya, saudaranya atau keluarganya. Mereka itulah orang-orang yang dalam hatinya telah ditanamkan Allah keimanan dan Allah telah menguatkan mereka dengan pertolongan yang datang dari Dia. Lalu dimasukkan-Nya mereka ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya. Allah rida terhadap mereka dan mereka pun merasa puas terhadap (limpahan rahmat)-Nya. Merekalah golongan Allah. Ingatlah, sesungguhnya golongan Allah itulah yang beruntung.","Do not find a people who believe in God and the day, and they will be blessed with whom God and His Messenger will lead Their brothers, or their tenth For the goodness of it in it ۚ May God be pleased with them and may God be pleased with him ۚ or those who are the party of God"
