verse_number,arab,king_fahd,kemenag,google_translate
11,وَإِذَا قِيلَ لَهُمْ لَا تُفْسِدُوا۟ فِى ٱلْأَرْضِ قَالُوٓا۟ إِنَّمَا نَحْنُ مُصْلِحُونَ,"Dan bila dikatakan kepada mereka, “Janganlah kamu membuat kerusakan di muka bumi”, mereka menjawab, ""Sesungguhnya kami orang-orang yang mengadakan perbaikan"".","Dan apabila dikatakan kepada mereka, ""Janganlah berbuat kerusakan di bumi!"" Mereka menjawab, ""Sesungguhnya kami justru orang-orang yang melakukan perbaikan.""","Dan ketika dikatakan kepada mereka, jangan merusak bumi, kata mereka, tetapi kami direkonsiliasi"
12,أَلَآ إِنَّهُمْ هُمُ ٱلْمُفْسِدُونَ وَلَـٰكِن لَّا يَشْعُرُونَ,"Ingatlah, sesungguhnya mereka itulah orang-orang yang membuat kerusakan, tetapi mereka tidak sadar.","Ingatlah, sesungguhnya merekalah yang berbuat kerusakan, tetapi mereka tidak menyadari.","Mereka bukan spoiler, tetapi mereka tidak merasa"
13,وَإِذَا قِيلَ لَهُمْ ءَامِنُوا۟ كَمَآ ءَامَنَ ٱلنَّاسُ قَالُوٓا۟ أَنُؤْمِنُ كَمَآ ءَامَنَ ٱلسُّفَهَآءُ ۗ أَلَآ إِنَّهُمْ هُمُ ٱلسُّفَهَآءُ وَلَـٰكِن لَّا يَعْلَمُونَ,"Apabila dikatakan kepada mereka, ""Berimanlah kamu sebagaimana orang-orang lain telah beriman"", mereka menjawab, ""Akan berimankah kami sebagaimana orang-orang yang bodoh itu telah beriman?"" Ingatlah, sesungguhnya merekalah orang-orang yang bodoh, tetapi mereka tidak tahu.","Dan apabila dikatakan kepada mereka, ""Berimanlah kamu sebagaimana orang lain yang telah beriman!"" Mereka menjawab, ""Apakah kami akan beriman seperti orang-orang yang kurang akal itu beriman?"" Ingatlah, sesungguhnya mereka itulah orang-orang yang kurang akal, tetapi mereka tidak tahu.","Dan ketika dikatakan kepada mereka, mereka akan aman, serta orang -orang dari orang -orang."
14,وَإِذَا لَقُوا۟ ٱلَّذِينَ ءَامَنُوا۟ قَالُوٓا۟ ءَامَنَّا وَإِذَا خَلَوْا۟ إِلَىٰ شَيَـٰطِينِهِمْ قَالُوٓا۟ إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِءُونَ,"Dan bila mereka berjumpa dengan orang-orang yang beriman, mereka mengatakan, ""Kami telah beriman"".  Dan bila mereka kembali kepada setan-setan mereka, mereka mengatakan, ""Sesungguhnya kami sependirian dengan kamu, kami hanyalah berolok-olok"".","Dan apabila mereka berjumpa dengan orang yang beriman, mereka berkata, ""Kami telah beriman."" Tetapi apabila mereka kembali kepada setan-setan (para pemimpin) mereka, mereka berkata, ""Sesungguhnya kami bersama kamu, kami hanya berolok-olok.""","Dan ketika mereka terpenuhi, mereka yang percaya, mereka berkata: “Dan ketika mereka diserahkan kepada mereka berdua, mereka berkata:“ Kami bersamamu"
15,ٱللَّهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِى طُغْيَـٰنِهِمْ يَعْمَهُونَ,Allah akan (membalas) olok-olokan mereka dan membiarkan mereka terombang-ambing dalam kesesatan mereka.,Allah akan memperolok-olokkan mereka dan membiarkan mereka terombang-ambing dalam kesesatan.,Tuhan mengejek mereka dan memperluas mereka dalam tiran mereka.
16,أُو۟لَـٰٓئِكَ ٱلَّذِينَ ٱشْتَرَوُا۟ ٱلضَّلَـٰلَةَ بِٱلْهُدَىٰ فَمَا رَبِحَت تِّجَـٰرَتُهُمْ وَمَا كَانُوا۟ مُهْتَدِينَ,"Mereka itulah orang yang membeli kesesatan dengan petunjuk, maka tidaklah beruntung perniagaan mereka dan tidaklah mereka mendapat petunjuk.",Mereka itulah yang membeli kesesatan dengan petunjuk. Maka perdagangan mereka itu tidak beruntung dan mereka tidak mendapat petunjuk.,"Mereka yang telah terikat oleh kemalangan bimbingan, jadi apa yang telah mereka lupakan, dan apa yang mereka pandu oleh bimbingan"
17,مَثَلُهُمْ كَمَثَلِ ٱلَّذِى ٱسْتَوْقَدَ نَارًا فَلَمَّآ أَضَآءَتْ مَا حَوْلَهُۥ ذَهَبَ ٱللَّهُ بِنُورِهِمْ وَتَرَكَهُمْ فِى ظُلُمَـٰتٍ لَّا يُبْصِرُونَ,"Perumpamaan mereka adalah seperti orang yang menyalakan api, maka setelah api itu menerangi sekelilingnya, Allah hilangkan cahaya (yang menyinari) mereka, dan membiarkan mereka dalam kegelapan, mereka tidak dapat melihat.","Perumpamaan mereka seperti orang-orang yang menyalakan api, setelah menerangi sekelilingnya, Allah melenyapkan cahaya (yang menyinari) mereka dan membiarkan mereka dalam kegelapan, tidak dapat melihat.","Demikian juga, seperti orang yang telah kehilangan api, jadi ketika saya berkeliling apa yang ada di sekitarnya, Tuhan pergi dengan lampu mereka dan meninggalkan mereka dalam kegelapan"
18,صُمٌّۢ بُكْمٌ عُمْىٌ فَهُمْ لَا يَرْجِعُونَ,"Mereka tuli, bisu, dan buta, maka tidaklah mereka akan kembali (ke jalan yang benar),","Mereka tuli, bisu dan buta, sehingga mereka tidak dapat kembali.","Sayang, kamu buta, jadi mereka tidak akan kembali"
19,أَوْ كَصَيِّبٍ مِّنَ ٱلسَّمَآءِ فِيهِ ظُلُمَـٰتٌ وَرَعْدٌ وَبَرْقٌ يَجْعَلُونَ أَصَـٰبِعَهُمْ فِىٓ ءَاذَانِهِم مِّنَ ٱلصَّوَٰعِقِ حَذَرَ ٱلْمَوْتِ ۚ وَٱللَّهُ مُحِيطٌۢ بِٱلْكَـٰفِرِينَ,"atau seperti (orang-orang yang ditimpa) hujan lebat dari langit disertai gelap gulita, guruh, dan kilat; mereka menyumbat telinganya dengan anak jarinya karena (mendengar suara) petir, sebab takut akan mati.   Dan Allah meliputi orang-orang yang kafir.","Atau seperti (orang yang ditimpa) hujan lebat dari langit, yang disertai kegelapan, petir dan kilat. Mereka menyumbat telinga dengan jari-jarinya, (menghindari) suara petir itu karena takut mati. Allah meliputi orang-orang yang kafir.","Atau sebagai orang berdosa dari langit di mana ada ketidakadilan, ketenangan, dan kecerahan yang membuat pengorbanan mereka di dalamnya dalam kesengsaraan mereka dari orang yang merupakan kebenaran. Diperoleh oleh mereka yang kafir"
20,يَكَادُ ٱلْبَرْقُ يَخْطَفُ أَبْصَـٰرَهُمْ ۖ كُلَّمَآ أَضَآءَ لَهُم مَّشَوْا۟ فِيهِ وَإِذَآ أَظْلَمَ عَلَيْهِمْ قَامُوا۟ ۚ وَلَوْ شَآءَ ٱللَّهُ لَذَهَبَ بِسَمْعِهِمْ وَأَبْصَـٰرِهِمْ ۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Hampir-hampir kilat itu menyambar penglihatan mereka.  Setiap kali kilat itu menyinari mereka, mereka berjalan di bawah sinar itu, dan bila gelap menimpa mereka, mereka berhenti.  Jikalau Allah menghendaki, niscaya Dia melenyapkan pendengaran dan penglihatan mereka.  Sesungguhnya Allah berkuasa atas segala sesuatu.","Hampir saja kilat itu menyambar penglihatan mereka. Setiap kali (kilat itu) menyinari, mereka berjalan di bawah (sinar) itu, dan apabila gelap menerpa mereka, mereka berhenti. Sekiranya Allah menghendaki, niscaya Dia hilangkan pendengaran dan penglihatan mereka. Sungguh, Allah Mahakuasa atas segala sesuatu.","Berkat hampir diculik, dasar mereka 😂 Saya tidak menyalakan mereka dengan mereka dan brief mereka"
21,يَـٰٓأَيُّهَا ٱلنَّاسُ ٱعْبُدُوا۟ رَبَّكُمُ ٱلَّذِى خَلَقَكُمْ وَٱلَّذِينَ مِن قَبْلِكُمْ لَعَلَّكُمْ تَتَّقُونَ,"Hai manusia, sembahlah Tuhan-mu yang telah menciptakanmu dan orang-orang yang sebelummu agar kamu bertakwa.","Wahai manusia! Sembahlah Tuhanmu yang telah menciptakan kamu dan orang-orang yang sebelum kamu, agar kamu bertakwa.","O orang -orang, sembahlah Tuhanmu, yang menciptakanmu dan orang -orang di hadapanmu"
22,ٱلَّذِى جَعَلَ لَكُمُ ٱلْأَرْضَ فِرَٰشًا وَٱلسَّمَآءَ بِنَآءً وَأَنزَلَ مِنَ ٱلسَّمَآءِ مَآءً فَأَخْرَجَ بِهِۦ مِنَ ٱلثَّمَرَٰتِ رِزْقًا لَّكُمْ ۖ فَلَا تَجْعَلُوا۟ لِلَّهِ أَندَادًا وَأَنتُمْ تَعْلَمُونَ,"Dia-lah yang menjadikan bumi sebagai hamparan bagimu, dan langit sebagai atap, dan Dia menurunkan air (hujan) dari langit, lalu Dia menghasilkan dengan hujan itu segala buah-buahan sebagai rezeki untukmu; karena itu, janganlah kamu mengadakan sekutu-sekutu bagi Allah, padahal kamu mengetahui.","(Dialah) yang menjadikan bumi sebagai hamparan bagimu dan langit sebagai atap, dan Dialah yang menurunkan air (hujan) dari langit, lalu Dia hasilkan dengan (hujan) itu buah-buahan sebagai rezeki untukmu. Karena itu janganlah kamu mengadakan tandingan-tandingan bagi Allah, padahal kamu mengetahui.","Dia yang menjadikanmu bumi dengan daging dan langit dengan sedikit, dan aku turun dari langit dari langit, jadi dia akan dibawa keluar kepadanya dari gosip gosip. Buatlah untuk Tuhan, dan Anda tahu"
23,وَإِن كُنتُمْ فِى رَيْبٍ مِّمَّا نَزَّلْنَا عَلَىٰ عَبْدِنَا فَأْتُوا۟ بِسُورَةٍ مِّن مِّثْلِهِۦ وَٱدْعُوا۟ شُهَدَآءَكُم مِّن دُونِ ٱللَّهِ إِن كُنتُمْ صَـٰدِقِينَ,"Dan jika kamu (tetap) dalam keraguan tentang Al-Qur`ān yang Kami wahyukan kepada hamba Kami (Muhammad), buatlah satu surah (saja) yang semisal Al-Qur`ān itu dan ajaklah penolong-penolongmu selain Allah, jika kamu orang-orang yang benar.","Dan jika kamu meragukan (Alquran) yang kami turunkan kepada hamba Kami (Muhammad), maka buatlah satu surah semisal dengannya dan ajaklah penolong-penolongmu selain Allah, jika kamu orang-orang yang benar.","Dan jika Anda berada dalam rapper, dari apa yang telah kami ungkapkan kepada kami, maka datanglah dengan dinding yang sama, dan berdoa untuk Anda tanpa hal yang sama."
24,فَإِن لَّمْ تَفْعَلُوا۟ وَلَن تَفْعَلُوا۟ فَٱتَّقُوا۟ ٱلنَّارَ ٱلَّتِى وَقُودُهَا ٱلنَّاسُ وَٱلْحِجَارَةُ ۖ أُعِدَّتْ لِلْكَـٰفِرِينَ,"Maka jika kamu tidak dapat membuat(nya) dan pasti kamu tidak akan dapat membuat(nya), peliharalah dirimu dari neraka yang bahan bakarnya manusia dan batu, yang disediakan bagi orang-orang kafir.","Jika kamu tidak mampu membuatnya, dan (pasti) tidak akan mampu, maka takutlah kamu akan api neraka yang bahan bakarnya manusia dan batu yang disediakan bagi orang-orang kafir.","Jika Anda tidak melakukannya, dan Anda tidak akan melakukannya, maka takutlah api, dan orang -orang dari orang -orang dan batu 😂"
25,وَبَشِّرِ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ أَنَّ لَهُمْ جَنَّـٰتٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ ۖ كُلَّمَا رُزِقُوا۟ مِنْهَا مِن ثَمَرَةٍ رِّزْقًا ۙ قَالُوا۟ هَـٰذَا ٱلَّذِى رُزِقْنَا مِن قَبْلُ ۖ وَأُتُوا۟ بِهِۦ مُتَشَـٰبِهًا ۖ وَلَهُمْ فِيهَآ أَزْوَٰجٌ مُّطَهَّرَةٌ ۖ وَهُمْ فِيهَا خَـٰلِدُونَ,"Dan sampaikanlah berita gembira kepada mereka yang beriman dan berbuat baik bahwa bagi mereka disediakan surga-surga yang mengalir sungai-sungai di dalamnya.  Setiap mereka diberi rezeki buah-buahan dalam surga-surga itu, mereka mengatakan, ""Inilah yang pernah diberikan kepada kami dahulu"".  Mereka diberi buah-buahan yang serupa dan untuk mereka di dalamnya ada istri-istri yang suci dan mereka kekal di dalamnya.","Dan sampaikanlah kabar gembira kepada orang-orang yang beriman dan berbuat kebajikan, bahwa untuk mereka (disediakan) surga-surga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki buah-buahan dari surga, mereka berkata, ""Inilah rezeki yang diberikan kepada kami dahulu."" Mereka telah diberi (buah-buahan) yang serupa. Dan di sana mereka (memperoleh) pasangan-pasangan yang suci. Mereka kekal di dalamnya.","Dan berkhotbah kepada mereka yang percaya dan melakukan kebaikan bahwa mereka memiliki surga yang mengalir dari bawahnya, mereka berkata: ""Dia yang telah diberkati sebelumnya"" dan mereka bersamanya, dan mereka memiliki kekayaan."
26,۞ إِنَّ ٱللَّهَ لَا يَسْتَحْىِۦٓ أَن يَضْرِبَ مَثَلًا مَّا بَعُوضَةً فَمَا فَوْقَهَا ۚ فَأَمَّا ٱلَّذِينَ ءَامَنُوا۟ فَيَعْلَمُونَ أَنَّهُ ٱلْحَقُّ مِن رَّبِّهِمْ ۖ وَأَمَّا ٱلَّذِينَ كَفَرُوا۟ فَيَقُولُونَ مَاذَآ أَرَادَ ٱللَّهُ بِهَـٰذَا مَثَلًا ۘ يُضِلُّ بِهِۦ كَثِيرًا وَيَهْدِى بِهِۦ كَثِيرًا ۚ وَمَا يُضِلُّ بِهِۦٓ إِلَّا ٱلْفَـٰسِقِينَ,"Sesungguhnya Allah tiada segan membuat perumpamaan berupa nyamuk atau yang lebih rendah dari itu.  Adapun orang-orang yang beriman, maka mereka yakin bahwa perumpamaan itu benar dari Tuhan mereka, tetapi mereka yang kafir mengatakan, ""Apakah maksud Allah menjadikan ini untuk perumpamaan?"". Dengan perumpamaan itu banyak orang yang disesatkan Allah, dan dengan perumpamaan itu (pula) banyak orang yang diberi-Nya petunjuk.  Dan tidak ada yang disesatkan Allah kecuali orang-orang yang fasik,","Sesungguhnya Allah tidak segan membuat perumpamaan seekor nyamuk atau yang lebih kecil dari itu. Adapun orang-orang yang beriman, mereka tahu bahwa itu kebenaran dari Tuhan. Tetapi mereka yang kafir berkata, ""Apa maksud Allah dengan perumpamaan ini?"" Dengan (perumpamaan) itu banyak orang yang dibiarkan-Nya sesat, dan dengan itu banyak (pula) orang yang diberi-Nya petunjuk. Tetapi tidak ada yang Dia sesatkan dengan (perumpamaan) itu selain orang-orang fasik,","۞ Tuhan tidak malu untuk menyerang misalnya, apa itu nyamuk, jadi apa yang ada pada otoritasnya ۚ Adapun mereka yang percaya, kemudian tahu bahwa itu dari itu. Mereka yang tidak percaya, dan mereka akan berkata, “Bersedia Tuhan"
27,ٱلَّذِينَ يَنقُضُونَ عَهْدَ ٱللَّهِ مِنۢ بَعْدِ مِيثَـٰقِهِۦ وَيَقْطَعُونَ مَآ أَمَرَ ٱللَّهُ بِهِۦٓ أَن يُوصَلَ وَيُفْسِدُونَ فِى ٱلْأَرْضِ ۚ أُو۟لَـٰٓئِكَ هُمُ ٱلْخَـٰسِرُونَ,"(yaitu) orang-orang yang melanggar perjanjian Allah sesudah perjanjian itu teguh, dan memutuskan apa yang diperintahkan Allah (kepada mereka) untuk menghubungkannya, dan membuat kerusakan di muka bumi.  Mereka itulah orang-orang yang rugi.","(yaitu) orang–orang yang melanggar perjanjian Allah setelah (perjanjian) itu diteguhkan, dan memutuskan apa yang diperintahkan Allah untuk disambungkan dan berbuat kerusakan di bumi. Mereka itulah orang-orang yang rugi.","Mereka yang menangkap perjanjian Allah setelah saya, dan mereka akan terputus dari apa yang Tuhan perintahkan dia untuk terhubung dan merusak salib"
28,كَيْفَ تَكْفُرُونَ بِٱللَّهِ وَكُنتُمْ أَمْوَٰتًا فَأَحْيَـٰكُمْ ۖ ثُمَّ يُمِيتُكُمْ ثُمَّ يُحْيِيكُمْ ثُمَّ إِلَيْهِ تُرْجَعُونَ,"Mengapa kamu kafir kepada Allah? Padahal kamu tadinya mati, lalu Allah menghidupkan kamu, kemudian kamu dimatikan dan dihidupkan-Nya kembali, kemudian kepada-Nya-lah kamu dikembalikan.","Bagaimana kamu ingkar kepada Allah, padahal kamu (tadinya) mati, lalu dia menghidupkan kamu, kemudian Dia mematikan kamu lalu Dia menghidupkan kamu kembali. Kemudian kepada-Nyalah kamu dikembalikan.","Bagaimana Anda menebus Tuhan, dan Anda adalah orang fana, jadi saya akan menghidupkan kembali Anda."
29,هُوَ ٱلَّذِى خَلَقَ لَكُم مَّا فِى ٱلْأَرْضِ جَمِيعًا ثُمَّ ٱسْتَوَىٰٓ إِلَى ٱلسَّمَآءِ فَسَوَّىٰهُنَّ سَبْعَ سَمَـٰوَٰتٍ ۚ وَهُوَ بِكُلِّ شَىْءٍ عَلِيمٌ,"Dia-lah Allah yang menjadikan segala yang ada di bumi untuk kamu dan Dia berkehendak menuju langit, lalu dijadikan-Nya tujuh langit.  Dan Dia Maha Mengetahui segala sesuatu.","Dialah (Allah) yang menciptakan segala apa yang ada di bumi untuk kalian kemudian Dia menuju ke langit, lalu Dia menyempurnakannya menjadi tujuh langit. Dan Dia Maha Mengetahui segala sesuatu.",Dia adalah orang yang menciptakan untuk Anda apa yang ada dalam semua
30,وَإِذْ قَالَ رَبُّكَ لِلْمَلَـٰٓئِكَةِ إِنِّى جَاعِلٌ فِى ٱلْأَرْضِ خَلِيفَةً ۖ قَالُوٓا۟ أَتَجْعَلُ فِيهَا مَن يُفْسِدُ فِيهَا وَيَسْفِكُ ٱلدِّمَآءَ وَنَحْنُ نُسَبِّحُ بِحَمْدِكَ وَنُقَدِّسُ لَكَ ۖ قَالَ إِنِّىٓ أَعْلَمُ مَا لَا تَعْلَمُونَ,"Ingatlah ketika Tuhan-mu berfirman kepada para malaikat, ""Sesungguhnya Aku hendak menjadikan seorang khalifah di muka bumi"".  Mereka berkata, ""Mengapa Engkau hendak menjadikan (khalifah) di bumi itu orang yang akan membuat kerusakan padanya dan menumpahkan darah, padahal kami senantiasa bertasbih dengan memuji Engkau dan menyucikan Engkau?"" Tuhan berfirman, ""Sesungguhnya Aku mengetahui apa yang tidak kamu ketahui"".","Dan (ingatlah) ketika Tuhanmu berfirman kepada para Malaikat, ""Aku hendak menjadikan khalifah di bumi"". Mereka berkata, ""Apakah Engkau hendak menjadikan orang yang merusak dan menumpahkan darah di sana, sedangkan kami bertasbih memuji-Mu dan menyucikan nama-Mu?"" Dia berfirman, ""Sungguh, Aku mengetahui apa yang tidak kalian ketahui.""","Dan ketika Tuhanmu berkata kepada malaikat, kamu membuat di tanah menjadi khalifah. Kami memuji pujian Anda dan menyucikan Anda. Dia mengatakan bahwa saya tahu apa yang tidak Anda ketahui"
31,وَعَلَّمَ ءَادَمَ ٱلْأَسْمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى ٱلْمَلَـٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِى بِأَسْمَآءِ هَـٰٓؤُلَآءِ إِن كُنتُمْ صَـٰدِقِينَ,"Dan Dia mengajarkan kepada Adam nama-nama (benda-benda) seluruhnya, kemudian mengemukakannya kepada para malaikat lalu berfirman, ""Sebutkanlah kepada-Ku nama benda-benda itu jika kamu mamang benar orang-orang yang benar!""","Dan Dia ajarkan kepada Adam nama-nama (benda) semuanya, kemudian Dia perlihatkan kepada para malaikat, seraya berfirman, ""Sebutkan kepada-Ku nama semua benda ini, jika kalian yang benar!""","Dan dia tahu semua nama, lalu mereka memberikannya kepada para malaikat, jadi dia berkata bahwa aku ada di namanya"
32,قَالُوا۟ سُبْحَـٰنَكَ لَا عِلْمَ لَنَآ إِلَّا مَا عَلَّمْتَنَآ ۖ إِنَّكَ أَنتَ ٱلْعَلِيمُ ٱلْحَكِيمُ,"Mereka menjawab, ""Maha Suci Engkau, tidak ada yang kami ketahui selain dari apa yang telah Engkau ajarkan kepada kami; sesungguhnya Engkau-lah Yang Maha Mengetahui lagi Maha Bijaksana"".","Mereka menjawab, ""Mahasuci Engkau, tidak ada yang kami ketahui selain apa yang telah Engkau ajarkan kepada kami. Sungguh, Engkaulah Yang Maha Mengetahui, Mahabijaksana.""","Mereka berkata, ""Kami tidak memiliki pengetahuan tentang kami kecuali apa yang telah Anda ajarkan kepada kami""."
33,قَالَ يَـٰٓـَٔادَمُ أَنۢبِئْهُم بِأَسْمَآئِهِمْ ۖ فَلَمَّآ أَنۢبَأَهُم بِأَسْمَآئِهِمْ قَالَ أَلَمْ أَقُل لَّكُمْ إِنِّىٓ أَعْلَمُ غَيْبَ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ وَأَعْلَمُ مَا تُبْدُونَ وَمَا كُنتُمْ تَكْتُمُونَ,"Allah berfirman, ""Hai Adam, beritahukanlah kepada mereka nama-nama benda ini"".  Maka setelah diberitahukannya kepada mereka nama-nama benda itu, Allah berfirman, ""Bukankah sudah Aku katakan kepadamu bahwa sesungguhnya Aku mengetahui rahasia langit dan bumi dan mengetahui apa yang kamu lahirkan dan apa yang kamu sembunyikan?""","Dia (Allah) berfirman, ""Wahai Adam! Beritahukanlah kepada mereka nama-nama itu!"" Setelah dia (Adam) menyebutkan nama-namanya, Dia berfirman, ""Bukankah telah Aku katakan kepada kalian, bahwa Aku mengetahui rahasia langit dan bumi, dan Aku mengetahui apa yang kalian nyatakan dan apa yang kalian sembunyikan?""","Dia berkata: ""Mereka atas nama mereka"". Dan saya tahu apa yang Anda mulai dan apa diri Anda"
34,وَإِذْ قُلْنَا لِلْمَلَـٰٓئِكَةِ ٱسْجُدُوا۟ لِـَٔادَمَ فَسَجَدُوٓا۟ إِلَّآ إِبْلِيسَ أَبَىٰ وَٱسْتَكْبَرَ وَكَانَ مِنَ ٱلْكَـٰفِرِينَ,"Dan (ingatlah) ketika Kami berfirman kepada para malaikat, ""Sujud-lah kamu kepada Adam!"" Maka sujud-lah mereka kecuali Iblis; ia enggan dan takabur, dan adalah ia termasuk golongan orang-orang yang kafir.","Dan (ingatlah) ketika Kami berfirman kepada para malaikat, ""Sujudlah kalian kepada Adam!"" Maka mereka pun sujud kecuali Iblis. Ia menolak dan menyombongkan diri, dan ia termasuk golongan yang kafir.","Dan ketika kami berkata kepada para malaikat, mereka tidak menemukannya, jadi mereka tidak menemukan ayah saya, dan itu sudah tua, dan itu dari yang satu."
