verse_number,arab,king_fahd,kemenag,google_translate
11,كَدَأْبِ ءَالِ فِرْعَوْنَ وَٱلَّذِينَ مِن قَبْلِهِمْ ۚ كَذَّبُوا۟ بِـَٔايَـٰتِنَا فَأَخَذَهُمُ ٱللَّهُ بِذُنُوبِهِمْ ۗ وَٱللَّهُ شَدِيدُ ٱلْعِقَابِ,"(keadaan mereka) adalah seperti keadaan kaum Firʻawn  dan orang-orang yang sebelumnya; mereka mendustakan ayat-ayat Kami, karena itu Allah menyiksa mereka disebabkan dosa-dosa mereka.  Dan Allah sangat keras siksa-Nya.","(Keadaan mereka) seperti keadaan pengikut Fir'aun dan orang-orang yang sebelum mereka. Mereka mendustakan ayat-ayat Kami, maka Allah menyiksa mereka disebabkan dosa-dosanya. Allah sangat berat hukuman-Nya.","Sebagai Bapa Firaun dan orang -orang yang ada di hadapan mereka ۚ mereka berbohong kepada kita, maka Tuhan mengambil mereka dengan dosa dan Tuhan mereka ۗ"
12,قُل لِّلَّذِينَ كَفَرُوا۟ سَتُغْلَبُونَ وَتُحْشَرُونَ إِلَىٰ جَهَنَّمَ ۚ وَبِئْسَ ٱلْمِهَادُ,"Katakanlah kepada orang-orang yang kafir, ""Kamu pasti akan dikalahkan (di dunia ini) dan akan digiring ke dalam neraka Jahanam.  Dan itulah tempat yang seburuk-buruknya"".","Katakanlah (Muhammad) kepada orang-orang yang kafir, ""Kamu (pasti) akan dikalahkan dan digiring ke dalam neraka Jahanam. Dan itulah seburuk-buruk tempat tinggal.""","Katakan kepada mereka yang tidak mempercayai Anda, Anda akan dikuasai dan dipenuhi dengan neraka ۚ dan kesengsaraan"
13,قَدْ كَانَ لَكُمْ ءَايَةٌ فِى فِئَتَيْنِ ٱلْتَقَتَا ۖ فِئَةٌ تُقَـٰتِلُ فِى سَبِيلِ ٱللَّهِ وَأُخْرَىٰ كَافِرَةٌ يَرَوْنَهُم مِّثْلَيْهِمْ رَأْىَ ٱلْعَيْنِ ۚ وَٱللَّهُ يُؤَيِّدُ بِنَصْرِهِۦ مَن يَشَآءُ ۗ إِنَّ فِى ذَٰلِكَ لَعِبْرَةً لِّأُو۟لِى ٱلْأَبْصَـٰرِ,"Sesungguhnya telah ada tanda bagi kamu pada dua golongan yang telah bertemu (bertempur).  Segolongan berperang di jalan Allah dan (segolongan) yang lain kafir, yang dengan mata kepala melihat (seakan-akan) orang-orang muslimin dua kali jumlah mereka. Allah menguatkan dengan bantuan-Nya siapa yang dikehendaki-Nya. Sesungguhnya pada yang demikian itu terdapat pelajaran bagi orang-orang yang mempunyai mata hati.","Sungguh, telah ada tanda bagi kamu pada dua golongan yang berhadap-hadapan. Satu golongan berperang di jalan Allah dan yang lain (golongan) kafir yang melihat dengan mata kepala, bahwa mereka (golongan muslim) dua kali lipat mereka. Allah menguatkan dengan pertolongan-Nya siapa saja yang Dia kehendaki. Sungguh, pada yang demikian itu terdapat pelajaran bagi orang-orang yang mempunyai penglihatan (mata hati).",Anda telah berada dalam dua kategori etiket. Dia mendukung kemenangannya
14,زُيِّنَ لِلنَّاسِ حُبُّ ٱلشَّهَوَٰتِ مِنَ ٱلنِّسَآءِ وَٱلْبَنِينَ وَٱلْقَنَـٰطِيرِ ٱلْمُقَنطَرَةِ مِنَ ٱلذَّهَبِ وَٱلْفِضَّةِ وَٱلْخَيْلِ ٱلْمُسَوَّمَةِ وَٱلْأَنْعَـٰمِ وَٱلْحَرْثِ ۗ ذَٰلِكَ مَتَـٰعُ ٱلْحَيَوٰةِ ٱلدُّنْيَا ۖ وَٱللَّهُ عِندَهُۥ حُسْنُ ٱلْمَـَٔابِ,"Dijadikan indah pada (pandangan) manusia kecintaan kepada apa-apa yang diingini, yaitu wanita-wanita, anak-anak, harta yang banyak dari jenis emas, perak, kuda pilihan, binatang-binatang ternak, dan sawah ladang. Itulah kesenangan hidup di dunia; dan di sisi Allah-lah tempat kembali yang baik (surga).","Dijadikan tampak indah dalam pandangan manusia cinta terhadap nafsu, berupa wanita-wanita, anak-anak, harta benda yang bertumpuk dalam bentuk emas dan perak, kuda pilihan, hewan ternak dan sawah ladang. Itulah kesenangan hidup di dunia, dan di sisi Allahlah tempat kembali yang baik.","Zain untuk orang -orang cinta nafsu wanita, anak -anak, dan pangsit domain emas, anggur dan penghinaan dan pengorbanan ۗ Itulah kebaikan kehidupan dunia ini."
15,۞ قُلْ أَؤُنَبِّئُكُم بِخَيْرٍ مِّن ذَٰلِكُمْ ۚ لِلَّذِينَ ٱتَّقَوْا۟ عِندَ رَبِّهِمْ جَنَّـٰتٌ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ خَـٰلِدِينَ فِيهَا وَأَزْوَٰجٌ مُّطَهَّرَةٌ وَرِضْوَٰنٌ مِّنَ ٱللَّهِ ۗ وَٱللَّهُ بَصِيرٌۢ بِٱلْعِبَادِ,"Katakanlah, ""Inginkah aku kabarkan kepadamu apa yang lebih baik dari yang demikian itu?"" Untuk orang-orang yang bertakwa (kepada Allah), pada sisi Tuhan mereka ada surga yang mengalir dibawahnya sungai-sungai; mereka kekal didalamnya. Dan (mereka dikaruniai) istri-istri yang disucikan serta keridaan Allah.  Dan Allah Maha Melihat akan hamba-hamba-Nya.","Katakanlah, ""Maukah aku kabarkan kepadamu apa yang lebih baik dari yang demikian itu?"" Bagi orang-orang yang bertakwa (tersedia) di sisi Tuhan mereka surga-surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya, dan pasangan-pasangan yang suci, serta rida Allah. Dan Allah Maha Melihat hamba-hamba-Nya.","۞ Katakan: Aku akan memberitahumu dengan baik dari pada kamu ۚ kepada mereka yang takut padamu, dengan Tuhan mereka, taman yang membentang dari bawahnya membersihkan dan puas dengan Tuhan ۗ dan Tuhan berwawasan luas di para pelayan"
16,ٱلَّذِينَ يَقُولُونَ رَبَّنَآ إِنَّنَآ ءَامَنَّا فَٱغْفِرْ لَنَا ذُنُوبَنَا وَقِنَا عَذَابَ ٱلنَّارِ,"(Yaitu) orang-orang yang berdoa, ""Ya Tuhan kami, sesungguhnya kami telah beriman, maka ampunilah segala dosa kami dan peliharalah kami dari siksa neraka"",","(Yaitu) orang-orang yang berdoa, ""Ya Tuhan kami, kami benar-benar beriman, maka ampunilah dosa-dosa kami dan lindungilah kami dari azab neraka.""","Mereka yang mengatakan Tuhan kita, untuk kita, kita diampuni, jadi kita mengampuni kita, dosa -dosa kita dan siksaan api kita"
17,ٱلصَّـٰبِرِينَ وَٱلصَّـٰدِقِينَ وَٱلْقَـٰنِتِينَ وَٱلْمُنفِقِينَ وَٱلْمُسْتَغْفِرِينَ بِٱلْأَسْحَارِ,"(yaitu) orang-orang yang sabar, yang benar, yang tetap taat, yang menafkahkan hartanya (di jalan Allah), dan yang memohon ampun di waktu sahur.","(Juga) orang yang sabar, orang yang jujur, orang yang taat, orang yang menginfakkan hartanya, dan orang yang memohon ampunan pada waktu sebelum fajar.","Dua orang, keduanya, keduanya, keduanya dan orang -orang yang dimaafkan dan orang -orang yang dimaafkan"
18,شَهِدَ ٱللَّهُ أَنَّهُۥ لَآ إِلَـٰهَ إِلَّا هُوَ وَٱلْمَلَـٰٓئِكَةُ وَأُو۟لُوا۟ ٱلْعِلْمِ قَآئِمًۢا بِٱلْقِسْطِ ۚ لَآ إِلَـٰهَ إِلَّا هُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"Allah menyatakan bahwasanya tidak ada Tuhan (yang berhak disembah) melainkan Dia, Yang menegakkan keadilan; Para Malaikat dan orang-orang yang berilmu (juga menyatakan yang demikian itu).  Tak ada Tuhan (yang berhak disembah) melainkan Dia, Yang Maha Perkasa lagi Maha Bijaksana.","Allah menyatakan bahwa tidak ada tuhan selain Dia; (demikian pula) para malaikat dan orang berilmu yang menegakkan keadilan, tidak ada tuhan selain Dia,Yang Mahaperkasa, Mahabijaksana.",Tuhan menyaksikan bahwa dia bukan Tuhan tetapi dia dan Malik yang bijak
19,إِنَّ ٱلدِّينَ عِندَ ٱللَّهِ ٱلْإِسْلَـٰمُ ۗ وَمَا ٱخْتَلَفَ ٱلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ إِلَّا مِنۢ بَعْدِ مَا جَآءَهُمُ ٱلْعِلْمُ بَغْيًۢا بَيْنَهُمْ ۗ وَمَن يَكْفُرْ بِـَٔايَـٰتِ ٱللَّهِ فَإِنَّ ٱللَّهَ سَرِيعُ ٱلْحِسَابِ,Sesungguhnya agama (yang diridai) di sisi Allah hanyalah Islam.  Tiada berselisih orang-orang yang telah diberi Alkitab kecuali sesudah datang pengetahuan kepada mereka karena kedengkian (yang ada) di antara mereka.  Barang siapa yang kafir terhadap ayat-ayat Allah maka sesungguhnya Allah sangat cepat hisab-Nya.,"Sesungguhnya agama di sisi Allah ialah Islam. Tidaklah berselisih orang-orang yang telah diberi Kitab kecuali setelah mereka memperoleh ilmu, karena kedengkian di antara mereka. Barang siapa ingkar terhadap ayat-ayat Allah, maka sungguh, Allah sangat cepat perhitungan-Nya.","Untuk agama Allah, Tuhan adalah ۗ, dan apa yang berbeda dari mereka yang telah keluar, kecuali untuk mereka, setelah apa yang mereka datangi dia tidak percaya pada Tuhan"
20,فَإِنْ حَآجُّوكَ فَقُلْ أَسْلَمْتُ وَجْهِىَ لِلَّهِ وَمَنِ ٱتَّبَعَنِ ۗ وَقُل لِّلَّذِينَ أُوتُوا۟ ٱلْكِتَـٰبَ وَٱلْأُمِّيِّـۧنَ ءَأَسْلَمْتُمْ ۚ فَإِنْ أَسْلَمُوا۟ فَقَدِ ٱهْتَدَوا۟ ۖ وَّإِن تَوَلَّوْا۟ فَإِنَّمَا عَلَيْكَ ٱلْبَلَـٰغُ ۗ وَٱللَّهُ بَصِيرٌۢ بِٱلْعِبَادِ,"Kemudian jika mereka mendebat kamu (tentang kebenaran Islam), maka katakanlah, ""Aku menyerahkan diriku kepada Allah dan (demikian pula) orang-orang yang mengikutiku"".  Dan katakanlah kepada orang-orang yang telah diberi Alkitab dan kepada orang-orang yang umi, ""Apakah kamu (mau) masuk Islam"".  Jika mereka masuk Islam, sesungguhnya mereka telah mendapat petunjuk, dan jika mereka berpaling, maka kewajiban kamu hanyalah menyampaikan (ayat-ayat Allah).  Dan Allah Maha Melihat akan hamba-hamba-Nya.","Kemudian jika mereka membantah engkau (Muhammad) katakanlah, ""Aku berserah diri kepada Allah dan (demikian pula) orang-orang yang mengikutiku."" Dan katakanlah kepada orang-orang yang telah diberi Kitab dan kepada orang-orang buta huruf, ""Sudahkah kamu masuk Islam?"" Jika mereka masuk Islam, berarti mereka telah mendapat petunjuk, tetapi jika mereka berpaling, maka kewajibanmu hanyalah menyampaikan. Dan Allah Maha Melihat hamba-hamba-Nya.","Jika Anda menyukai Anda, katakanlah, saya akan datang kepada Tuhan, dan siapa pun yang mengikuti ۗ, dan berkata kepada mereka yang telah memberi Anda Tuhan, dan Bunda Bunda Allah sehingga mereka dipandu ۖ, dan jika Anda mengambil alih"
21,إِنَّ ٱلَّذِينَ يَكْفُرُونَ بِـَٔايَـٰتِ ٱللَّهِ وَيَقْتُلُونَ ٱلنَّبِيِّـۧنَ بِغَيْرِ حَقٍّ وَيَقْتُلُونَ ٱلَّذِينَ يَأْمُرُونَ بِٱلْقِسْطِ مِنَ ٱلنَّاسِ فَبَشِّرْهُم بِعَذَابٍ أَلِيمٍ,"Sesungguhnya orang-orang yang kafir kepada ayat-ayat Allah dan membunuh para nabi yang memang tak dibenarkan dan membunuh orang-orang yang menyuruh manusia berbuat adil, maka gembirakanlah mereka bahwa mereka akan menerima siksa yang pedih.","Sesungguhnya orang-orang yang mengingkari ayat-ayat Allah dan membunuh para nabi tanpa hak (alasan yang benar) dan membunuh orang-orang yang menyuruh manusia berbuat adil, sampaikanlah kepada mereka kabar gembira yaitu azab yang pedih.","Bagi mereka yang tidak percaya pada Tuhan dan membunuh Nabi, tanpa hak, dan membunuh mereka yang memerintahkan mereka yang diperintahkan dengan siksaan yang menyakitkan"
22,أُو۟لَـٰٓئِكَ ٱلَّذِينَ حَبِطَتْ أَعْمَـٰلُهُمْ فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ وَمَا لَهُم مِّن نَّـٰصِرِينَ,"Mereka itu adalah orang-orang yang lenyap (pahala) amal-amalnya di dunia dan akhirat, dan mereka sekali-kali tidak memperoleh penolong.","Mereka itulah orang-orang yang sia-sia pekerjaannya di dunia dan di akhirat, dan mereka tidak punya penolong.","Mereka yang telah terlihat di dunia ini dan kemewahan mereka, dan apa yang harus mereka lakukan"
23,أَلَمْ تَرَ إِلَى ٱلَّذِينَ أُوتُوا۟ نَصِيبًا مِّنَ ٱلْكِتَـٰبِ يُدْعَوْنَ إِلَىٰ كِتَـٰبِ ٱللَّهِ لِيَحْكُمَ بَيْنَهُمْ ثُمَّ يَتَوَلَّىٰ فَرِيقٌ مِّنْهُمْ وَهُم مُّعْرِضُونَ,"Tidakkah kamu memperhatikan orang-orang yang telah diberi bagian, yaitu Alkitab (Taurat), mereka diseru kepada kitab Allah supaya kitab itu menetapkan hukum diantara mereka; kemudian sebagian dari mereka berpaling, dan mereka selalu membelakangi (kebenaran).",Tidaklah engkau memperhatikan orang-orang yang telah diberi bagian Kitab (Taurat)? Mereka diajak (berpegang) pada Kitab Allah untuk memutuskan (perkara) di antara mereka. Kemudian sebagian dari mereka berpaling seraya menolak (kebenaran).,"Apakah Anda tidak melihat kepada mereka yang telah memberi Anda bagian dari Raja yang berdoa kepada Kitab Allah, sehingga ia akan menghakimi di antara mereka, maka ia akan diberkati"
24,ذَٰلِكَ بِأَنَّهُمْ قَالُوا۟ لَن تَمَسَّنَا ٱلنَّارُ إِلَّآ أَيَّامًا مَّعْدُودَٰتٍ ۖ وَغَرَّهُمْ فِى دِينِهِم مَّا كَانُوا۟ يَفْتَرُونَ,"Hal itu adalah karena mereka mengaku, ""Kami tidak akan disentuh oleh api neraka kecuali beberapa hari yang dapat dihitung"".  Mereka diperdayakan dalam agama mereka oleh apa yang selalu mereka ada-adakan.","Hal itu adalah karena mereka berkata, ""Api neraka tidak akan menyentuh kami kecuali beberapa hari saja."" Mereka terpedaya dalam agama mereka oleh apa yang mereka ada-adakan.",Itu adalah bahwa mereka mengatakan bahwa api tidak akan menyentuh kita kecuali untuk jumlah angka.
25,فَكَيْفَ إِذَا جَمَعْنَـٰهُمْ لِيَوْمٍ لَّا رَيْبَ فِيهِ وَوُفِّيَتْ كُلُّ نَفْسٍ مَّا كَسَبَتْ وَهُمْ لَا يُظْلَمُونَ,Bagaimanakah nanti apabila mereka Kami kumpulkan di hari (kiamat) yang tidak ada keraguan tentang adanya.  Dan disempurnakan kepada tiap-tiap diri balasan apa yang diusahakannya sedang mereka tidak dianiaya (dirugikan).,Bagaimana jika (nanti) mereka Kami kumpulkan pada hari (Kiamat) yang tidak diragukan kejadiannya dan kepada setiap jiwa diberi balasan yang sempurna sesuai dengan apa yang telah dikerjakannya dan mereka tidak dizalimi (dirugikan)?,"Lalu bagaimana, ketika mereka mengumpulkan mereka selama sehari, tidak ada keraguan di dalamnya, dan saya merindukan setiap jiwa dari apa yang telah didapatnya, dan mereka tidak dianiaya"
26,قُلِ ٱللَّهُمَّ مَـٰلِكَ ٱلْمُلْكِ تُؤْتِى ٱلْمُلْكَ مَن تَشَآءُ وَتَنزِعُ ٱلْمُلْكَ مِمَّن تَشَآءُ وَتُعِزُّ مَن تَشَآءُ وَتُذِلُّ مَن تَشَآءُ ۖ بِيَدِكَ ٱلْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Katakanlah, ""Wahai Tuhan Yang mempunyai kerajaan, Engkau berikan kerajaan kepada orang yang Engkau kehendaki dan Engkau cabut kerajaan dari orang yang Engkau kehendaki.  Engkau muliakan orang yang Engkau kehendaki dan Engkau hinakan orang yang Engkau kehendaki.  Di tangan Engkau-lah segala kebajikan.  Sesungguhnya Engkau Maha Kuasa atas segala sesuatu.","Katakanlah (Muhammad), ""Wahai Tuhan pemilik kekuasaan, Engkau berikan kekuasaan kapada siapa pun yang Engkau kehendaki, dan Engkau cabut kekuasaan dari siapa pun yang Engkau kehendaki. Engkau muliakan siapa pun yang Engkau kehendaki dan Engkau hinakan siapa pun yang Engkau kehendaki. Di tangan-Mu lah segala kebajikan. Sungguh, Engkau Mahakuasa atas segala sesuatu.","Katakan: Ya Tuhan, kepada Raja, Raja, siapa pun yang Anda inginkan, akan dihapus dari Raja, siapa pun yang Anda inginkan, dan Anda akan dihibur, dan Anda akan diberkati. Anda semua adalah hal"
27,تُولِجُ ٱلَّيْلَ فِى ٱلنَّهَارِ وَتُولِجُ ٱلنَّهَارَ فِى ٱلَّيْلِ ۖ وَتُخْرِجُ ٱلْحَىَّ مِنَ ٱلْمَيِّتِ وَتُخْرِجُ ٱلْمَيِّتَ مِنَ ٱلْحَىِّ ۖ وَتَرْزُقُ مَن تَشَآءُ بِغَيْرِ حِسَابٍ,"Engkau masukkan malam ke dalam siang dan Engkau masukkan siang ke dalam malam. Engkau keluarkan yang hidup dari yang mati, dan Engkau keluarkan yang mati dari yang hidup.  Dan Engkau beri rezeki siapa yang Engkau kehendaki tanpa hisab (batas)"".","Engkau masukkan malam ke dalam siang dan Engkau masukkan siang ke dalam malam. Dan Engkau keluarkan yang hidup dari yang mati, dan Engkau keluarkan yang mati dari yang hidup. Dan Engkau berikan rezeki kepada siapa yang Engkau kehendaki tanpa perhitungan.""","Anda berada di akhir hari, dan hari itu dibawa pada malam hari. Dia keluar dari akun"
28,لَّا يَتَّخِذِ ٱلْمُؤْمِنُونَ ٱلْكَـٰفِرِينَ أَوْلِيَآءَ مِن دُونِ ٱلْمُؤْمِنِينَ ۖ وَمَن يَفْعَلْ ذَٰلِكَ فَلَيْسَ مِنَ ٱللَّهِ فِى شَىْءٍ إِلَّآ أَن تَتَّقُوا۟ مِنْهُمْ تُقَىٰةً ۗ وَيُحَذِّرُكُمُ ٱللَّهُ نَفْسَهُۥ ۗ وَإِلَى ٱللَّهِ ٱلْمَصِيرُ,"Janganlah orang-orang mukmin mengambil orang-orang kafir menjadi wali dengan meninggalkan orang-orang mukmin.  Barang siapa berbuat demikian, niscaya lepaslah ia dari pertolongan Allah, kecuali karena (siasat) memelihara diri dari sesuatu yang ditakuti dari mereka.  Dan Allah memperingatkan kamu terhadap diri (siksa)-Nya.  Dan hanya kepada Allah kembali(mu).","Janganlah orang-orang beriman menjadikan orang kafir sebagai pemimpin, melainkan orang-orang beriman. Barang siapa berbuat demikian, niscaya dia tidak akan memperoleh apa pun dari Allah, kecuali karena (siasat) menjaga diri dari sesuatu yang kamu takuti dari mereka. Dan Allah memperingatkan kamu akan diri (siksa)-Nya dan hanya kepada Allah tempat kembali.","Orang -orang percaya tidak mengambil yang pertama dari orang -orang percaya tanpa orang percaya. Anda akan berhati -hati, dan Tuhan akan membantu Anda ۗ dan kepada Tuhan, takdir"
