verse_number,arab,king_fahd,kemenag,google_translate
11,هُنَالِكَ ٱبْتُلِىَ ٱلْمُؤْمِنُونَ وَزُلْزِلُوا۟ زِلْزَالًا شَدِيدًا,Di situlah diuji orang-orang mukmin dan digoncangkan (hatinya) dengan goncangan yang sangat.,Disitulah diuji orang-orang mukmin dan digoncangkan (hatinya) dengan goncangan yang dahsyat.,"Inilah orang percaya, dan mereka akan hilang."
12,وَإِذْ يَقُولُ ٱلْمُنَـٰفِقُونَ وَٱلَّذِينَ فِى قُلُوبِهِم مَّرَضٌ مَّا وَعَدَنَا ٱللَّهُ وَرَسُولُهُۥٓ إِلَّا غُرُورًا,"Dan (ingatlah) ketika orang-orang munafik dan orang-orang yang berpenyakit dalam hatinya berkata, ""Allah dan rasul-Nya tidak menjanjikan kepada kami, melainkan tipu daya"".","Dan (ingatlah) ketika orang-orang munafik dan orang-orang yang hatinya berpenyakit berkata, ""Yang dijanjikan Allah dan Rasul-Nya kepada kami hanya tipu daya belaka.""",Dan ketika mereka berkata kepada mereka yang ada di hati mereka dan mereka yang ada di hati mereka
13,وَإِذْ قَالَت طَّآئِفَةٌ مِّنْهُمْ يَـٰٓأَهْلَ يَثْرِبَ لَا مُقَامَ لَكُمْ فَٱرْجِعُوا۟ ۚ وَيَسْتَـْٔذِنُ فَرِيقٌ مِّنْهُمُ ٱلنَّبِىَّ يَقُولُونَ إِنَّ بُيُوتَنَا عَوْرَةٌ وَمَا هِىَ بِعَوْرَةٍ ۖ إِن يُرِيدُونَ إِلَّا فِرَارًا,"Dan (ingatlah) ketika segolongan di antara mereka berkata, ""Hai penduduk Yaṡrib (Madinah), tidak ada tempat bagimu, maka kembalilah kamu"".  Dan sebagian dari mereka minta izin kepada nabi (untuk kembali pulang) dengan berkata, ""Sesungguhnya rumah-rumah kami terbuka (tidak ada penjaga)"". Dan rumah-rumah itu sekali-kali tidak terbuka, mereka tidak lain hanya hendak lari.","Dan (ingatlah) ketika segolongan di antara mereka berkata, ""Wahai penduduk Yasrib (Madinah)! Tidak ada tempat bagimu, maka kembalilah kamu."" Dan sebagian dari mereka meminta izin kepada Nabi (untuk kembali pulang) dengan berkata, ""Sesungguhnya rumah-rumah kami terbuka (tidak ada penjaga)."" Padahal rumah-rumah itu tidak terbuka, mereka hanyalah hendak lari.","Dan ketika salah satu dari mereka berkata, “Dia akan dibesarkan, tidak ada tempat untuk Anda, jadi kembalikan ۚ dan Anda akan menjadi teman mereka. Dan apa itu dengan NAAFRA 😂 jika mereka hanya ingin orang benar benar"
14,وَلَوْ دُخِلَتْ عَلَيْهِم مِّنْ أَقْطَارِهَا ثُمَّ سُئِلُوا۟ ٱلْفِتْنَةَ لَـَٔاتَوْهَا وَمَا تَلَبَّثُوا۟ بِهَآ إِلَّا يَسِيرًا,"Kalau (Yaṡrib) diserang dari segala penjuru, kemudian diminta kepada mereka supaya murtad , niscaya mereka mengerjakannya dan mereka tiada akan menunda untuk murtad itu, melainkan dalam waktu yang singkat.","Dan kalau (Yasrib) diserang dari segala penjuru, dan mereka diminta agar membuat kekacauan, niscaya mereka mengerjakannya; dan hanya sebentar saja mereka menunggu.","Dan jika mereka dimasukkan dari mereka dari jarak, maka mereka diminta, dan mereka tidak akan."
15,وَلَقَدْ كَانُوا۟ عَـٰهَدُوا۟ ٱللَّهَ مِن قَبْلُ لَا يُوَلُّونَ ٱلْأَدْبَـٰرَ ۚ وَكَانَ عَهْدُ ٱللَّهِ مَسْـُٔولًا,"Dan sesungguhnya mereka sebelum itu telah berjanji kepada Allah, ""Mereka tidak akan berbalik ke belakang (mundur)"".  Dan adalah perjanjian dengan Allah akan diminta pertanggunganjawabnya.","Dan sungguh, mereka sebelum itu telah berjanji kepada Allah, tidak akan berbalik ke belakang (mundur). Dan perjanjian dengan Allah akan diminta pertanggung jawabannya.",Dan mereka adalah yang terbaik dari Allah sebelum mereka tidak mempelajari literatur ۚ dan perjanjian
16,قُل لَّن يَنفَعَكُمُ ٱلْفِرَارُ إِن فَرَرْتُم مِّنَ ٱلْمَوْتِ أَوِ ٱلْقَتْلِ وَإِذًا لَّا تُمَتَّعُونَ إِلَّا قَلِيلًا,"Katakanlah, ""Lari itu sekali-kali tidaklah berguna bagimu, jika kamu melarikan diri dari kematian atau pembunuhan dan jika (kamu terhindar dari kematian) kamu tidak juga akan mengecap kesenangan, kecuali sebentar saja"".","Katakanlah (Muhammad), ""Lari tidaklah berguna bagimu, jika kamu melarikan diri dari kematian atau pembunuhan, dan jika demikian (kamu terhindar dari kematian) kamu hanya akan mengecap kesenangan sebentar saja.""","Katakan: lari tidak akan menguntungkan Anda, jika Anda mengusir Anda dari kematian atau membunuh, dan jika Anda hanya bisa menikmati sedikit"
17,قُلْ مَن ذَا ٱلَّذِى يَعْصِمُكُم مِّنَ ٱللَّهِ إِنْ أَرَادَ بِكُمْ سُوٓءًا أَوْ أَرَادَ بِكُمْ رَحْمَةً ۚ وَلَا يَجِدُونَ لَهُم مِّن دُونِ ٱللَّهِ وَلِيًّا وَلَا نَصِيرًا,"Katakanlah, ""Siapakah yang dapat melindungi kamu dari (takdir) Allah jika Dia menghendaki bencana atasmu atau menghendaki rahmat untuk dirimu?"" Dan orang-orang munafik itu tidak memperoleh bagi mereka pelindung dan penolong selain Allah.","Katakanlah, ""Siapakah yang dapat melindungi kamu dari (ketentuan) Allah jika Dia menghendaki bencana atasmu atau menghendaki rahmat untuk dirimu?"" Mereka itu tidak akan mendapatkan pelindung dan penolong selain Allah.","Katakan: Siapa pun yang tidak mematuhi Anda dari Tuhan, jika Dia menginginkan Anda bersama atau menginginkan belas kasihan kepada Anda ۚ dan mereka tidak menemukannya tanpa ada yang"
18,۞ قَدْ يَعْلَمُ ٱللَّهُ ٱلْمُعَوِّقِينَ مِنكُمْ وَٱلْقَآئِلِينَ لِإِخْوَٰنِهِمْ هَلُمَّ إِلَيْنَا ۖ وَلَا يَأْتُونَ ٱلْبَأْسَ إِلَّا قَلِيلًا,"Sesungguhnya Allah mengetahui orang-orang yang menghalang-halangi di antara kamu dan orang-orang yang berkata kepada saudara-saudaranya, ""Marilah kepada kami"".  Dan mereka tidak mendatangi peperangan, melainkan sebentar.","Sungguh, Allah mengetahui orang-orang yang menghalang-halangi di antara kamu dan orang yang berkata kepada saudara-saudaranya, ""Marilah bersama kami."" Tetapi mereka datang berperang hanya sebentar,","۞ Tuhan telah mengetahui dari Anda dan mereka yang untuk saudara -saudaranya, yang bukan untuk kita."
19,أَشِحَّةً عَلَيْكُمْ ۖ فَإِذَا جَآءَ ٱلْخَوْفُ رَأَيْتَهُمْ يَنظُرُونَ إِلَيْكَ تَدُورُ أَعْيُنُهُمْ كَٱلَّذِى يُغْشَىٰ عَلَيْهِ مِنَ ٱلْمَوْتِ ۖ فَإِذَا ذَهَبَ ٱلْخَوْفُ سَلَقُوكُم بِأَلْسِنَةٍ حِدَادٍ أَشِحَّةً عَلَى ٱلْخَيْرِ ۚ أُو۟لَـٰٓئِكَ لَمْ يُؤْمِنُوا۟ فَأَحْبَطَ ٱللَّهُ أَعْمَـٰلَهُمْ ۚ وَكَانَ ذَٰلِكَ عَلَى ٱللَّهِ يَسِيرًا,"Mereka bakhil terhadapmu, apabila datang ketakutan (bahaya), kamu lihat mereka itu memandang kepadamu dengan mata yang terbalik-balik seperti orang yang pingsan karena akan mati, dan apabila ketakutan telah hilang, mereka mencaci kamu dengan lidah yang tajam, sedang mereka bakhil untuk berbuat kebaikan.  Mereka itu tidak beriman, maka Allah menghapuskan (pahala) amalnya.  Dan yang demikian itu adalah mudah bagi Allah.","mereka kikir terhadapmu. Apabila datang ketakutan (bahaya), kamu lihat mereka itu memandang kepadamu dengan mata yang terbalik-balik seperti orang yang pingsan karena akan mati, dan apabila ketakutan telah hilang, mereka mencaci kamu dengan lidah yang tajam, sedang mereka kikir untuk berbuat kebaikan. Mereka itu tidak beriman, maka Allah menghapus amalnya. Dan yang demikian itu mudah bagi Allah.","Diam padamu 😂 Jadi ketika ketakutan datang kepadamu, kamu melihat mereka memandangmu, mata mereka akan menjadi seperti mereka yang tertipu olehnya. Ketakutan, kedamaian berada di atas Anda, dengan tahun yang berdedikasi, yang jelas bagi kebaikan. Memfasilitasi"
20,يَحْسَبُونَ ٱلْأَحْزَابَ لَمْ يَذْهَبُوا۟ ۖ وَإِن يَأْتِ ٱلْأَحْزَابُ يَوَدُّوا۟ لَوْ أَنَّهُم بَادُونَ فِى ٱلْأَعْرَابِ يَسْـَٔلُونَ عَنْ أَنۢبَآئِكُمْ ۖ وَلَوْ كَانُوا۟ فِيكُم مَّا قَـٰتَلُوٓا۟ إِلَّا قَلِيلًا,"Mereka mengira (bahwa) golongan-golongan yang bersekutu itu belum pergi dan jika golongan-golongan yang bersekutu itu datang kembali, niscaya mereka ingin berada di dusun-dusun bersama-sama orang Arab Badui, sambil menanya-nanyakan tentang berita-beritamu.  Dan sekiranya mereka berada bersama kamu, mereka tidak akan berperang, melainkan sebentar saja.","Mereka mengira (bahwa) golongan-golongan (yang bersekutu) itu belum pergi, dan jika golongan-golongan (yang bersekutu) itu datang kembali, niscaya mereka ingin berada di dusun-dusun bersama-sama orang Arab Badui, sambil menanyakan berita tentang kamu. Dan sekiranya mereka berada bersamamu, mereka tidak akan berperang, melainkan sebentar saja.","Mereka menghitung partai, dan mereka tidak pergi ke mereka. Mereka adalah apa yang mereka lakukan, kecuali beberapa"
21,لَّقَدْ كَانَ لَكُمْ فِى رَسُولِ ٱللَّهِ أُسْوَةٌ حَسَنَةٌ لِّمَن كَانَ يَرْجُوا۟ ٱللَّهَ وَٱلْيَوْمَ ٱلْـَٔاخِرَ وَذَكَرَ ٱللَّهَ كَثِيرًا,Sesungguhnya telah ada pada (diri) Rasulullah itu suri teladan yang baik bagimu (yaitu) bagi orang yang mengharap (rahmat) Allah dan (kedatangan) hari kiamat dan dia banyak menyebut Allah.,"Sungguh, telah ada pada (diri) Rasulullah itu suri teladan yang baik bagimu (yaitu) bagi orang yang mengharap (rahmat) Allah dan (kedatangan) hari Kiamat dan yang banyak mengingat Allah.","Anda telah berada di utusan Tuhan, tingkat yang baik dari mereka yang diharapkan untuk Tuhan dan hari itu, dan kenangan Tuhan"
22,وَلَمَّا رَءَا ٱلْمُؤْمِنُونَ ٱلْأَحْزَابَ قَالُوا۟ هَـٰذَا مَا وَعَدَنَا ٱللَّهُ وَرَسُولُهُۥ وَصَدَقَ ٱللَّهُ وَرَسُولُهُۥ ۚ وَمَا زَادَهُمْ إِلَّآ إِيمَـٰنًا وَتَسْلِيمًا,"Dan tatkala orang-orang mukmin melihat golongan-golongan yang bersekutu itu, mereka berkata, ""Inilah yang dijanjikan Allah dan rasul-Nya  kepada kita"".  Dan benarlah Allah dan rasul-Nya.  Dan yang demikian itu, tidaklah menambah kepada mereka, kecuali iman dan ketundukan.","Dan ketika orang-orang mukmin melihat golongan-golongan (yang bersekutu) itu, mereka berkata, ""Inilah yang dijanjikan Allah dan Rasul-Nya kepada kita."" Dan benarlah Allah dan Rasul-Nya. Dan yang demikian itu menambah keimanan dan keislaman mereka.","Dan ketika orang -orang percaya dilihat oleh partai -partai, mereka berkata, “Inilah yang Tuhan dan Utusan -Nya menjanjikan kita dan ketulusan Allah dan Utusan Allah dan Utusan Allah"
23,مِّنَ ٱلْمُؤْمِنِينَ رِجَالٌ صَدَقُوا۟ مَا عَـٰهَدُوا۟ ٱللَّهَ عَلَيْهِ ۖ فَمِنْهُم مَّن قَضَىٰ نَحْبَهُۥ وَمِنْهُم مَّن يَنتَظِرُ ۖ وَمَا بَدَّلُوا۟ تَبْدِيلًا,"Di antara orang-orang mukmin itu, ada orang-orang yang menepati apa yang telah mereka janjikan kepada Allah, maka di antara mereka ada yang gugur.  Dan di antara mereka, ada (pula) yang menunggu-nunggu dan mereka tidak mengubah (janjinya),","Di antara orang-orang mukmin itu ada orang-orang yang menepati apa yang telah mereka janjikan kepada Allah. Dan di antara mereka ada yang gugur, dan di antara mereka ada (pula) yang menunggu-nunggu dan mereka sedikit pun tidak mengubah (janjinya),","Dari orang -orang percaya, manusia percaya apa yang telah mereka pandu, Tuhan memberkati dia."
24,لِّيَجْزِىَ ٱللَّهُ ٱلصَّـٰدِقِينَ بِصِدْقِهِمْ وَيُعَذِّبَ ٱلْمُنَـٰفِقِينَ إِن شَآءَ أَوْ يَتُوبَ عَلَيْهِمْ ۚ إِنَّ ٱللَّهَ كَانَ غَفُورًا رَّحِيمًا,"supaya Allah memberikan balasan kepada orang-orang yang benar itu karena kebenarannya dan menyiksa orang munafik, jika dikehendaki-Nya atau menerima tobat mereka.  Sesungguhnya Allah adalah Maha Pengampun lagi Maha Penyayang.","agar Allah memberikan balasan kepada orang-orang yang benar itu karena kebenarannya, dan mengazab orang munafik jika Dia kehendaki, atau menerima tobat mereka. Sungguh, Allah Maha Pengampun, Maha Penyayang.",Semoga Tuhan memberi penghargaan kepada diri mereka sendiri dengan kejujuran dan menyiksa mereka yang secara konsisten jika dia mau atau bertobat kepada mereka.
25,وَرَدَّ ٱللَّهُ ٱلَّذِينَ كَفَرُوا۟ بِغَيْظِهِمْ لَمْ يَنَالُوا۟ خَيْرًا ۚ وَكَفَى ٱللَّهُ ٱلْمُؤْمِنِينَ ٱلْقِتَالَ ۚ وَكَانَ ٱللَّهُ قَوِيًّا عَزِيزًا,"Dan Allah menghalau orang-orang yang kafir itu yang keadaan mereka penuh kejengkelan, (lagi) mereka tidak memperoleh keuntungan apa pun.  Dan Allah menghindarkan orang-orang mukmin dari peperangan .  Dan adalah Allah Maha Kuat lagi Maha Perkasa.","Dan Allah menghalau orang-orang kafir itu yang mereka penuh memendam kejengkelan, karena mereka (juga) tidak memperoleh keuntungan apa pun. Cukuplah Allah (yang menolong) menghindarkan orang-orang mukmin dalam peperangan. Dan Allah Mahakuat, Mahaperkasa.","Dan tanggapan Tuhan, mereka yang tidak percaya dengan kemarahan mereka, dan mereka tidak menjadi baik."
26,وَأَنزَلَ ٱلَّذِينَ ظَـٰهَرُوهُم مِّنْ أَهْلِ ٱلْكِتَـٰبِ مِن صَيَاصِيهِمْ وَقَذَفَ فِى قُلُوبِهِمُ ٱلرُّعْبَ فَرِيقًا تَقْتُلُونَ وَتَأْسِرُونَ فَرِيقًا,Dan Dia menurunkan orang-orang ahli kitab (Bani Qurayẓah) yang membantu golongan-golongan yang bersekutu dari benteng-benteng mereka dan Dia memasukkan rasa takut ke dalam hati mereka. Sebagian mereka kamu bunuh dan sebagian yang lain kamu tawan .,"Dan Dia menurunkan orang-orang Ahli Kitab (Bani Quraiẓah) yang membantu mereka (golongan-golongan yang bersekutu) dari benteng-benteng mereka, dan Dia memasukkan rasa takut ke dalam hati mereka. Sebagian mereka kamu bunuh dan sebagian yang lain kamu tawan.","Dan mereka yang tidak adil dari orang -orang dari orang -orang dari kehendak mereka dan memfitnah di hati mereka di hati mereka, sekelompok orang yang membunuh dan membunuh dan membunuh dan membunuh dan dibunuh"
27,وَأَوْرَثَكُمْ أَرْضَهُمْ وَدِيَـٰرَهُمْ وَأَمْوَٰلَهُمْ وَأَرْضًا لَّمْ تَطَـُٔوهَا ۚ وَكَانَ ٱللَّهُ عَلَىٰ كُلِّ شَىْءٍ قَدِيرًا,"Dan Dia mewariskan kepada kamu tanah-tanah, rumah-rumah, dan harta benda mereka, dan (begitu pula) tanah yang belum kamu injak .  Dan adalah Allah Maha Kuasa terhadap segala sesuatu.","Dan Dia mewariskan kepadamu tanah-tanah, rumah-rumah dan harta benda mereka, dan (begitu pula) tanah yang belum kamu injak. Dan Allah Mahakuasa terhadap segala sesuatu.","Dan saya akan mewarisi mereka, penyakit mereka, penderitaan mereka, dan tanah mereka, dan tanah yang tidak Anda miliki."
28,يَـٰٓأَيُّهَا ٱلنَّبِىُّ قُل لِّأَزْوَٰجِكَ إِن كُنتُنَّ تُرِدْنَ ٱلْحَيَوٰةَ ٱلدُّنْيَا وَزِينَتَهَا فَتَعَالَيْنَ أُمَتِّعْكُنَّ وَأُسَرِّحْكُنَّ سَرَاحًا جَمِيلًا,"Hai Nabi, katakanlah kepada istri-istrimu, ""Jika kamu sekalian mengingini kehidupan dunia dan perhiasannya, maka marilah supaya kuberikan kepadamu mutah dan aku ceraikan kamu dengan cara yang baik.","Wahai Nabi! Katakanlah kepada istri-istrimu, ""Jika kamu menginginkan kehidupan di dunia dan perhiasannya, maka kemarilah agar kuberikan kepadamu mut'ah dan aku ceraikan kamu dengan cara yang baik.""","Oh, nabi, katakan bahwa Anda akan diberkati, jika Anda menginginkan kehidupan dunia ini, dan perhiasannya, sehingga Anda akan diberkati, dan Anda akan diberkati, dan Anda akan diberkati."
29,وَإِن كُنتُنَّ تُرِدْنَ ٱللَّهَ وَرَسُولَهُۥ وَٱلدَّارَ ٱلْـَٔاخِرَةَ فَإِنَّ ٱللَّهَ أَعَدَّ لِلْمُحْسِنَـٰتِ مِنكُنَّ أَجْرًا عَظِيمًا,"Dan jika kamu sekalian menghendaki (keridaan) Allah dan rasulnya-Nya serta (kesenangan) di negeri akhirat, maka sesungguhnya Allah menyediakan bagi siapa yang berbuat baik di antaramu pahala yang besar.","Dan jika kamu menginginkan Allah dan Rasul-Nya dan negeri akhirat, maka sesungguhnya Allah menyediakan pahala yang besar bagi siapa yang berbuat baik diantara kamu.","Dan jika Anda menginginkan Tuhan dan utusan -Nya dan rumah mewah, maka Tuhan dianggap sebagai yang terbaik dari Anda"
