nomor_ayat,google_translate
64,"Dan Kami tidak mengutus seorang rasul pun, melainkan untuk ditaati dengan izin Allah. Dan seandainya mereka datang kepadamu (Muhammad) ketika mereka menganiaya diri mereka sendiri, lalu memohon ampunan kepada Allah, dan Rasul pun memohonkan ampunan bagi mereka, niscaya mereka mendapati Allah Maha Pengampun lagi Maha Penyayang."
65," Maka demi Tuhanmu, mereka tidak akan beriman, hingga mereka menjadikan kamu (Muhammad) memutuskan perkara tentang apa yang mereka perselisihkan di antara mereka, kemudian mereka tidak merasa gentar terhadap apa yang telah kamu putuskan itu, dan mereka pun tunduk patuh."
66,"Dan seandainya Kami tetapkan kepada mereka, ""Bunuhlah dirimu"" atau ""Keluarlah dari rumahmu,"" niscaya mereka tidak akan melakukannya, kecuali sebagian kecil dari mereka. Seandainya mereka mengerjakan apa yang dianjurkan kepada mereka, niscaya itu lebih baik bagi mereka dan lebih kokoh kedudukannya."
67, Dan kemudian benar-benar Kami berikan kepada mereka pahala yang besar dari sisi Kami.
68, Dan Kami tunjukkan mereka kepada jalan yang lurus.
69," Dan barangsiapa yang menaati Allah dan Rasul-Nya, mereka akan bersama orang-orang yang telah Allah berikan nikmat, yaitu para nabi, orang-orang yang menegakkan kebenaran, para syuhada, dan orang-orang yang saleh. Dan mereka adalah sebaik-baik sahabat."
70,"Yang demikian itu adalah karunia Allah, dan cukuplah Allah sebagai Maha Mengetahui."
71," Hai orang-orang yang beriman, berjaga-jagalah dan berangkatlah kamu berangkat secara berkelompok atau berangkatlah kamu bersama-sama."
72," Dan sesungguhnya, di antara kamu ada orang yang berlambat-lambat. Tetapi jika kamu ditimpa musibah, ia berkata, ""Allah telah memberikan karunia kepadaku, karena aku tidak menjadi saksi bersama mereka."""
73," Dan seandainya datang kepadamu karunia dari Allah, niscaya mereka akan berkata, ""Seolah-olah tidak pernah ada rasa kasih sayang antara kamu dan dia. Alangkah baiknya kalau aku bersama-sama dengan mereka, niscaya aku memperoleh kemenangan yang besar."""
74,"۞ Hendaklah mereka yang menukar kehidupan dunia dengan kehidupan akhirat berperang di jalan Allah. Dan barangsiapa yang berperang di jalan Allah lalu terbunuh atau memperoleh kemenangan, maka Kami akan memberinya pahala yang besar."
75," Dan apa sebabnya kamu tidak mau berperang di jalan Allah dan di jalan orang-orang yang teraniaya, baik laki-laki, perempuan dan anak-anak? Kamu berdoa: ""Ya Tuhan kami, keluarkan kami dari negeri ini yang penduduknya zalim, dan jadikanlah bagi kami pelindung dari sisi-Mu, dan jadikanlah bagi kami penolong dari sisi-Mu."""
76,"Orang-orang yang beriman berperang di jalan Allah, dan orang-orang yang kafir berperang di jalan tuhan-tuhan palsu. Maka perangilah sekutu-sekutu setan. Sesungguhnya tipu daya setan itu selalu lemah."
77,"Tidakkah kamu perhatikan orang-orang yang diperintahkan, ""Tahanlah tanganmu, dirikanlah salat, dan bayarkanlah zakat?"" Maka tatkala perang ditetapkan atas mereka, tiba-tiba sebagian dari mereka takut kepada manusia sebagaimana mereka takut kepada Allah, atau bahkan lebih takut lagi. Mereka berkata, ""Ya Tuhan kami, mengapa Engkau menetapkan perang bagi kami? Mengapa Engkau tidak menunda (kematian) kami barang sebentar saja?"" Katakanlah, ""Kesenangan dunia itu sedikit, dan akhirat itu lebih baik bagi orang-orang yang bertakwa. Dan kamu tidak akan dianiaya, walaupun sehelai benang pun."""
78,"Di mana pun kamu berada, kematian akan menjemputmu, meskipun kamu berada di dalam menara yang tinggi. Dan jika mereka ditimpa kebaikan, mereka berkata, ""Ini dari sisi Allah,"" dan jika mereka ditimpa keburukan, mereka berkata, ""Ini dari sisimu."" Katakanlah, ""Semuanya dari sisi Allah."" Maka apa gerangan yang menimpa orang-orang ini, sehingga mereka hampir tidak mengerti sepatah kata pun?"
79," Kebaikan apa pun yang menimpamu adalah dari Allah, dan keburukan apa pun yang menimpamu adalah dari dirimu sendiri. Dan Kami telah mengutus kamu (Muhammad) kepada manusia sebagai seorang rasul, dan cukuplah Allah sebagai saksi."
80,"Barangsiapa menaati Rasul, maka ia telah menaati Allah. Dan barangsiapa yang berpaling, maka Kami tidak mengutus kamu sebagai pelindung bagi mereka."
81," Dan mereka berkata, ""Kami taat,"" tetapi ketika mereka meninggalkanmu, segolongan dari mereka membuat rencana jahat yang berbeda dari apa yang kamu katakan. Dan Allah mencatat apa yang mereka rencanakan, maka menjauhlah dari mereka dan bertawakallah kepada Allah. Dan cukuplah Allah sebagai Pemelihara."
82," Maka apakah mereka tidak memperhatikan Al-Qur'an dengan saksama? Seandainya Al-Qur'an itu bukan dari Allah, niscaya mereka akan menemukan banyak pertentangan di dalamnya."
83,"Dan apabila datang kepada mereka berita tentang rasa aman atau ketakutan, mereka pun menyiarkannya. Seandainya mereka menyampaikannya kepada Rasulullah atau kepada para pemuka agama di antara mereka, niscaya orang-orang yang menyelidikinya di antara mereka akan mengetahuinya. Seandainya bukan karena karunia dan rahmat Allah kepadamu, niscaya kamu mengikuti setan, kecuali sebagian kecil saja."
84, Maka berperanglah di jalan Allah; kamu tidak akan dituntut kecuali atas dirimu sendiri. Dan ajaklah orang-orang yang beriman; mudah-mudahan Allah akan menahan kekerasan orang-orang kafir. Dan Allah lebih keras dalam kekerasan dan lebih keras dalam pembalasan.
85,"Barangsiapa memberi syafaat untuk kebaikan, maka ia akan mendapat bagiannya, dan barangsiapa memberi syafaat untuk keburukan, maka ia akan mendapat bagiannya. Dan Allah Maha Mengetahui segala sesuatu."
86," Dan jika kamu diberi salam, maka balaslah dengan salam yang lebih baik darinya, atau (minimal) balaslah dengan salam yang sama. Sesungguhnya Allah Maha Menghitung segala sesuatu."
87," Allah - tidak ada Tuhan selain Dia. Dia pasti akan mengumpulkan kalian pada Hari Kiamat, yang tidak ada keraguan padanya. Dan siapakah yang lebih benar perkataannya daripada Allah?"
88,"۞ Maka apa urusanmu sehingga kamu terbagi menjadi dua golongan berkenaan dengan orang-orang munafik, padahal Allah telah mengusir mereka karena perbuatan mereka? Apakah kamu ingin memberi petunjuk kepada orang yang telah disesatkan Allah? Dan barangsiapa yang disesatkan Allah, kamu sekali-kali tidak akan memperoleh jalan baginya."
89," Mereka ingin agar kamu menjadi kafir sebagaimana mereka telah kafir, agar kamu menjadi sama. Maka janganlah kamu mengambil sekutu dari antara mereka, sebelum mereka berhijrah di jalan Allah. Jika mereka berpaling, maka tangkaplah mereka dan bunuhlah mereka di mana saja kamu jumpai mereka. Dan janganlah kamu mengambil dari antara mereka seorang pun sekutu dan penolong."
90,"Kecuali orang-orang yang menggabungkan diri dengan suatu kaum di antara kamu yang telah ada perjanjian, atau yang datang kepadamu, sementara hati mereka enggan untuk memerangi kamu atau memerangi kaum mereka sendiri. Seandainya Allah menghendaki, niscaya Dia memberi mereka kekuasaan atasmu, dan tentulah mereka memerangi kamu. Tetapi jika mereka meninggalkanmu dan tidak memerangi kamu serta menawarkan perdamaian kepadamu, maka Allah sekali-kali tidak memberimu jalan untuk melawan mereka."
91,"Kamu akan menemukan orang-orang lain yang ingin merasa aman darimu dan merasa aman dari kaum mereka. Setiap kali mereka kembali dianiaya, mereka terjerumus ke dalamnya. Tetapi jika mereka tidak menarik diri darimu dan menawarkan perdamaian kepadamu serta menahan tangan mereka, maka tangkaplah mereka dan bunuhlah mereka di mana saja kamu menemukan mereka. Dan atas mereka, Kami telah memberimu wewenang. Dengan menjelaskan"
92,"Tidaklah pantas bagi seorang mukmin untuk membunuh seorang mukmin kecuali karena kelalaian. Dan barangsiapa yang membunuh seorang mukmin karena kelalaian, maka ia wajib memerdekakan seorang budak mukmin dan membayar tebusan kepada keluarganya, kecuali mereka telah bertaubat. Tetapi jika ia dari kaum yang memusuhimu, sedangkan ia seorang mukmin, maka ia wajib memerdekakan seorang budak mukmin. Dan jika ia dari kaum yang telah ada perjanjian antara kamu dan dia, maka ia wajib tebusan. (Tunai) diserahkan kepada keluarganya dan (pula) memerdekakan seorang budak mukmin. Tetapi barangsiapa tidak memperoleh sesuatu pun, maka ia wajib berpuasa dua bulan berturut-turut sebagai taubat dari Allah. Dan Allah Maha Mengetahui lagi Maha Bijaksana."
93,"Dan barangsiapa yang membunuh seorang mukmin dengan sengaja, maka balasannya ialah Jahannam. Dia kekal di dalamnya. Dan Allah murka kepadanya, melaknatnya, dan menyediakan baginya azab yang besar."
94," Wahai orang-orang yang beriman, jika kamu berangkat di jalan Allah, periksalah dan janganlah kamu mengatakan kepada orang yang menawarkan perdamaian kepadamu, ""Kamu bukan orang beriman,"" karena kamu hanya mencari harta dunia. Padahal di sisi Allah ada banyak harta rampasan. Demikianlah keadaanmu sebelumnya, kemudian Allah memberikan nikmat kepadamu, maka periksalah. Sesungguhnya Allah Maha Mengetahui lagi Maha Bijaksana. Dia Maha Mengetahui apa yang kamu kerjakan."
95,Tidaklah sama orang-orang mukmin yang duduk (di rumah) dengan orang-orang yang berjihad di jalan Allah dengan harta dan jiwa mereka. Allah telah melebihkan orang-orang yang berjihad dengan harta dan jiwa mereka atas orang-orang yang duduk (di rumah) beberapa derajat. Dan Allah telah menjanjikan yang terbaik bagi mereka. Dan Allah telah melebihkan bagi orang-orang yang berjihad pahala yang besar atas orang-orang yang duduk (di rumah).
96," derajat dari-Nya, ampunan dan rahmat. Dan Allah Maha Pengampun lagi Maha Penyayang."
97,"Sesungguhnya orang-orang yang dijemput malaikat dalam kematian, sedang mereka sendiri menganiaya diri mereka sendiri, mereka bertanya, ""Bagaimana keadaanmu?"" Mereka menjawab, ""Kami telah dianiaya di bumi."" Mereka bertanya, ""Bukankah bumi Allah itu luas sehingga kamu dapat berhijrah di sana?"" Bagi mereka, tempat mereka adalah Jahannam, dan Jahannam itu seburuk-buruk tempat kembali."
98," Kecuali orang-orang tertindas di antara laki-laki, perempuan, dan anak-anak yang tidak dapat merancang rencana dan juga tidak ditunjukkan jalan."
99, Mereka itulah orang-orang yang Allah ampuni. Dan Allah Maha Pengampun lagi Maha Pengampun.
