nomor_ayat,google_translate
21," Hai sekalian manusia, sembahlah Tuhanmu yang telah menciptakan kamu dan orang-orang sebelum kamu, supaya kamu bertakwa."
22,"Dialah yang menjadikan bumi sebagai hamparan bagimu dan langit sebagai atap, dan yang menurunkan air dari langit, lalu Dia hasilkan dengan air itu berbagai buah-buahan sebagai rezeki bagimu. Maka janganlah kamu mempersekutukan Allah, padahal kamu mengetahui."
23," Dan jika kamu berada dalam keraguan tentang apa yang telah Kami turunkan kepada hamba Kami, maka buatlah satu surat yang semisal dengannya dan ajaklah saksi-saksimu selain Allah, jika kamu orang-orang yang benar."
24," Maka jika kamu tidak dapat mengerjakannya, dan kamu sekali-kali tidak akan mampu, maka peliharalah dirimu dari api neraka yang bahan bakarnya adalah manusia dan batu, yang disediakan untuk orang-orang kafir."
25,"Dan sampaikanlah kabar gembira kepada orang-orang yang beriman dan mengerjakan amal saleh bahwa mereka akan memperoleh surga yang mengalir di bawahnya sungai-sungai. Setiap kali mereka diberi rezeki dari buah-buahan di sana, mereka berkata, ""Inilah rezeki yang telah kami terima sebelumnya."" Dan mereka akan diberi yang serupa dengannya. Dan mereka akan memperoleh istri-istri yang suci di dalamnya, dan mereka kekal di dalamnya."
26,"Sesungguhnya Allah tidak malu membuat perumpamaan, yaitu perumpamaan seekor nyamuk atau yang lebih besar dari itu. Adapun orang-orang yang beriman, mereka yakin bahwa perumpamaan itu benar dari Tuhan mereka. Adapun orang-orang yang kafir, mereka berkata, ""Apakah maksud Allah menjadikan perumpamaan ini?"" Dengan perumpamaan itu Dia menyesatkan banyak orang dan dengan perumpamaan itu Dia memberi petunjuk kepada banyak orang. Dan dengan perumpamaan itu Dia tidak menyesatkan, kecuali orang-orang yang telah mendapat petunjuk."
27," Orang-orang yang merusak perjanjian Allah setelah perjanjian itu diteguhkan, dan memutuskan apa yang telah Allah perintahkan supaya dihubungkan dan membuat kerusakan di bumi, mereka itulah orang-orang yang merugi."
28,"Bagaimana mungkin kamu kafir kepada Allah, padahal kamu tadinya mati, lalu Dia menghidupkanmu? Kemudian Dia mematikanmu, lalu menghidupkanmu kembali, dan hanya kepada-Nya-lah kamu dikembalikan."
29," Dialah yang menciptakan segala sesuatu yang ada di bumi untukmu. Kemudian Dia mengarahkan diri-Nya ke langit, lalu menjadikan tujuh langit. Dan Dia Maha Mengetahui segala sesuatu."
30," Dan ketika Tuhanmu berfirman kepada para malaikat, ""Sesungguhnya Aku akan menjadikan di bumi suatu pemerintahan yang berkuasa,"" mereka berkata, ""Apakah Engkau akan menjadikan di bumi orang yang membuat kerusakan padanya dan menumpahkan darah, padahal Kami bertasbih dengan memuji-Mu dan menyucikan-Mu?"" Dia berfirman, ""Sesungguhnya Aku mengetahui apa yang tidak kamu ketahui."""
31,"Dan Dia mengajarkan Adam nama-nama makhluk, semuanya, kemudian Dia memperlihatkannya kepada para malaikat dan berfirman, “Beritahukanlah kepadaku nama-nama makhluk ini, jika kamu memang orang-orang yang jujur.”"
32," Mereka berkata, ""Maha Suci Engkau! Kami tidak memiliki pengetahuan kecuali apa yang telah Engkau ajarkan kepada kami. Sesungguhnya Engkau Maha Mengetahui lagi Maha Bijaksana."""
33," Dia berfirman, ""Hai Adam, beritahukanlah kepada mereka nama-nama benda-benda itu."" Maka setelah Dia beritahukan kepada mereka nama-nama benda-benda itu, Dia berfirman, ""Bukankah telah Kukatakan kepadamu, bahwa sesungguhnya Aku mengetahui apa yang gaib di langit dan di bumi, dan bahwa Aku mengetahui apa yang kamu lahirkan dan apa yang kamu sembunyikan?"""
34,"Dan ingatlah ketika Kami berfirman kepada para malaikat, ""Sujudlah kepada Adam,"" lalu mereka pun sujud, kecuali Iblis. Iblis menolak dan bersikap sombong, lalu ia termasuk orang-orang yang kafir."
35," Dan Kami berfirman: ""Hai Adam, tinggallah kamu dan istrimu di surga, dan makanlah dari surga itu sebanyak-banyaknya jika kamu suka, dan janganlah kamu dekati pohon ini, yang menyebabkan kamu termasuk orang-orang yang zalim."""
36," Kemudian setan menyesatkan mereka darinya dan mengeluarkan mereka dari tempat mereka semula. Dan Kami berfirman, ""Turunlah kamu, sebagian kamu adalah musuh bagi sebagian yang lain. Dan bagimu di bumi ada tempat kediaman dan kesenangan sampai waktu yang ditentukan."""
37,"Maka Adam menerima beberapa kalimat dari Tuhannya, lalu Dia mengampuninya. Sesungguhnya Dialah Yang Maha Penerima taubat lagi Maha Penyayang."
38," Kami berfirman, ""Turunlah darinya, kalian semua. Dan jika datang kepadamu petunjuk dari-Ku, maka barangsiapa yang mengikuti petunjuk-Ku, niscaya ia tidak akan takut dan tidak akan bersedih hati."""
39," Dan orang-orang yang kafir dan mendustakan ayat-ayat Kami, mereka itu adalah penghuni-penghuni neraka; mereka kekal di dalamnya."
40," Hai Bani Israel, ingatlah akan nikmat-Ku yang telah Kuanugerahkan kepadamu, dan penuhilah perjanjian-Ku; Aku akan penuhi perjanjian-Ku dengan kamu, dan hendaklah kamu bertakwa kepada-Ku saja."
41,"Dan percayalah kepada apa yang telah Aku turunkan, yang membenarkan apa yang ada padamu, dan janganlah kamu menjadi orang yang pertama-tama mengingkarinya. Dan janganlah kamu menukar ayat-ayat-Ku dengan harga yang murah. Dan bertakwalah hanya kepada-Ku."
42," Dan janganlah kamu mencampuradukkan yang hak dengan yang bathil dan janganlah kamu menyembunyikan yang hak, padahal kamu mengetahuinya."
43," Dan dirikanlah shalat, bayarkan zakat, dan ruku'lah bersama-sama orang yang ruku'."
44," ۞ Apakah kamu memerintahkan manusia untuk berbuat kebajikan, sementara kamu melupakan dirimu sendiri, padahal kamu membaca Kitab Suci? Maka tidakkah kamu berpikir?"
45,"Dan mintalah pertolongan kepada-Nya dengan kesabaran dan shalat; dan sungguh, hal itu sungguh sulit, kecuali bagi orang-orang yang khusyuk."
46, Orang-orang yang beriman bahwa mereka akan bertemu dengan Tuhannya dan bahwa mereka akan kembali kepada-Nya.
47," Hai Bani Israil, ingatlah akan nikmat-Ku yang telah Aku berikan kepadamu dan ingatlah akan kelebihanku atas seluruh alam."
48," Dan takutlah kamu kepada suatu hari di mana seorang tidak dapat memberi manfaat sedikit pun bagi seorang yang lain, dan tidak akan diterima syafaat darinya, tidak diambil tebusan darinya, dan tidak pula mereka ditolong."
49,"Dan ingatlah ketika Kami selamatkan kamu dari kaum Fir'aun, yang telah menimpakan kepadamu azab yang seberat-beratnya, mereka menyembelih anak-anak laki-lakimu dan membiarkan hidup istri-istrimu. Dan pada yang demikian itu terdapat cobaan yang besar dari Tuhanmu."
50," Dan ketika Kami belah laut untuk kamu, lalu Kami selamatkan kamu dan Kami tenggelamkan Fir'aun, sedang kamu menyaksikannya."
51," Dan ingatlah ketika Kami tetapkan bagi Musa empat puluh malam, kemudian kamu buat anak sapi sesudahnya, padahal kamu adalah orang-orang yang zalim."
52," Kemudian Kami ampuni kamu sesudah itu, agar kamu bersyukur."
53,"Dan ingatlah ketika Kami berikan kepada Musa Kitab (Taurat) dan Pembanding, agar kamu mendapat petunjuk."
54," Dan ingatlah ketika Musa berkata kepada kaumnya, ""Hai kaumku, sesungguhnya kamu telah menganiaya diri sendiri dengan mengambil anak sapi itu, maka bertobatlah kepada Penciptamu dan bunuhlah dirimu. Yang demikian itu lebih baik bagimu di sisi Penciptamu."" Maka Allah mengampuni kamu. Sesungguhnya Dia Maha Penerima taubat lagi Maha Penyayang."
55," Dan ketika kamu berkata: ""Hai Musa, kami sekali-kali tidak akan percaya kepadamu sebelum kami melihat Allah dengan mata kepala kami sendiri,"" tiba-tiba kamu disambar petir, sedang kamu sedang menyaksikannya."
56,"Kemudian Kami bangkitkan kamu setelah matimu, agar kamu bersyukur."
57," Dan Kami naungi kamu dengan awan dan Kami turunkan kepadamu manna dan burung puyuh, (dengan firman-Nya), ""Makanlah di antara rizki yang baik-baik yang telah Kami berikan kepadamu."" Dan tidaklah mereka menganiaya Kami, tetapi merekalah yang menganiaya diri mereka sendiri."
58," Dan ingatlah ketika Kami berfirman: ""Masuklah ke negeri ini, makanlah makanannya yang banyak menurut keinginanmu, dan masuklah melalui pintu gerbangnya sambil menundukkan kepala dan ucapkanlah: ""Ampunilah kami."" Niscaya Kami akan mengampuni dosa-dosamu dan Kami akan menambah jumlah orang-orang yang berbuat baik."
59,"Maka orang-orang yang zalim itu mengganti perkataan mereka dengan yang lain dari apa yang telah dikatakan kepada mereka. Maka Kami turunkan kepada orang-orang yang zalim itu azab dari langit, disebabkan mereka benar-benar fasik."
60," ۞ Dan ketika Musa meminta air untuk kaumnya, Kami berfirman, ""Pukullah batu itu dengan tongkatmu."" Maka keluarlah dari batu itu dua belas mata air. Setiap kaum mengetahui tempat minumnya. Makan dan minumlah dari rezeki Allah, dan janganlah kamu berbuat kerusakan di bumi."
61,"Dan ingatlah ketika kamu berkata, ""Hai Musa, kami tidak akan pernah merasa cukup dengan satu jenis makanan saja, maka berdoalah kepada Tuhanmu agar Dia menumbuhkan bagi kami dari apa yang ditumbuhkan bumi, berupa sayur-sayuran, mentimun, bawang putih, kacang-kacangan, dan bawang merah."" Dia berkata, ""Apakah kamu mau menukar yang lebih baik dengan yang lebih rendah? Pergilah ke Mesir, niscaya kamu akan memperoleh apa yang kamu minta."" Dan ditimpakan kepada mereka wabah penyakit, yaitu kehinaan dan kemiskinan, dan mereka ditimpa murka dari Allah. Yang demikian itu adalah karena mereka telah mengingkari ayat-ayat Allah dan membunuh para nabi tanpa alasan yang benar. Yang demikian itu adalah karena mereka telah durhaka dan melampaui batas."
62,"Sesungguhnya orang-orang yang beriman, orang-orang Yahudi, orang-orang Nasrani dan orang-orang Sabiin, orang-orang yang benar-benar beriman kepada Allah, hari kemudian dan mengerjakan amal saleh, mereka akan mendapat pahala di sisi Tuhan mereka, tidak ada kekhawatiran terhadap mereka dan tidak (pula) mereka bersedih hati."
63," Dan ingatlah ketika Kami mengambil perjanjianmu dan Kami tinggikan gunung itu di atasmu, (yaitu): ""Ambillah apa yang telah Kami berikan kepadamu dengan kekuatan, dan ingatlah apa yang ada padanya, agar kamu bertakwa."""
64," Kemudian kamu berpaling setelah itu. Seandainya tidak karena karunia Allah dan rahmat-Nya kepadamu, niscaya kamu termasuk orang-orang yang merugi."
65,"Dan sesungguhnya kamu telah mengetahui orang-orang yang melampaui batas di antara kamu pada hari Sabat, maka Kami katakan kepada mereka: ""Jadilah kamu kera yang hina."""
66," Maka Kami jadikan Al-Qur'an itu pelajaran bagi orang-orang sebelum dan sesudahnya, dan pelajaran bagi orang-orang yang bertakwa."
67," Dan ketika Musa berkata kepada kaumnya, ""Sesungguhnya Allah memerintahkan kalian untuk menyembelih seekor sapi,"" mereka berkata, ""Apakah kalian menjadikan kami bahan tertawaan?"" Ia berkata, ""Aku berlindung kepada Allah dari termasuk orang-orang yang jahil."""
68,"Mereka berkata, ""Mintalah kepada Tuhanmu agar menjelaskan kepada kami apa itu."" Dia menjawab, ""Sesungguhnya, dia berkata, 'Itu adalah sapi betina yang tidak tua dan tidak muda, melainkan di antara keduanya, maka kerjakanlah apa yang diperintahkan kepadamu.'"""
69," Mereka berkata, ""Mintalah kepada Tuhanmu agar menjelaskan kepada kami apa warnanya."" Dia menjawab, ""Sesungguhnya, Dia berfirman, 'Ia adalah seekor sapi betina yang berwarna kuning, kuning cemerlang, yang menarik bagi yang melihatnya.'"""
70," Mereka berkata, ""Mintalah penjelasan kepada Tuhanmu tentang (kejadian) itu. Sesungguhnya sapi-sapi betina itu tampak sama bagi kami, dan sesungguhnya jika Allah menghendaki, pastilah kami mendapat petunjuk."""
71,"Ia berkata, ""Sesungguhnya,"" katanya, ""Sapi itu tidak terlatih membajak tanah dan tidak mengairi ladang, sehat dan tidak bercacat."" Mereka berkata, ""Sekarang kamu telah membawa kebenaran."" Maka mereka pun menyembelih sapi itu, tetapi mereka tidak mau melakukannya."
72," Dan ketika kamu membunuh seorang manusia, lalu kamu berselisih tentang pembunuhan itu, maka Allah akan mengeluarkan apa yang kamu sembunyikan."
73," Maka Kami berfirman: ""Pukullah dia dengan sebagian darinya."" Demikianlah Allah menghidupkan orang-orang yang telah mati dan memperlihatkan kepadamu tanda-tanda kekuasaan-Nya, agar kamu memahaminya."
74,"Kemudian hatimu menjadi keras setelah itu, sehingga menjadi seperti batu atau lebih keras lagi. Dan sesungguhnya di antara batu-batu itu ada yang mengalir sungai-sungai darinya, dan sesungguhnya di antara batu-batu itu ada yang terbelah dan keluar air darinya, dan sesungguhnya di antara batu-batu itu ada yang roboh karena takut kepada Allah. Dan Allah sekali-kali tidak lengah dari apa yang kamu kerjakan."
75," ۞ Maka apakah kamu masih mengharapkan bahwa mereka akan beriman kepadamu, padahal sebagian dari mereka mendengar firman Allah, lalu mereka memutarbalikkannya setelah mereka memahaminya, sedang mereka mengetahui?"
76,"Dan ketika mereka bertemu orang-orang yang beriman, mereka berkata, ""Kami telah beriman."" Namun ketika mereka sendirian, sebagian dari mereka berkata, ""Apakah kamu ceritakan kepada mereka apa yang diturunkan Allah kepadamu, agar mereka membantahmu di sisi Tuhanmu? Maka apakah kamu tidak berpikir?"""
77, Apakah mereka tidak mengetahui bahwa Allah mengetahui apa yang mereka rahasiakan dan apa yang mereka nyatakan?
78," Dan di antara mereka ada orang-orang yang buta huruf, yang tidak mengetahui Kitab Suci kecuali sekadar angan-angan belaka, dan mereka hanyalah menduga-duga."
79,"Maka celakalah bagi orang-orang yang menulis Kitab Suci dengan tangan mereka sendiri, lalu mereka berkata, ""Ini dari sisi Allah,"" dengan maksud menukarnya dengan harga yang murah. Maka celakalah bagi mereka karena apa yang ditulis oleh tangan mereka sendiri, dan celakalah bagi mereka karena apa yang mereka usahakan."
80," Dan mereka berkata, ""Kami sekali-kali tidak akan disentuh oleh api neraka, melainkan beberapa hari saja."" Katakanlah, ""Apakah kamu telah mengambil janji dari Allah? Allah tidak akan menyalahi janji-Nya. Ataukah kamu mengatakan terhadap Allah apa yang tidak kamu ketahui?"""
81,"Sesungguhnya barangsiapa yang mengerjakan kejahatan dan diliputi oleh dosanya, maka mereka itu adalah penghuni neraka; mereka kekal di dalamnya."
82," Dan orang-orang yang beriman dan mengerjakan amal saleh, mereka itu adalah penghuni surga; mereka kekal di dalamnya."
83,"Dan ingatlah ketika Kami mengambil perjanjian dari Bani Israil, ""Janganlah kamu menyembah selain Allah, dan berbuat baiklah kepada kedua orang tua, karib kerabat, anak-anak yatim, dan orang-orang miskin, dan berkatalah kamu kepada manusia dengan baik, dirikanlah shalat dan bayarkanlah zakat."" Kemudian kamu berpaling, kecuali sebagian kecil di antara kamu, dan kamu adalah orang-orang yang tidak mau bertobat."
84," Dan ingatlah ketika Kami mengambil perjanjianmu (yaitu), ""Janganlah sebagian kamu menumpahkan darah sebagian yang lain dan janganlah sebagian kamu mengusir sebagian yang lain dari kampung halamanmu."" Kemudian kamu mengakuinya, sedang kamu menjadi saksi."
85,"Maka kamulah orang-orang yang membunuh dirimu sendiri dan mengusir segolongan dari kamu dari kampung halaman mereka, sebagian kamu menolong mereka dalam dosa dan permusuhan. Dan jika mereka datang kepadamu sebagai tawanan perang, kamu tebuslah mereka, padahal pengusiran mereka telah dilarang bagimu. Maka apakah kamu beriman kepada sebagian Kitab Suci dan mengingkari sebagiannya? Maka apakah balasan bagi orang-orang yang berbuat demikian di antara kamu? Kecuali kehinaan dalam kehidupan dunia. Dan pada Hari Kiamat mereka akan dikembalikan kepada siksa yang paling berat. Dan Allah sekali-kali tidak lengah dari apa yang kamu kerjakan."
86,Mereka itulah orang-orang yang telah membeli kehidupan dunia dengan harga akhirat. Maka azab mereka tidak diringankan dan tidak pula mereka ditolong.
87," Dan sesungguhnya telah Kami berikan Kitab Suci kepada Musa, dan Kami ikuti dia dengan para rasul, dan Kami berikan kepada Isa putra Maryam, bukti-bukti yang nyata, dan Kami dukung dia dengan Ruhul Kudus. Maka apakah setiap kali seorang rasul datang kepadamu membawa sesuatu yang tidak kamu sukai, kamu menyombongkan diri? Kemudian ada segolongan yang kamu ingkari dan ada segolongan yang kamu bunuh."
88," Dan mereka berkata, ""Hati kami telah tertutup."" Bahkan Allah telah melaknat mereka karena kekafiran mereka, maka sedikit sekali iman mereka."
89,"Dan tatkala datang kepada mereka sebuah Kitab dari Allah yang membenarkan apa yang ada pada mereka—padahal sebelumnya mereka selalu berdoa untuk kemenangan atas orang-orang kafir—namun tatkala datang kepada mereka apa yang mereka kenali, mereka pun mengingkarinya. Maka laknat Allah atas orang-orang kafir."
90," Jahat sekali apa yang mereka tukarkan dengan diri mereka, yaitu kekafiran mereka terhadap apa yang diturunkan Allah, karena dengki terhadap Allah yang menurunkan sebagian karunia-Nya kepada siapa yang Dia kehendaki di antara hamba-hamba-Nya. Maka mereka ditimpa kemurkaan demi kemurkaan, dan bagi orang-orang kafir azab yang menghinakan."
91,"Dan ketika dikatakan kepada mereka, ""Imanilah kepada apa yang telah diturunkan Allah,"" mereka menjawab, ""Kami telah beriman kepada apa yang diwahyukan kepada kami,"" dan mereka pun mengingkari apa yang datang setelahnya, padahal itu adalah kebenaran yang membenarkan apa yang ada pada mereka. Katakanlah, ""Mengapa kamu membunuh nabi-nabi Allah sebelumnya, jika kamu benar-benar beriman?"""
92," Dan sesungguhnya telah datang kepadamu Musa dengan membawa bukti-bukti yang nyata, kemudian kamu buatlah anak sapi sesudahnya, padahal kamu adalah orang-orang yang zalim."
93,"Dan ingatlah ketika Kami telah mengambil perjanjianmu dan Kami tinggikan gunung di atasmu, (dengan firman-Nya), ""Ambillah apa yang telah Kami berikan kepadamu dengan kekuatan dan dengarkanlah."" Mereka menjawab, ""Kami mendengar dan mendurhakai."" Dan mereka dipaksa meminum ke dalam hati mereka anak sapi [jahat] karena kekafiran mereka. Katakanlah, ""Alangkah buruknya apa yang diperintahkan kepadamu, jika kamu orang-orang yang beriman."""
94," Katakanlah, ""Jika negeri akhirat di sisi Allah itu khusus untukmu saja, bukan untuk manusia lain, maka harapkanlah kematianmu, jika kamu orang-orang yang benar."""
95," Dan mereka tidak akan pernah menginginkannya, disebabkan apa yang telah diperbuat oleh tangan mereka sendiri. Dan Allah Maha Mengetahui tentang orang-orang yang zalim."
96,"Dan sungguh, kamu akan mendapati mereka sebagai orang-orang yang paling rakus akan kehidupan, bahkan lebih rakus daripada orang-orang yang mempersekutukan Allah. Salah seorang di antara mereka menginginkan kehidupan seribu tahun, tetapi itu tidak akan membebaskannya dari azab. Dan Allah Maha Melihat apa yang mereka kerjakan."
97," Katakanlah: ""Barangsiapa yang menjadi musuh Jibril, maka dialah yang telah menurunkan Al Quran itu ke dalam hatimu dengan izin Allah; membenarkan kitab-kitab yang sebelumnya, dan menjadi petunjuk serta berita gembira bagi orang-orang yang beriman."""
98," Barangsiapa menjadi musuh Allah, malaikat-malaikat-Nya, rasul-rasul-Nya, Jibril dan Mikail, maka sesungguhnya Allah adalah musuh orang-orang kafir."
99,"Dan sesungguhnya telah Kami turunkan kepadamu (Muhammad) bukti-bukti yang nyata, dan tidak ada yang mengingkarinya, kecuali orang-orang yang fasik."
100," Atau apakah setiap kali mereka membuat perjanjian, sebagian dari mereka mengabaikannya? Bahkan, kebanyakan dari mereka tidak beriman."
101," Dan tatkala telah datang kepada mereka seorang rasul dari Allah yang membenarkan kitab-kitab yang ada pada mereka, maka sebahagian dari orang-orang yang diberi Kitab (Taurat dan Injil) melemparkan Kitab Allah ke belakang punggung mereka, seolah-olah mereka tidak mengetahuinya."
102,"Dan mereka mengikuti apa yang dibacakan setan-setan pada masa pemerintahan Sulaiman. Padahal bukan Sulaiman yang kafir, melainkan setan-setanlah yang kafir, yang mengajarkan sihir kepada manusia dan apa yang diturunkan kepada dua malaikat di Babilonia, Harut dan Marut. Dan mereka tidak mengajarkan sesuatu pun sebelum berkata, ""Sesungguhnya kami hanyalah cobaan, maka janganlah kamu kafir."" Maka mereka mengambil pelajaran dari keduanya. Mereka tidak menceraikan seorang pun antara seorang laki-laki dan istrinya, dan tidak pula merugikan seorang pun karenanya, kecuali dengan izin Allah. Dan mereka mempelajari apa yang merugikan mereka dan tidak bermanfaat bagi mereka. Dan mereka sungguh mengetahui bahwa barangsiapa yang membelinya, maka tidak akan ada bagian di akhirat. Dan amat buruk apa yang mereka perjualbelikan untuknya, kalau saja mereka mengetahui."
103,"Dan sekiranya mereka beriman dan bertakwa kepada Allah, niscaya mereka memperoleh pahala dari Allah, jika mereka mengetahui."
104," Wahai orang-orang yang beriman, janganlah kamu mengatakan, ""Ra'ina,"" tetapi katakanlah, ""Unzurna,"" dan dengarkanlah. Dan bagi orang-orang kafir ada azab yang pedih."
105," Orang-orang kafir, yaitu Ahli Kitab dan orang-orang musyrik, tidak menyukai diturunkannya kepadamu suatu kebaikan dari Tuhanmu. Dan Allah memilih siapa yang dikehendaki-Nya untuk menerima rahmat-Nya, dan Allah Maha Besar karunia-Nya."
106,"۞ Kami tidak menghapus suatu ayat atau melupakannya, melainkan Kami akan mendatangkan ayat yang lebih baik daripadanya atau yang serupa dengannya. Tidakkah kamu mengetahui bahwa sesungguhnya Allah Maha Kuasa atas segala sesuatu?"
107," Tidakkah kamu mengetahui bahwasanya kepunyaan Allah-lah kerajaan langit dan bumi, dan bahwasanya kamu sekali-kali tidak mempunyai pelindung dan penolong selain Allah?"
108," Atau apakah kamu ingin bertanya kepada Rasulmu sebagaimana ditanyakan kepada Musa sebelumnya? Dan barangsiapa yang menukar iman dengan kekafiran, maka sesungguhnya ia telah sesat dari jalan yang benar."
109,"Sesungguhnya banyak Ahli Kitab menginginkan agar mereka dapat mengembalikan kamu kepada kekafiran setelah kamu beriman, karena dengki yang timbul dalam hati mereka setelah nyata kebenaran bagi mereka. Maka maafkanlah dan bersabarlah sampai Allah memberikan keputusan-Nya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu."
110," Dirikanlah salat dan tunaikanlah zakat. Dan kebaikan apa pun yang kamu usahakan untuk dirimu, niscaya kamu akan memperolehnya di sisi Allah. Sesungguhnya Allah Maha Melihat apa yang kamu kerjakan."
111,"Dan mereka berkata, ""Tidak akan masuk surga kecuali orang Yahudi atau Nasrani."" Itulah keinginan mereka. Katakanlah, ""Tunjukkan buktimu jika kamu memang orang-orang yang benar."""
112," Ya, barangsiapa yang menyerahkan wajahnya kepada Allah, sedang ia berbuat baik, maka ia akan memperoleh pahala di sisi Tuhannya. Dan tidak ada kekhawatiran bagi mereka dan tidak pula mereka bersedih hati."
113,"Dan orang-orang Yahudi berkata, ""Orang-orang Nasrani tidak berada di atas apa pun,"" dan orang-orang Nasrani berkata, ""Orang-orang Yahudi tidak berada di atas apa pun,"" padahal mereka membaca Kitab Suci. Demikianlah kata orang-orang yang tidak mengetahui, sebagaimana yang mereka katakan. Maka Allah akan mengadili di antara mereka pada Hari Kiamat tentang apa yang selalu mereka perselisihkan."
114,"Dan siapakah yang lebih zalim daripada orang yang menghalangi (sebut-sebut) masjid-masjid Allah di dalamnya dan berusaha menghancurkannya? Tidaklah pantas bagi mereka memasukinya kecuali dengan rasa takut. Bagi mereka kehinaan di dunia, dan bagi mereka azab yang besar di akhirat."
115," Kepunyaan Allah-lah Timur dan Barat. Maka ke mana pun engkau menghadap, di situlah wajah Allah. Sesungguhnya Allah Maha Luas lagi Maha Mengetahui."
116," Dan mereka berkata, ""Allah telah mengambil seorang putra."" Maha Tinggi Dia! Bahkan, milik-Nya-lah apa yang ada di langit dan di bumi. Semua orang taat kepada-Nya."
117,"Pencipta langit dan bumi. Dan ketika Dia menetapkan suatu urusan, Dia hanya berkata kepadanya, ""Jadilah,"" maka jadilah ia."
118," Dan orang-orang yang tidak mengetahui berkata, ""Mengapa Allah tidak berbicara kepada kami dan tidak datang kepada kami suatu tanda?"" Demikianlah orang-orang sebelum mereka telah mengatakan seperti ucapan mereka; hati mereka adalah sama. Sesungguhnya Kami telah menjelaskan tanda-tanda kekuasaan-Nya bagi kaum yang yakin."
119, Sesungguhnya Kami telah mengutus kamu dengan kebenaran sebagai pembawa kabar gembira dan pemberi peringatan. Dan kamu tidak akan ditanya tentang penghuni neraka.
120,"Dan orang-orang Yahudi dan Nasrani tidak akan merasa senang kepadamu hingga kamu mengikuti agama mereka. Katakanlah, ""Sesungguhnya petunjuk Allah itulah petunjuk."" Dan seandainya kamu mengikuti hawa nafsu mereka setelah datang kepadamu ilmu pengetahuan, niscaya kamu tidak akan memperoleh pelindung dan penolong bagi Allah."
121," Orang-orang yang telah Kami berikan Kitab Suci, mereka membacanya dengan bacaan yang benar. Mereka itulah orang-orang yang beriman kepadanya. Dan barangsiapa yang ingkar kepadanya, mereka itulah orang-orang yang merugi."
